"","corona_eig"
"1",0.681229211535306
"2",0.345753691561108
"3",0.231997690022049
"4",0.231997690022049
"5",0.231997690022049
"6",-0.5991183348948
"7",0.231997690022049
"8",0.681229211535306
"9",0.681229211535306
"10",0.681229211535306
"11",0.231997690022049
"12",0.231997690022049
"13",0.681229211535306
"14",0.681229211535306
"15",0.0396297955002916
"16",0.681229211535306
"17",0.681229211535306
"18",-0.281507087643879
"19",-0.60253876324462
"20",0.165463546733331
"21",-0.170468589907941
"22",-0.281507087643879
"23",0.486495222334072
"24",0.486495222334072
"25",1.10601954545506
"26",1.10601954545506
"27",1.10601954545506
"28",1.10601954545506
"29",1.10601954545506
"30",1.10601954545506
"31",0.165463546733331
"32",-0.60253876324462
"33",0.165463546733331
"34",0.165463546733331
"35",0.165463546733331
"36",0.165463546733331
"37",0.165463546733331
"38",0.165463546733331
"39",0.165463546733331
"40",0.165463546733331
"41",0.165463546733331
"42",0.165463546733331
"43",0.165463546733331
"44",0.165463546733331
"45",0.165463546733331
"46",-0.540717556001139
"47",0.116246256241046
"48",0.358400583964987
"49",0.358400583964987
"50",0.338291042409275
"51",0.358400583964987
"52",-0.409601726012964
"53",0.358400583964987
"54",0.358400583964987
"55",0.358400583964987
"56",0.358400583964987
"57",0.164238458890502
"58",0.358400583964986
"59",0.358400583964984
"60",0.358400583964986
"61",0.358400583964988
"62",0.358400583964986
"63",0.358400583964986
"64",0.358400583964986
"65",0.358400583964988
"66",-0.863546183571287
"67",0.358400583964986
"68",-0.298563228277027
"69",0.358400583964986
"70",0.358400583964988
"71",0.358400583964986
"72",0.358400583964988
"73",0.358400583964984
"74",0.358400583964987
"75",0.358400583964988
"76",0.358400583964987
"77",0.358400583964988
"78",0.231997690022049
"79",0.231997690022049
"80",0.231997690022049
"81",0.231997690022049
"82",0.231997690022049
"83",0.231997690022049
"84",0.231997690022049
"85",0.231997690022049
"86",0.231997690022049
"87",0.231997690022049
"88",0.231997690022049
"89",0.231997690022049
"90",0.231997690022049
"91",0.231997690022049
"92",0.231997690022049
"93",0.231997690022049
"94",0.231997690022049
"95",0.231997690022049
"96",0.231997690022049
"97",0.231997690022049
"98",0.231997690022049
"99",0.231997690022049
"100",0.231997690022049
"101",0.231997690022049
"102",0.231997690022049
"103",0.231997690022049
"104",0.231997690022049
"105",0.260133151939747
"106",0.231997690022049
"107",0.231997690022049
"108",0.231997690022049
"109",0.231997690022049
"110",0.231997690022049
"111",0.231997690022049
"112",0.231997690022049
"113",0.231997690022049
"114",0.231997690022049
"115",0.231997690022049
"116",0.231997690022049
"117",0.231997690022049
"118",0.231997690022049
"119",0.231997690022049
"120",0.231997690022049
"121",0.231997690022049
"122",0.231997690022049
"123",0.231997690022049
"124",0.231997690022049
"125",0.231997690022049
"126",0.231997690022049
"127",0.231997690022049
"128",0.231997690022049
"129",0.231997690022049
"130",0.231997690022049
"131",0.231997690022049
"132",0.231997690022049
"133",0.231997690022049
"134",-0.989949077514225
"135",0.231997690022049
"136",0.231997690022049
"137",0.231997690022049
"138",0.231997690022049
"139",0.231997690022049
"140",0.231997690022049
"141",0.231997690022049
"142",0.231997690022049
"143",0.231997690022049
"144",0.231997690022049
"145",0.231997690022049
"146",0.231997690022049
"147",0.231997690022049
"148",0.231997690022049
"149",0.796056362286095
"150",0.231997690022049
"151",0.231997690022049
"152",0.231997690022049
"153",-0.409601726012965
"154",0.231997690022049
"155",-0.989949077514225
"156",0.231997690022049
"157",0.231997690022049
"158",0.231997690022049
"159",0.231997690022049
"160",-0.424966122219964
"161",0.231997690022049
"162",0.231997690022049
"163",0.231997690022049
"164",-0.989949077514225
"165",-0.424966122219964
"166",0.231997690022049
"167",0.231997690022049
"168",-0.424966122219964
"169",-0.281507087643879
"170",0.231997690022049
"171",0.231997690022049
"172",-0.989949077514225
"173",0.231997690022049
"174",0.231997690022049
"175",-0.989949077514225
"176",0.231997690022049
"177",-0.332985265272212
"178",0.231997690022049
"179",-0.332985265272212
"180",-0.332985265272212
"181",-0.989949077514225
"182",0.231997690022049
"183",-0.424966122219964
"184",0.231997690022049
"185",0.231997690022049
"186",0.231997690022049
"187",0.231997690022049
"188",0.231997690022049
"189",0.231997690022049
"190",0.231997690022049
"191",0.231997690022049
"192",0.231997690022049
"193",0.231997690022049
"194",0.231997690022049
"195",0.231997690022049
"196",0.231997690022049
"197",0.231997690022049
"198",0.231997690022049
"199",0.231997690022049
"200",0.231997690022049
"201",0.231997690022049
"202",0.231997690022049
"203",0.231997690022049
"204",0.231997690022049
"205",0.231997690022049
"206",0.231997690022049
"207",0.371171649675685
"208",1.0281354619177
"209",1.0281354619177
"210",-0.221946767536274
"211",0.435017044705739
"212",0.435017044705739
"213",0.435017044705739
"214",0.435017044705739
"215",0.435017044705739
"216",-0.221946767536274
"217",0.435017044705739
"218",1.56405867226405
"219",1.56405867226405
"220",1.56405867226405
"221",1.56405867226405
"222",1.56405867226405
"223",1.56405867226405
"224",1.56405867226405
"225",1.56405867226405
"226",1.56405867226405
"227",0.231997690022049
"228",0.231997690022049
"229",0.260133151939747
"230",0.231997690022049
"231",0.231997690022049
"232",0.231997690022049
"233",0.231997690022049
"234",0.231997690022049
"235",0.231997690022049
"236",0.231997690022049
"237",0.231997690022049
"238",-0.409601726012964
"239",0.231997690022049
"240",0.231997690022049
"241",0.231997690022049
"242",0.231997690022049
"243",0.231997690022049
"244",0.231997690022049
"245",0.231997690022049
"246",0.231997690022049
"247",0.231997690022049
"248",0.231997690022049
"249",0.231997690022049
"250",0.231997690022049
"251",0.231997690022049
"252",0.231997690022049
"253",0.231997690022049
"254",0.231997690022049
"255",0.231997690022049
"256",0.231997690022049
"257",0.231997690022049
"258",0.231997690022049
"259",0.231997690022049
"260",0.231997690022049
"261",0.231997690022049
"262",0.231997690022049
"263",0.231997690022049
"264",0.231997690022049
"265",0.231997690022049
"266",0.231997690022049
"267",0.805837874925514
"268",0.805837874925514
"269",0.622828432641475
"270",0.622828432641475
"271",0.622828432641475
"272",0.057845477347171
"273",0.622828432641475
"274",0.622828432641475
