"","corona_mar"
"591",0.000256192946708266
"592",0.000256192946708266
"593",0.000256192946708248
"594",0.000256192946708276
"595",0.00051563395898635
"596",0.000256192946708269
"597",0.000256192946708264
"598",0.00025619294670828
"599",0.000256192946708268
"600",0.000256192946708246
"601",0.000256192946708264
"602",0.000508260565070347
"603",0.000515633958986324
"604",0.000256192946708268
"605",0.00025619294670826
"606",0.000256192946708254
"607",0.000256192946708268
"608",0.000256192946708239
"609",0.000256192946708281
"610",0.000256192946708278
"611",0.000256192946708255
"612",0.00025619294670826
"613",0.000256192946708259
"614",0.00025619294670826
"615",0.000256192946708255
"616",0.000256192946708247
"617",0.000256192946708259
"618",0.000256192946708249
"619",0.00025619294670827
"620",0.000256192946708263
"621",0.000515633958986352
"622",0.000516171278498808
"623",0.000256192946708283
"624",0.000256192946708251
"625",0.000515633958986369
"626",0.000508260565070347
"627",0.000256192946708264
"628",0.000256192946708241
"629",0.000256192946708267
"630",0.000256192946708253
"631",0.000256192946708266
"632",0.000256192946708245
"633",0.000515633958986334
"634",0.000256192946708275
"635",0.000256192946708262
"636",0.000256192946708249
"637",0.000516171278498778
"638",0.000256192946708242
"639",0.000508260565070354
"640",0.000256192946708257
"641",0.000256192946708267
"642",0.000509574942713104
"643",0.000256192946708262
"644",0.000256192946708254
"645",0.000515633958986359
"646",0.000256192946708256
"647",0.000256192946708274
"648",0.000487042185692474
"649",0.000256192946708263
"650",0.000256192946708242
"651",0.000515633958986345
"652",0.000256192946708263
"653",0.000516171278498796
"654",0.000256192946708253
"655",0.00025619294670826
"656",0.000256192946708254
"657",0.000508260565070338
"658",0.000256192946708254
"659",0.000256192946708257
"660",0.000256192946708255
"661",0.000256192946708255
"662",0.000256192946708257
"663",0.000256192946708259
"664",0.000508260565070326
"665",0.000256192946708288
"666",0.000256192946708266
"667",0.00025619294670828
"668",0.000256192946708257
"669",0.00025619294670826
"670",0.00025619294670825
"671",0.000256192946708277
"672",0.000256192946708271
"673",0.000508260565070316
"674",0.000256192946708263
"675",0.000256192946708279
"676",0.000256192946708252
"677",0.000256192946708251
"678",0.000256192946708251
"679",0.000256192946708273
"680",0.000256192946708251
"681",0.000256192946708267
"682",0.000256192946708258
"683",0.000256192946708273
"684",0.000256192946708266
"685",0.000256192946708271
"686",0.000256192946708256
"687",0.000256192946708262
"688",0.00025619294670824
"689",0.000256192946708272
"690",0.000256192946708242
"691",0.000256192946708247
"692",0.000256192946708267
"693",0.00020389540172072
"694",0.000203895401720702
"695",0.000203895401720716
"696",0.000203895401720705
"697",0.000203895401720721
"698",0.000428633254526753
"699",0.000203895401720699
"700",0.000258294979721626
"701",0.000258294979721624
"702",0.000258294979721619
"703",0.000258294979721625
"704",0.000518239371112518
"705",0.000518239371112535
"706",0.000513591529575586
"707",0.000518239371112533
"708",0.00051823937111253
"709",0.000258294979721618
"710",0.000518239371112496
"711",0.000489057983851746
"712",0.000258294979721623
"713",0.000258294979721616
"714",0.000258294979721624
"715",0.000258294979721628
"716",0.000518239371112539
"717",0.000258294979721623
"718",0.000258294979721633
"719",0.000258294979721627
"720",0.000258294979721613
"721",0.000518501069326615
"722",0.000258294979721628
"723",0.000777483597153049
"724",0.000258294979721655
"725",0.000258294979721623
"726",0.000258294979721641
"727",0.000258294979721623
"728",0.000258294979721622
"729",0.000258294979721626
"730",0.000258294979721607
"731",0.000258294979721616
"732",0.000518239371112506
"733",0.000258294979721625
"734",0.000518501069326639
"735",0.000258294979721628
"736",0.000258294979721612
"737",0.000258294979721629
"738",0.000258294979721633
"739",0.000518501069326638
"740",0.000518239371112555
"741",0.000518501069326627
"742",0.000258294979721629
"743",0.000258294979721619
"744",0.000518501069326633
"745",0.000258294979721614
"746",0.000513394173636771
"747",0.000258294979721616
"748",0.000518501069326644
"749",0.000258294979721624
"750",0.000258294979721635
"751",0.000258294979721631
"752",0.000258294979721648
"753",0.000518501069326624
"754",0.000258294979721626
"755",0.000258294979721639
"756",0.000258294979721619
"757",0.000258294979721627
"758",0.00025829497972164
"759",0.000513394173636787
"760",0.000518239371112508
"761",0.000518239371112562
"762",0.000518239371112528
"763",0.000513394173636759
"764",0.000258294979721605
"765",0.000258294979721599
"766",0.000258294979721626
"767",0.000518501069326626
"768",0.000258294979721614
"769",0.000518239371112501
"770",0.000258294979721632
"771",0.000258294979721624
"772",0.000258294979721613
"773",0.00025829497972161
"774",0.000518239371112543
"775",0.000518239371112552
"776",0.000258294979721629
"777",0.000258294979721623
"778",0.000258294979721629
"779",0.000489057983851751
"780",0.000518501069326619
"781",0.000518239371112533
"782",0.000518501069326627
"783",0.000258304995923078
"784",0.000515705361982534
"785",0.000258304995923091
"786",0.000515705361982526
"787",0.000515705361982545
"788",0.000258304995923104
"789",0.000258304995923081
"790",0.000258304995923096
"791",0.000515705361982526
"792",0.000258304995923084
"793",0.000258304995923087
"794",0.000258304995923088
"795",0.000515705361982538
"796",0.00025830499592308
"797",0.000258304995923088
"798",0.000515705361982522
"799",0.000515705361982535
"800",0.000258304995923092
"801",0.000515705361982503
"802",0.000515705361982538
"803",0.000515705361982534
"804",0.000513713145714183
"805",0.000515705361982504
"806",0.000258304995923089
"807",0.000515705361982521
"808",0.000515705361982512
"809",0.000258304995923069
"810",0.000515705361982531
"811",0.00025830499592309
"812",0.000515705361982537
"813",0.000515705361982512
"814",0.000258304995923085
"815",0.000258304995923084
"816",0.000258304995923089
"817",0.000258304995923098
"818",0.000515705361982534
"819",0.000258304995923102
"820",0.00025830499592308
"821",0.000258304995923092
"822",0.000515705361982539
"823",0.000515705361982502
"824",0.000258304995923076
"825",0.00025830499592307
"826",0.000515705361982511
"827",0.000515705361982513
"828",0.0005157053619825
"829",0.000258304995923104
"830",0.000258304995923075
"831",0.00025830499592309
"832",0.000515705361982539
"833",0.000515705361982514
"834",0.000258304995923094
"835",0.000515705361982514
"836",0.0002583049959231
"837",0.000258304995923083
"838",0.00051570536198253
"839",0.000258304995923094
"840",0.000258304995923079
"841",0.000258304995923091
"842",0.000515705361982549
"843",0.000515705361982506
"844",0.000258304995923082
"845",0.000515705361982556
"846",0.000515705361982517
"847",0.0002583049959231
"848",0.00025830499592307
"849",0.000518239371112524
"850",0.000258304995923105
"851",0.000258304995923081
"852",0.000515705361982539
"853",0.000515705361982514
"854",0.000515705361982528
"855",0.000258304995923079
"856",0.000258304995923078
"857",0.000258304995923092
"858",0.000258304995923091
"859",0.000515705361982531
"860",0.000258304995923076
"861",0.000258304995923069
"862",0.00025830499592308
"863",0.000258304995923087
"864",0.00051570536198254
"865",0.000258304995923086
"866",0.000515705361982514
"867",0.000515705361982531
"868",0.000515705361982538
"869",0.00025830499592309
"870",0.000258304995923085
"871",0.000258304995923091
"872",0.000258304995923093
"873",0.000258304995923094
"874",0.000258304995923087
"875",0.000515705361982534
"876",0.000513394187537537
"877",0.00074819276102053
"878",0.000515705361982528
"879",0.000515705361982545
"880",0.00025830499592308
"881",0.000515705361982537
"882",0.00051570536198253
"883",0.000258304995923082
"884",0.000258304995923069
"885",0.000515705361982547
"886",0.00025830499592308
"887",0.000515705361982527
"888",0.000258304995923095
"889",0.000515705361982519
"890",0.000515705361982523
"891",0.000258304995923084
"892",0.00025830499592308
"893",0.000515705361982527
"894",0.000515705361982521
"895",0.000258304995923089
"896",0.00025830499592309
"897",0.000258304995923097
"898",0.000515705361982563
"899",0.00051570536198255
"900",0.000515705361982519
"901",0.000515705361982539
"902",0.000258304995923096
"903",0.000515705361982508
"904",0.000258304995923081
"905",0.000258304995923084
"906",0.000258304995923082
"907",0.000258304995923079
"908",0.000515705361982533
"909",0.000258304995923088
"910",0.000515705361982515
"911",0.000258304995923085
"912",0.000258304995923075
"913",0.000515705361982519
"914",0.000258304995923087
"915",0.000258304995923078
"916",0.000258304995923085
"917",0.00025830499592308
"918",0.000258304995923092
"919",0.000258304995923086
"920",0.000515705361982511
"921",0.000258304995923087
"922",0.000258304995923092
"923",0.000515705361982543
"924",0.000258304995923094
"925",0.00025830499592308
"926",0.000258304995923095
"927",0.000515705361982533
"928",0.000258304995923079
"929",0.000258304995923091
"930",0.000258304995923096
"931",0.000258304995923096
"932",0.000258304995923083
"933",0.000515705361982515
"934",0.00025830499592309
"935",0.00051570536198254
"936",0.000515705361982521
"937",0.000515705361982524
"938",0.000515705361982538
"939",0.000258304995923077
"940",0.00051570536198254
"941",0.000515705361982513
"942",0.000258304995923088
"943",0.000515705361982531
"944",0.000515705361982537
"945",0.000258304995923095
"946",0.000258304995923085
"947",0.00025830499592309
"948",0.000258304995923078
"949",0.00025830499592308
"950",0.000258304995923084
"951",0.000258304995923069
"952",0.000515705361982523
"953",0.000258304995923086
"954",0.000515705361982541
"955",0.000258304995923082
"956",0.000258304995923082
"957",0.00051570536198252
"958",0.00051570536198253
"959",0.000258304995923077
"960",0.000515705361982544
"961",0.000258304995923077
"962",0.000515705361982529
"963",0.000258304995923091
"964",0.00051570536198254
"965",0.000515705361982542
"966",0.000258304995923094
"967",0.000515705361982521
"968",0.000258304995923083
"969",0.000515705361982521
"970",0.000258304995923081
"971",0.000258304995923076
"972",0.000258304995923083
"973",0.000258304995923092
"974",0.000515705361982542
"975",0.000258304995923082
"976",0.000258304995923096
"977",0.000258304995923085
"978",0.000258304995923081
"979",0.000258304995923081
"980",0.000515705361982555
"981",0.000515705361982554
"982",0.000258304995923086
"983",0.000258304995923085
"984",0.000258304995923079
"985",0.000515705361982521
"986",0.000258304995923082
"987",0.000513394187537542
"988",0.000258304995923079
"989",0.000515705361982558
"990",0.000515705361982549
"991",0.000258304995923092
"992",0.000258304995923075
"993",0.000258304995923083
"994",0.000258304995923081
"995",0.000515705361982524
"996",0.000258304995923085
"997",0.000258304995923084
"998",0.000258304995923078
"999",0.000515705361982528
"1000",0.000515705361982544
"1001",0.000515705361982537
"1002",0.000258304995923085
"1003",0.00025830499592307
"1004",0.000258304995923079
"1005",0.000515705361982544
"1006",0.000258304995923075
"1007",0.000515705361982525
"1008",0.000258304995923089
"1009",0.000515705361982516
"1010",0.000515705361982517
"1011",0.000515705361982519
"1012",0.000258304995923089
"1013",0.000258304995923081
"1014",0.000258304995923089
"1015",0.000515705361982542
"1016",0.000258304995923088
"1017",0.000258304995923082
"1018",0.000258304995923087
"1019",0.000515705361982537
"1020",0.000258304995923086
"1021",0.000258304995923073
"1022",0.00051570536198254
"1023",0.000258304995923083
"1024",0.000515705361982541
"1025",0.000258304995923084
"1026",0.000515705361982549
"1027",0.00025830499592309
"1028",0.000513394187537528
"1029",0.000258304995923092
"1030",0.000515705361982536
"1031",0.000498059376585056
"1032",0.000258304995923072
"1033",0.000258304995923079
"1034",0.000515705361982524
"1035",0.000258304995923079
"1036",0.000258304995923077
"1037",0.000515705361982545
"1038",0.00051570536198253
"1039",0.000258304995923079
"1040",0.000258304995923083
"1041",0.000258304995923077
"1042",0.000258304995923087
"1043",0.000258304995923075
"1044",0.000258304995923095
"1045",0.000258304995923094
"1046",0.000515705361982544
"1047",0.000258304995923087
"1048",0.000515705361982541
"1049",0.000258304995923094
"1050",0.000258304995923084
"1051",0.000258304995923079
"1052",0.000258304995923076
"1053",0.00051570536198253
"1054",0.000515705361982516
"1055",0.000258304995923094
"1056",0.000258304995923086
"1057",0.00025830499592309
"1058",0.000258304995923093
"1059",0.000515705361982522
"1060",0.000515705361982521
"1061",0.000515705361982527
"1062",0.000258304995923085
"1063",0.000515705361982533
"1064",0.000258304995923087
"1065",0.000258304995923094
"1066",0.000515705361982528
"1067",0.000515705361982537
"1068",0.000258304995923074
"1069",0.000515705361982522
"1070",0.000513394187537538
"1071",0.000515705361982531
"1072",0.000515705361982529
"1073",0.000258304995923079
"1074",0.000258304995923087
"1075",0.000258304995923086
"1076",0.000515705361982535
"1077",0.000254101842747945
"1078",0.000254101842747943
"1079",0.000254101842747942
"1080",0.000254101842747939
"1081",0.000254101842747938
"1082",0.000254101842747951
"1083",0.000254101842747944
"1084",0.000254101842747945
"1085",0.000254101842747947
"1086",0.000254101842747936
"1087",0.00025410184274794
"1088",0.000254101842747942
"1089",0.000254101842747945
"1090",0.000254101842747955
"1091",0.000254101842747952
"1092",0.000254101842747943
"1093",0.000254101842747944
"1094",0.000254101842747944
"1095",0.000254101842747948
"1096",0.000254101842747941
"1097",0.000254101842747947
"1098",0.000254101842747951
"1099",0.000254101842747944
"1100",0.000254101842747937
"1101",0.00025410184274794
"1102",0.000254101842747944
"1103",0.000254101842747944
"1104",0.00025410184274795
"1105",0.000254101842747947
"1106",0.000254101842747947
"1107",0.000254101842747945
"1108",0.00025410184274794
"1109",0.000254101842747954
"1110",0.000254101842747949
"1111",0.000254101842747955
"1112",0.000254101842747957
"1113",0.000254101842747955
"1114",0.00025410184274794
"1115",0.000258357119682417
"1116",0.000258357119682416
"1117",0.000258357119682419
"1118",0.00025835711968241
"1119",0.000258357119682416
"1120",0.000258357119682403
"1121",0.000258357119682409
"1122",0.000258357119682408
"1123",0.000258357119682407
"1124",0.000258357119682418
"1125",0.000258357119682425
"1126",0.000258357119682408
"1127",0.000258357119682418
"1128",0.000258357119682421
"1129",0.000258357119682412
"1130",0.000258357119682409
"1131",0.000258357119682426
"1132",0.000258357119682415
"1133",0.000258357119682413
"1134",0.000258357119682418
"1135",0.00025835711968241
"1136",0.000258357119682415
"1137",0.000258357119682421
"1138",0.000258357119682415
"1139",0.00025835711968243
"1140",0.000258357119682418
"1141",0.000258357119682427
"1142",0.00025835711968242
"1143",0.000258357119682418
"1144",0.000258357119682425
"1145",0.000258357119682421
"1146",0.00025835711968242
"1147",0.00025835711968242
"1148",0.000258357119682414
"1149",0.000258357119682418
"1150",0.000258357119682412
"1151",0.000258357119682422
