"","influenza_rad"
"503",3.44241773962804
"504",3.44241773962804
"505",3.44241773962804
"506",3.44241773962804
"507",3.44241773962804
"508",3.44241773962804
"509",3.44241773962804
"510",3.7085121602289
"511",3.44241773962804
"512",3.44241773962804
"513",3.44241773962804
"514",3.44241773962804
"515",3.44241773962804
"516",3.44241773962804
"517",3.44241773962804
"518",3.44241773962804
"519",3.44241773962804
"520",3.44241773962804
"521",3.44241773962804
"522",3.54327610872675
"523",3.44241773962804
"524",3.44241773962804
"525",3.44241773962804
"526",3.44241773962804
"527",3.44241773962804
"528",3.44241773962804
"529",3.44241773962804
"530",3.44241773962804
"531",3.44241773962804
"532",3.44241773962804
"533",3.44241773962804
"534",3.44241773962804
"535",3.44241773962804
"536",3.44241773962804
"537",3.44241773962804
"538",3.44241773962804
"539",3.44241773962804
"540",3.44241773962804
"541",3.53254649499285
"542",3.66416309012876
"543",3.44241773962804
"544",3.44241773962804
"545",3.44241773962804
"546",4.54828326180257
"547",4.33583690987124
"548",3.44241773962804
"549",4.2807582260372
"550",3.44241773962804
"551",4.00250357653791
"552",3.44241773962804
"553",3.44241773962804
"554",4.08619456366237
"555",3.44241773962804
"556",3.44241773962804
"557",3.44241773962804
"558",3.44241773962804
"559",3.44241773962804
"560",3.44241773962804
"561",3.44241773962804
"562",3.44241773962804
"563",3.44241773962804
"564",3.44241773962804
"565",3.44241773962804
"566",3.44241773962804
"567",3.79935622317597
"568",3.46816881258941
"569",4.01323319027182
"570",3.1777539341917
"571",3.15772532188841
"572",4.31080114449213
"573",4.10264663805436
"574",3.52825464949928
"575",4.28934191702432
"576",4.33655221745351
"577",4.11623748211731
"578",4.01037195994278
"579",3.97818311874106
"580",4.05972818311874
"581",4.18562231759657
"582",4.27074391988555
"583",3.92739628040057
"584",3.55758226037196
"585",3.90307582260372
"586",3.85515021459227
"587",3.8637339055794
"588",3.89878397711016
"589",3.15772532188841
"590",4.32153075822604
"591",3.57761087267525
"592",4.23998569384835
"593",3.66630901287554
"594",3.41094420600858
"595",3.92238912732475
"596",3.03898426323319
"597",3.51680972818312
"598",3.8293991416309
"599",4.12625178826896
"600",4.06831187410587
"601",3.72567954220315
"602",3.7428469241774
"603",3.02753934191702
"604",3.31437768240343
"605",3.84084406294707
"606",4.11981402002861
"607",3.02753934191702
"608",4.09549356223176
"609",4.11051502145923
"610",3.50822603719599
"611",4.15629470672389
"612",3.02753934191702
"613",3.02753934191702
"614",3.77360515021459
"615",3.80436337625179
"616",3.92453505007153
"617",3.42525035765379
"618",3.96030042918455
"619",3.67918454935622
"620",3.44814020028612
"621",3.57403433476395
"622",3.85515021459227
"623",3.91380543633763
"624",4.20779685264664
"625",4.42024320457797
"626",3.67918454935622
"627",3.45100143061516
"628",3.97889842632332
"629",3.84012875536481
"630",3.48247496423462
"631",3.82868383404864
"632",3.46530758226037
"633",4.13340486409156
"634",3.93812589413448
"635",3.84728183118741
"636",3.30221745350501
"637",3.79005722460658
"638",3.66487839771102
"639",3.92453505007153
"640",4.55829756795422
"641",3.30221745350501
"642",3.67918454935622
"643",3.57188841201717
"644",3.84728183118741
"645",3.43025751072961
"646",3.66487839771102
"647",3.44814020028612
"648",3.7879113018598
"649",3.67918454935622
"650",3.67918454935622
"651",3.67918454935622
"652",3.67918454935622
"653",3.80865522174535
"654",3.30221745350501
"655",3.41165951359084
"656",3.44527896995708
"657",3.67918454935622
"658",3.43025751072961
"659",4.0876251788269
"660",3.28004291845494
"661",3.92525035765379
"662",3.66487839771102
"663",3.67918454935622
"664",3.66487839771102
"665",3.91452074391989
"666",3.44814020028612
"667",3.32796852646638
"668",3.67918454935622
"669",4.24427753934192
"670",3.84942775393419
"671",3.870886981402
"672",3.23283261802575
"673",3.69134477825465
"674",3.49821173104435
"675",4.55543633762518
"676",3.95529327610873
"677",3.23283261802575
"678",3.23283261802575
"679",3.43025751072961
"680",3.93812589413448
"681",3.66487839771102
"682",3.43025751072961
"683",3.43025751072961
"684",3.28004291845494
"685",4.3601573676681
"686",4.11337625178827
"687",4.20064377682403
"688",3.28004291845494
"689",3.54828326180258
"690",3.95314735336195
"691",3.32653791130186
"692",3.59406294706724
"693",3.45672389127325
"694",3.43025751072961
"695",4.34084406294707
"696",3.11909871244635
"697",3.09692417739628
"698",3.42453505007153
"699",3.3980686695279
"700",3.15844062947067
"701",3.15844062947067
"702",4.01323319027182
"703",4.12768240343348
"704",3.95314735336195
"705",4.04399141630901
"706",3.61480686695279
"707",3.09692417739628
"708",3.15844062947067
"709",3.43240343347639
"710",4.05185979971388
"711",4.00393419170243
"712",4.23927038626609
"713",3.53612303290415
"714",3.55543633762518
"715",3.53612303290415
"716",3.93311874105866
"717",3.1777539341917
"718",4.16201716738197
"719",3.68776824034335
"720",3.96530758226037
"721",3.70278969957082
"722",4.25858369098712
"723",4.1362660944206
"724",4.08690987124464
"725",3.15844062947067
"726",4.00536480686695
"727",4.0497138769671
"728",3.15844062947067
"729",3.9810443490701
"730",3.99749642346209
"731",3.15844062947067
"732",3.96316165951359
"733",3.93669527896996
"734",3.15844062947067
"735",3.15844062947067
"736",4.10693848354793
"737",3.52396280400572
"738",3.51108726752504
"739",3.61552217453505
"740",3.81723891273248
"741",3.09692417739628
"742",3.92453505007153
"743",3.15844062947067
"744",3.15844062947067
"745",3.51108726752504
"746",3.09692417739628
"747",3.70994277539342
"748",3.15844062947067
"749",3.15844062947067
"750",3.60121602288984
"751",3.1777539341917
"752",3.09692417739628
"753",3.15844062947067
"754",3.09692417739628
"755",3.15844062947067
"756",3.49821173104435
"757",3.15844062947067
"758",3.09692417739628
"759",3.15844062947067
"760",3.73283261802575
"761",3.09692417739628
"762",3.63841201716738
"763",3.15844062947067
"764",3.40021459227468
"765",3.95314735336195
"766",3.39592274678112
"767",3.38590844062947
"768",3.96673819742489
"769",3.53612303290415
"770",3.1777539341917
"771",4.15057224606581
"772",4.39735336194564
"773",3.09692417739628
"774",3.49535050071531
"775",3.42596566523605
"776",3.15844062947067
"777",3.42381974248927
"778",3.58190271816881
"779",4.25929899856938
"780",4.00464949928469
"781",3.15844062947067
"782",4.08547925608011
"783",3.26072961373391
"784",3.15844062947067
"785",3.68204577968526
"786",3.53612303290415
"787",4.1706008583691
"788",4.15915593705293
"789",4.21852646638054
"790",3.15844062947067
"791",3.80436337625179
"792",3.91165951359084
"793",3.52181688125894
"794",3.62195994277539
"795",3.69420600858369
"796",3.54470672389127
"797",3.48891273247496
"798",3.16130185979971
"799",3.16130185979971
"800",3.64198855507868
"801",3.09692417739628
"802",3.80722460658083
"803",3.99463519313305
"804",3.53612303290415
"805",3.95100143061516
"806",3.1777539341917
"807",3.38590844062947
"808",3.2843347639485
"809",3.09692417739628
"810",4.31580829756795
"811",3.32153075822604
"812",3.09692417739628
"813",3.66344778254649
"814",3.09692417739628
"815",3.09692417739628
"816",3.30579399141631
"817",4.00250357653791
"818",3.30579399141631
"819",3.36230329041488
"820",3.30579399141631
"821",3.16130185979971
"822",3.439556509299
"823",3.16130185979971
"824",3.16130185979971
"825",3.16130185979971
"826",3.14628040057225
"827",3.14628040057225
"828",3.61337625178827
"829",3.34227467811159
"830",4.01251788268956
"831",3.90951359084406
"832",4.00107296137339
"833",3.93884120171674
"834",3.92882689556509
"835",3.88590844062947
"836",3.63841201716738
"837",3.83583690987124
"838",4.33154506437768
"839",3.70922746781116
"840",3.44098712446352
"841",4.07904148783977
"842",3.84799713876967
"843",3.7914878397711
"844",3.63841201716738
"845",4.17846924177396
"846",4.12625178826896
"847",3.63841201716738
"848",4.34442060085837
"849",3.24356223175966
"850",3.63841201716738
"851",4.15557939914163
"852",4.52682403433476
"853",3.84656652360515
"854",4.31938483547926
"855",3.5568669527897
"856",4.5189556509299
"857",4.04828326180257
"858",3.40808297567954
"859",3.24356223175966
"860",4.35014306151645
"861",3.8601573676681
"862",3.69706723891273
"863",3.81008583690987
"864",3.40092989985694
"865",3.63841201716738
"866",3.38018597997139
"867",3.90307582260372
"868",3.52682403433476
"869",3.93884120171674
"870",4.30650929899857
"871",4.39234620886981
"872",3.6706008583691
"873",3.24356223175966
"874",3.4431330472103
"875",3.81723891273248
"876",4.06473533619456
"877",3.63841201716738
"878",3.63841201716738
"879",3.58476394849785
"880",4.31652360515021
"881",3.74356223175966
"882",3.64556509298999
"883",3.52682403433476
"884",3.67203147353362
"885",3.85801144492132
"886",4.16201716738197
"887",3.52682403433476
"888",3.71709585121602
"889",3.33941344778255
"890",3.45171673819742
"891",3.63841201716738
"892",3.63841201716738
"893",4.23211731044349
"894",3.4431330472103
"895",3.42954220314735
"896",3.61480686695279
"897",3.63125894134478
"898",3.47532188841202
"899",4.51680972818312
"900",3.24356223175966
"901",3.56330472103004
"902",3.26931330472103
"903",3.56330472103004
"904",3.56330472103004
"905",3.26931330472103
"906",3.39020028612303
"907",3.39020028612303
"908",3.56330472103004
"909",3.26931330472103
"910",3.5497138769671
"911",3.4052217453505
"912",3.26931330472103
"913",3.81366237482117
"914",3.4052217453505
"915",3.53826895565093
"916",3.46745350500715
"917",3.30865522174535
"918",3.26931330472103
"919",3.5497138769671
"920",3.53826895565093
"921",3.39020028612303
"922",3.87947067238913
"923",3.42596566523605
"924",3.5497138769671
"925",3.4052217453505
"926",4.38662374821173
"927",3.73068669527897
"928",4.09620886981402
"929",3.26931330472103
"930",3.39020028612303
"931",3.39020028612303
"932",3.62339055793991
"933",4.12267525035765
"934",3.26931330472103
"935",3.39020028612303
"936",3.26931330472103
"937",3.72353361945637
"938",3.56330472103004
"939",3.53826895565093
"940",3.57403433476395
"941",3.42596566523605
"942",3.39020028612303
"943",3.5497138769671
"944",3.26931330472103
"945",3.26931330472103
"946",3.5497138769671
"947",3.26931330472103
"948",4.19563662374821
"949",3.60264663805436
"950",3.53183118741059
"951",3.29077253218884
"952",3.13555078683834
"953",3.26859799713877
"954",3.69134477825465
"955",3.33082975679542
"956",3.65772532188841
"957",3.060443490701
"958",3.63054363376252
"959",3.060443490701
"960",3.89020028612303
"961",3.060443490701
"962",3.060443490701
"963",3.33798283261803
"964",3.11909871244635
"965",3.45743919885551
"966",3.74785407725322
"967",2.99749642346209
"968",2.99749642346209
"969",2.99749642346209
"970",3.74785407725322
"971",2.99749642346209
"972",2.99749642346209
"973",3.52682403433476
"974",3.66487839771102
"975",3.66487839771102
"976",2.99749642346209
"977",3.88090128755365
"978",3.11981402002861
"979",2.99749642346209
"980",2.99749642346209
"981",3.2085121602289
"982",3.44957081545064
"983",3.57403433476395
"984",3.060443490701
"985",3.060443490701
"986",3.060443490701
"987",3.65271816881259
"988",3.060443490701
"989",3.060443490701
"990",2.99749642346209
"991",2.99749642346209
"992",2.99749642346209
"993",2.99749642346209
"994",3.02324749642346
"995",3.13912732474964
"996",3.02324749642346
"997",3.05543633762518
"998",3.02324749642346
"999",3.05543633762518
"1000",3.02324749642346
"1001",3.02324749642346
"1002",3.05543633762518
"1003",3.33583690987124
"1004",3.02324749642346
"1005",3.38733905579399
"1006",3.02324749642346
"1007",3.02324749642346
"1008",3.02324749642346
"1009",3.02324749642346
"1010",3.47675250357654
"1011",3.02324749642346
"1012",3.02324749642346
"1013",3.40808297567954
"1014",3.02324749642346
"1015",3.02324749642346
"1016",3.5912017167382
"1017",3.20064377682403
"1018",3.02324749642346
"1019",3.25858369098712
"1020",3.5497138769671
"1021",3.54041487839771
"1022",3.74499284692418
"1023",3.02324749642346
"1024",3.34012875536481
"1025",3.02324749642346
"1026",3.53683834048641
"1027",3.02324749642346
"1028",3.34871244635193
"1029",3.23426323319027
"1030",3.02324749642346
"1031",3.02324749642346
"1032",3.46602288984263
"1033",3.31795422031474
"1034",3.02324749642346
"1035",3.02324749642346
"1036",3.07117310443491
"1037",3.84728183118741
"1038",3.07117310443491
"1039",3.41952789699571
"1040",3.34656652360515
"1041",4.22925608011445
"1042",3.85300429184549
"1043",3.07117310443491
"1044",3.41952789699571
"1045",3.15057224606581
"1046",3.4052217453505
"1047",3.32010014306152
"1048",3.26645207439199
"1049",3.07117310443491
"1050",3.15057224606581
"1051",3.07117310443491
"1052",3.82010014306152
"1053",3.25
"1054",3.25
"1055",3.84871244635193
"1056",3.07117310443491
"1057",3.31795422031474
"1058",3.43812589413448
"1059",3.07117310443491
"1060",3.57904148783977
"1061",3.34298998569385
"1062",4.33583690987124
"1063",3.41952789699571
"1064",3.8329756795422
"1065",3.76931330472103
"1066",3.81151645207439
"1067",3.07117310443491
"1068",3.80937052932761
"1069",3.32010014306152
"1070",3.41595135908441
"1071",3.07117310443491
"1072",3.23855507868383
"1073",3.23855507868383
"1074",3.32796852646638
"1075",3.23855507868383
"1076",3.31366237482117
"1077",3.23855507868383
"1078",3.30865522174535
"1079",3.67489270386266
"1080",3.10336194563662
"1081",3.57689556509299
"1082",3.32796852646638
"1083",3.10336194563662
"1084",3.10336194563662
"1085",3.23855507868383
"1086",3.318669527897
"1087",3.23855507868383
"1088",3.10336194563662
"1089",3.98605150214592
"1090",3.23855507868383
"1091",3.66773962804006
"1092",3.73927038626609
"1093",3.40450643776824
"1094",3.10336194563662
"1095",3.23855507868383
"1096",3.41309012875536
"1097",3.22496423462089
"1098",3.22496423462089
"1099",4.01037195994278
"1100",3.52682403433476
"1101",4.07117310443491
"1102",3.61337625178827
"1103",3.68991416309013
"1104",3.61194563662375
"1105",3.5947782546495
"1106",3.93812589413448
"1107",3.22496423462089
"1108",3.73211731044349
"1109",3.22496423462089
"1110",3.35443490701001
"1111",3.65557939914163
"1112",3.22496423462089
"1113",3.22496423462089
"1114",3.41309012875536
"1115",3.22496423462089
"1116",3.22496423462089
"1117",3.22496423462089
"1118",3.22496423462089
"1119",3.22496423462089
"1120",3.22496423462089
"1121",3.22496423462089
"1122",3.22496423462089
"1123",3.9810443490701
"1124",3.09620886981402
"1125",3.22496423462089
"1126",3.22496423462089
"1127",3.22496423462089
"1128",3.52682403433476
"1129",3.22496423462089
"1130",3.22496423462089
"1131",3.22496423462089
"1132",3.22496423462089
"1133",3.22496423462089
"1134",3.22496423462089
"1135",3.22496423462089
"1136",3.65557939914163
"1137",3.22496423462089
"1138",3.43025751072961
"1139",3.01323319027182
"1140",3.01323319027182
"1141",3.24070100143062
"1142",3.51394849785408
"1143",3.62482117310444
"1144",3.01323319027182
"1145",3.01323319027182
"1146",3.01323319027182
"1147",3.77932761087268
"1148",3.09620886981402
"1149",3.09620886981402
"1150",3.09620886981402
"1151",3.09620886981402
"1152",3.09620886981402
"1153",3.09620886981402
"1154",3.09620886981402
"1155",3.64842632331903
"1156",3.01323319027182
"1157",3.01323319027182
"1158",3.01323319027182
"1159",3.32010014306152
"1160",3.29291845493562
"1161",3.29291845493562
"1162",3.29291845493562
"1163",3.58905579399142
"1164",3.29291845493562
"1165",3.47889842632332
"1166",3.38519313304721
"1167",3.29291845493562
"1168",3.29291845493562
"1169",3.47889842632332
"1170",3.29291845493562
"1171",3.21494992846924
"1172",3.21494992846924
"1173",3.21494992846924
"1174",3.21494992846924
"1175",3.21494992846924
"1176",3.21494992846924
"1177",3.21494992846924
"1178",3.21494992846924
"1179",3.21494992846924
"1180",3.21494992846924
"1181",3.21494992846924
"1182",3.43884120171674
"1183",3.29291845493562
"1184",3.29291845493562
"1185",3.29291845493562
"1186",3.29291845493562
"1187",3.29291845493562
"1188",3.29291845493562
"1189",3.38519313304721
"1190",3.56759656652361
"1191",3.29291845493562
"1192",3.29291845493562
"1193",3.29291845493562
"1194",3.29291845493562
"1195",3.41666666666667
"1196",3.21494992846924
"1197",3.21494992846924
"1198",3.21494992846924
"1199",3.21494992846924
"1200",3.21494992846924
"1201",3.43454935622318
"1202",3.21494992846924
"1203",3.85157367668097
"1204",3.21494992846924
"1205",3.85801144492132
"1206",3.21494992846924
"1207",3.05615164520744
"1208",3.36802575107296
"1209",3.74570815450644
"1210",3.05615164520744
"1211",4.00894134477825
"1212",3.84513590844063
"1213",3.53898426323319
"1214",3.73927038626609
"1215",3.53898426323319
"1216",3.73426323319027
"1217",4.4087982832618
"1218",4.07832618025751
"1219",4.39735336194564
"1220",3.53898426323319
"1221",3.53898426323319
"1222",3.44241773962804
"1223",3.44241773962804
"1224",3.69349070100143
"1225",3.69349070100143
"1226",3.44241773962804
"1227",4.12124463519313
"1228",3.44241773962804
"1229",3.44241773962804
"1230",4.03755364806867
"1231",3.64556509298999
"1232",3.44241773962804
"1233",3.44241773962804
"1234",3.99964234620887
"1235",3.44241773962804
"1236",4.33154506437768
"1237",3.86874105865522
"1238",3.70350500715308
"1239",4.42525035765379
"1240",3.44241773962804
"1241",4.43311874105866
"1242",4.23497854077253
"1243",4.03826895565093
"1244",4.17846924177396
"1245",3.44241773962804
"1246",3.82725321888412
"1247",3.44241773962804
