"","influenza_lin"
"1355",738.207365439093
"1356",901.893862482695
"1357",925.599810561212
"1358",1009.50619834711
"1359",772.949970338145
"1360",804.447005556699
"1361",835.393887582817
"1362",689.505732933498
"1363",879.174089068826
"1364",804.447005556699
"1365",753.723100655611
"1366",798.69391091132
"1367",683.477531036895
"1368",1015.53858144973
"1369",793.82778229082
"1370",981.126506024096
"1371",1030.80379746835
"1372",772.949970338145
"1373",1015.53858144973
"1374",908.18029739777
"1375",956.400293613898
"1376",753.723100655611
"1377",766.432941176471
"1378",775.557142857143
"1379",1051.32006455083
"1380",797.227819702223
"1381",697.378768956289
"1382",1125.80875576037
"1383",918.207188160677
"1384",976.95776055986
"1385",916.9148486981
"1386",914.341052631579
"1387",1117.44082332762
"1388",689.505732933498
"1389",772.949970338145
"1390",969.446428571429
"1391",966.569732937685
"1392",820.31647429171
"1393",940.748014440433
"1394",989.321184510251
"1395",849.002606429192
"1396",883.546112115732
"1397",909.871508379888
"1398",879.569756975698
"1399",957.102840352596
"1400",1079.18498067366
"1401",808.607364501448
"1402",740.164362810074
"1403",697.378768956289
"1404",964.6614017769
"1405",891.811088295688
"1406",753.723100655611
"1407",1010.81148176881
"1408",1051.03737563861
"1409",924.068085106383
"1410",748.670369660985
"1411",809.27701863354
"1412",977.935451588692
"1413",681.570706190061
"1414",860.970925110132
"1415",846.245507685646
"1416",925.161656804734
"1417",813.149157478677
"1418",738.207365439093
"1419",796.091242362525
"1420",1000.46275915024
"1421",899.1966873706
"1422",991.328430129343
"1423",753.723100655611
"1424",797.227819702223
"1425",900.854574786817
"1426",1091.84581005587
"1427",683.477531036895
"1428",753.723100655611
"1429",683.477531036895
"1430",775.557142857143
"1431",727.355414960923
"1432",809.27701863354
"1433",951.974671212859
"1434",1101.69334836528
"1435",797.227819702223
"1436",916.699812382739
"1437",938.489315726291
"1438",910.295295761528
"1439",804.447005556699
"1440",804.447005556699
"1441",740.164362810074
"1442",715.767808093756
"1443",753.723100655611
"1444",824.121442125237
"1445",740.164362810074
"1446",681.570706190061
"1447",740.164362810074
"1448",683.477531036895
"1449",791.256680161943
"1450",753.723100655611
"1451",697.378768956289
"1452",967.766278781877
"1453",908.813764240874
"1454",943.928519681236
"1455",697.378768956289
"1456",772.949970338145
"1457",697.378768956289
"1458",826.910937169452
"1459",775.557142857143
"1460",740.164362810074
"1461",697.378768956289
"1462",869.203468979319
"1463",1056.14914887868
"1464",738.207365439093
"1465",980.142427281846
"1466",775.557142857143
"1467",740.164362810074
"1468",748.670369660985
"1469",740.164362810074
"1470",750.107081174439
"1471",850.295410050033
"1472",797.227819702223
"1473",740.164362810074
"1474",683.477531036895
"1475",900.024867603039
"1476",767.335689045936
"1477",896.92703074805
"1478",753.723100655611
"1479",786.797101449275
"1480",740.164362810074
"1481",892.014605203104
"1482",740.164362810074
"1483",738.207365439093
"1484",891.40433295325
"1485",835.393887582817
"1486",666.236236577467
"1487",740.164362810074
"1488",689.505732933498
"1489",740.164362810074
"1490",689.505732933498
"1491",797.227819702223
"1492",902.518586931425
"1493",871.723461195361
"1494",740.164362810074
"1495",683.477531036895
"1496",740.164362810074
"1497",782.544144144144
"1498",923.413182140326
"1499",689.505732933498
"1500",740.164362810074
"1501",740.164362810074
"1502",666.236236577467
"1503",738.207365439093
"1504",784.901204819277
"1505",740.164362810074
"1506",804.447005556699
"1507",697.378768956289
"1508",740.164362810074
"1509",681.570706190061
"1510",689.505732933498
"1511",740.164362810074
"1512",959.216687116564
"1513",782.700841009211
"1514",980.880301129235
"1515",753.723100655611
"1516",710.175872093023
"1517",835.393887582817
"1518",753.723100655611
"1519",738.207365439093
"1520",740.164362810074
"1521",888.567401682201
"1522",697.378768956289
"1523",740.164362810074
"1524",697.378768956289
"1525",759.286713286713
"1526",837.721388769824
"1527",697.378768956289
"1528",952.902974158947
"1529",922.323737612081
"1530",835.393887582817
"1531",738.207365439093
"1532",795.929138668296
"1533",744.960548885077
"1534",866.313829787234
"1535",767.185083415113
"1536",697.378768956289
"1537",921.454031117397
"1538",753.723100655611
"1539",740.164362810074
"1540",964.423390081421
"1541",795.929138668296
"1542",753.723100655611
"1543",796.091242362525
"1544",689.505732933498
"1545",936.690150970525
"1546",960.63111329565
"1547",753.723100655611
"1548",753.723100655611
"1549",753.723100655611
"1550",804.447005556699
"1551",1078.88711012973
"1552",689.505732933498
"1553",950.58560311284
"1554",985.330980589866
"1555",756.348297213622
"1556",741.709297912714
"1557",753.723100655611
"1558",753.723100655611
"1559",938.489315726291
"1560",962.286558345643
"1561",753.723100655611
"1562",1035.72019077901
"1563",886.954390742001
"1564",1007.94430118618
"1565",1031.89229144667
"1566",753.723100655611
"1567",967.766278781877
"1568",904.607266836381
"1569",740.164362810074
"1570",689.505732933498
"1571",753.723100655611
"1572",853.265225933202
"1573",797.878750765462
"1574",697.378768956289
"1575",877.201077199282
"1576",802.300492610837
"1577",796.091242362525
"1578",850.665505984766
"1579",919.286923800564
"1580",752.127766018857
"1581",878.383820224719
"1582",1078.29186206897
"1583",1062.46480021745
"1584",1025.93385826772
"1585",697.378768956289
"1586",918.207188160677
"1587",786.00603257591
"1588",689.505732933498
"1589",909.871508379888
"1590",683.477531036895
"1591",1093.37286713287
"1592",982.606334841629
"1593",798.69391091132
"1594",950.123480797278
"1595",966.569732937685
"1596",1021.37653514502
"1597",683.477531036895
"1598",818.770004189359
"1599",753.723100655611
"1600",846.61208576998
"1601",804.447005556699
"1602",815.014178482068
"1603",753.723100655611
"1604",753.723100655611
"1605",697.378768956289
"1606",710.175872093023
"1607",753.723100655611
"1608",1140.25904317386
"1609",1117.12146327522
"1610",753.723100655611
"1611",841.68992248062
"1612",697.378768956289
"1613",866.313829787234
"1614",924.286592575077
"1615",689.505732933498
"1616",715.767808093756
"1617",804.447005556699
"1618",740.164362810074
"1619",804.447005556699
"1620",829.191344929996
"1621",683.477531036895
"1622",748.670369660985
"1623",870.364729458918
"1624",753.723100655611
"1625",827.786531130877
"1626",796.091242362525
"1627",697.378768956289
"1628",740.164362810074
"1629",872.501785714286
"1630",753.723100655611
"1631",1155.42654448714
"1632",937.364028776978
"1633",715.767808093756
"1634",697.378768956289
"1635",804.447005556699
"1636",838.440154440154
"1637",710.175872093023
"1638",824.121442125237
"1639",824.121442125237
"1640",740.164362810074
"1641",902.935550935551
"1642",738.207365439093
"1643",697.378768956289
"1644",789.977364591754
"1645",710.175872093023
"1646",858.135675082327
"1647",753.723100655611
"1648",740.164362810074
"1649",778.957353527302
"1650",683.477531036895
"1651",753.723100655611
"1652",715.767808093756
"1653",864.589250165893
"1654",970.891207153502
"1655",947.819592628516
"1656",791.256680161943
"1657",697.378768956289
"1658",860.781325699185
"1659",900.024867603039
"1660",689.505732933498
"1661",804.447005556699
"1662",893.237659963437
"1663",697.378768956289
"1664",753.723100655611
"1665",801.313653136531
"1666",961.339891785539
"1667",738.207365439093
"1668",666.236236577467
"1669",838.9800386349
"1670",988.570561456753
"1671",841.146546158812
"1672",803.950637597696
"1673",901.685813148789
"1674",908.813764240874
"1675",824.121442125237
"1676",740.164362810074
"1677",689.505732933498
"1678",798.69391091132
"1679",760.61646234676
"1680",666.236236577467
"1681",746.240549828179
"1682",753.723100655611
"1683",879.965781179649
"1684",809.444605508387
"1685",753.723100655611
"1686",954.065901879424
"1687",798.69391091132
"1688",798.204615070451
"1689",740.164362810074
"1690",681.570706190061
"1691",681.570706190061
"1692",753.723100655611
"1693",775.557142857143
"1694",697.378768956289
"1695",697.378768956289
"1696",852.14911706998
"1697",958.511034820991
"1698",741.709297912714
"1699",909.02511627907
"1700",804.447005556699
"1701",683.477531036895
"1702",710.175872093023
"1703",804.447005556699
"1704",794.311725259094
"1705",925.380681818182
"1706",697.378768956289
"1707",710.175872093023
"1708",735.429539040452
"1709",697.378768956289
"1710",753.723100655611
"1711",738.207365439093
"1712",683.477531036895
"1713",740.164362810074
"1714",782.700841009211
"1715",824.121442125237
"1716",806.605035080479
"1717",900.024867603039
"1718",666.236236577467
"1719",788.702179176755
"1720",753.723100655611
"1721",924.068085106383
"1722",740.164362810074
"1723",913.486328581444
"1724",740.164362810074
"1725",877.792050303166
"1726",697.378768956289
"1727",837.721388769824
"1728",697.378768956289
"1729",893.646090534979
"1730",740.164362810074
"1731",715.767808093756
"1732",715.767808093756
"1733",683.477531036895
"1734",740.164362810074
"1735",788.384025816862
"1736",715.767808093756
"1737",753.723100655611
"1738",753.723100655611
"1739",689.505732933498
"1740",683.477531036895
"1741",710.175872093023
"1742",753.723100655611
"1743",970.650111745716
"1744",710.175872093023
"1745",740.164362810074
"1746",740.164362810074
"1747",738.207365439093
"1748",857.7590520079
"1749",876.021515015688
"1750",804.447005556699
"1751",847.529921942758
"1752",857.7590520079
"1753",852.14911706998
"1754",997.39933656545
"1755",950.58560311284
"1756",782.544144144144
"1757",954.531868131868
"1758",753.723100655611
"1759",753.723100655611
"1760",683.477531036895
"1761",803.124717485104
"1762",778.957353527302
"1763",756.348297213622
"1764",741.709297912714
"1765",740.164362810074
"1766",689.505732933498
"1767",782.700841009211
"1768",824.121442125237
"1769",740.164362810074
"1770",738.207365439093
"1771",715.767808093756
"1772",847.529921942758
"1773",804.447005556699
"1774",798.69391091132
"1775",697.378768956289
"1776",753.723100655611
"1777",697.378768956289
"1778",738.207365439093
"1779",740.164362810074
"1780",727.897206703911
"1781",697.378768956289
"1782",782.544144144144
"1783",740.164362810074
"1784",870.946524064171
"1785",556.572404955147
"1786",753.723100655611
"1787",804.447005556699
"1788",753.723100655611
"1789",858.512629035801
"1790",746.953563921269
"1791",741.709297912714
"1792",740.164362810074
"1793",740.164362810074
"1794",837.721388769824
"1795",753.723100655611
"1796",740.164362810074
"1797",835.393887582817
"1798",697.378768956289
"1799",808.272952853598
"1800",859.078681318681
"1801",753.723100655611
"1802",727.355414960923
"1803",778.957353527302
"1804",795.929138668296
"1805",753.723100655611
"1806",753.723100655611
"1807",785.374321880651
"1808",918.207188160677
"1809",753.723100655611
"1810",946.442615012107
"1811",753.723100655611
"1812",862.681085853013
"1813",740.164362810074
"1814",1077.69727047146
"1815",901.477859778598
"1816",740.164362810074
"1817",740.164362810074
"1818",740.164362810074
"1819",748.957271507952
"1820",801.149415863906
"1821",697.378768956289
"1822",710.175872093023
"1823",683.477531036895
"1824",958.511034820991
"1825",953.600390339107
"1826",849.187051922659
"1827",740.164362810074
"1828",820.488664987406
"1829",889.983606557377
"1830",683.477531036895
"1831",926.916765473085
"1832",753.723100655611
"1833",775.557142857143
"1834",834.858607432721
"1835",753.723100655611
"1836",804.447005556699
"1837",835.393887582817
"1838",740.164362810074
"1839",782.700841009211
"1840",827.786531130877
"1841",756.348297213622
"1842",791.256680161943
"1843",783.328256513026
"1844",785.374321880651
"1845",710.175872093023
"1846",912.633201027317
"1847",753.723100655611
"1848",843.688322900928
"1849",1162.29794826048
"1850",710.175872093023
"1851",740.164362810074
"1852",740.164362810074
"1853",778.957353527302
"1854",740.164362810074
"1855",753.723100655611
"1856",681.570706190061
"1857",697.378768956289
"1858",775.557142857143
"1859",857.382759377056
"1860",753.723100655611
"1861",795.605129248931
"1862",936.465740297077
"1863",683.477531036895
"1864",738.207365439093
"1865",753.723100655611
"1866",804.447005556699
"1867",753.723100655611
"1868",797.227819702223
"1869",697.378768956289
"1870",741.709297912714
"1871",683.477531036895
"1872",912.20723453909
"1873",913.913490764555
"1874",956.868543451652
"1875",954.298828125
"1876",950.354485776805
"1877",909.871508379888
"1878",956.166340508806
"1879",1121.28743545611
"1880",956.868543451652
"1881",1075.0297029703
"1882",956.868543451652
"1883",1063.04269785151
"1884",911.569029850746
"1885",954.298828125
"1886",701.131479820628
"1887",990.825855513308
"1888",958.276048050993
"1889",875.432922732363
"1890",708.502446982056
"1891",856.44347063979
"1892",911.569029850746
"1893",907.758476544357
"1894",857.006796755098
"1895",958.276048050993
"1896",956.166340508806
"1897",956.166340508806
"1898",903.561719833564
"1899",911.569029850746
"1900",849.002606429192
"1901",845.696235395932
"1902",987.072727272727
"1903",785.690050251256
"1904",750.683310927598
"1905",900.854574786817
"1906",708.502446982056
"1907",708.502446982056
"1908",858.135675082327
"1909",911.569029850746
"1910",896.515596330275
"1911",708.502446982056
"1912",976.713643178411
"1913",795.929138668296
"1914",677.906347554631
"1915",677.906347554631
"1916",677.906347554631
"1917",928.678545972915
"1918",677.906347554631
"1919",937.813819577735
"1920",677.906347554631
"1921",857.194736842105
"1922",744.960548885077
"1923",950.816832887375
"1924",1031.34775725594
"1925",881.155996393147
"1926",857.194736842105
"1927",939.617307692308
"1928",892.62571363325
"1929",809.947782842934
"1930",805.939793814433
"1931",903.352900392882
"1932",847.897613882863
"1933",853.265225933202
"1934",905.026163463765
"1935",953.367804878049
"1936",885.54780244676
"1937",877.39797979798
"1938",760.764499805372
"1939",854.944881889764
"1940",801.149415863906
"1941",953.367804878049
"1942",958.276048050993
"1943",909.659762625087
"1944",901.893862482695
"1945",953.367804878049
"1946",857.194736842105
"1947",1046.25481798715
"1948",864.589250165893
"1949",950.816832887375
"1950",877.201077199282
"1951",942.108459869848
"1952",857.194736842105
"1953",988.320606826802
"1954",873.476648044693
"1955",924.723917672108
"1956",993.848970251716
"1957",860.781325699185
"1958",909.02511627907
"1959",901.893862482695
"1960",809.947782842934
"1961",945.755625453666
"1962",901.893862482695
"1963",836.108663101604
"1964",895.283554741182
"1965",744.960548885077
"1966",744.960548885077
"1967",857.194736842105
"1968",744.960548885077
"1969",744.960548885077
"1970",881.155996393147
"1971",744.960548885077
"1972",840.784684878469
"1973",847.897613882863
"1974",853.265225933202
"1975",744.960548885077
"1976",885.146739130435
"1977",769.450393700787
"1978",856.44347063979
"1979",895.283554741182
"1980",1009.2455460883
"1981",863.062044601457
"1982",801.149415863906
"1983",863.062044601457
"1984",918.854724964739
"1985",860.213028169014
"1986",903.352900392882
"1987",953.367804878049
"1988",744.960548885077
"1989",1105.11959287532
"1990",782.544144144144
"1991",782.544144144144
"1992",782.544144144144
"1993",782.544144144144
"1994",866.69800443459
"1995",782.544144144144
"1996",846.245507685646
"1997",846.245507685646
"1998",825.165294490184
"1999",782.544144144144
"2000",846.245507685646
"2001",852.14911706998
"2002",818.770004189359
"2003",853.824377457405
"2004",825.165294490184
"2005",818.770004189359
"2006",782.544144144144
"2007",782.544144144144
"2008",896.310020637468
"2009",818.770004189359
"2010",949.892588092345
"2011",892.218215019402
"2012",897.132889602938
"2013",782.544144144144
"2014",955.465167440724
"2015",818.770004189359
"2016",846.245507685646
"2017",900.854574786817
"2018",818.770004189359
"2019",782.544144144144
"2020",827.961872484643
"2021",853.824377457405
"2022",846.245507685646
"2023",782.544144144144
"2024",900.854574786817
"2025",897.132889602938
"2026",900.854574786817
"2027",900.854574786817
"2028",782.544144144144
"2029",782.544144144144
"2030",858.324110671937
"2031",846.245507685646
"2032",846.245507685646
"2033",894.054894784995
"2034",846.245507685646
"2035",853.824377457405
"2036",846.245507685646
"2037",934.004301075269
"2038",782.544144144144
"2039",905.235757295044
"2040",818.770004189359
"2041",949.892588092345
"2042",826.910937169452
"2043",900.854574786817
"2044",846.245507685646
"2045",818.770004189359
"2046",936.465740297077
"2047",897.957270847691
"2048",825.165294490184
"2049",782.544144144144
"2050",923.631379962193
"2051",1019.5117370892
"2052",846.245507685646
"2053",947.589818181818
"2054",834.32401280683
"2055",889.781015251537
"2056",897.132889602938
"2057",972.582234386663
"2058",853.824377457405
"2059",826.910937169452
"2060",818.770004189359
"2061",846.245507685646
"2062",893.646090534979
"2063",853.824377457405
"2064",880.163927043459
"2065",893.646090534979
"2066",827.961872484643
"2067",846.245507685646
"2068",782.544144144144
"2069",891.201094391245
"2070",818.770004189359
"2071",889.781015251537
"2072",822.214556163231
"2073",782.544144144144
"2074",906.916009280743
"2075",825.165294490184
"2076",782.544144144144
"2077",896.721266345492
"2078",818.770004189359
"2079",846.245507685646
"2080",842.597111446432
"2081",782.544144144144
"2082",846.245507685646
"2083",889.781015251537
"2084",876.807537012113
"2085",818.770004189359
"2086",846.245507685646
"2087",798.530745658836
"2088",869.977298019141
"2089",782.544144144144
"2090",782.544144144144
"2091",782.544144144144
"2092",846.245507685646
"2093",782.544144144144
"2094",782.544144144144
"2095",782.544144144144
"2096",782.544144144144
"2097",782.544144144144
"2098",897.957270847691
"2099",893.646090534979
"2100",818.770004189359
"2101",818.770004189359
"2102",782.544144144144
"2103",871.334819438252
"2104",782.544144144144
"2105",782.544144144144
"2106",938.489315726291
"2107",782.544144144144
"2108",868.431015329927
"2109",782.544144144144
"2110",846.795493934142
"2111",826.910937169452
"2112",793.666598984772
"2113",914.76901474374
"2114",782.544144144144
"2115",818.770004189359
"2116",818.770004189359
"2117",1044.85645549318
"2118",782.544144144144
"2119",871.723461195361
"2120",782.544144144144
"2121",846.245507685646
"2122",818.770004189359
"2123",818.770004189359
"2124",872.112449799197
"2125",822.214556163231
"2126",893.850445918134
"2127",793.666598984772
"2128",893.646090534979
"2129",846.245507685646
"2130",800.165404298874
"2131",795.929138668296
"2132",795.929138668296
"2133",795.929138668296
"2134",795.929138668296
"2135",795.929138668296
"2136",858.701230228471
"2137",795.929138668296
"2138",838.620038618322
"2139",828.137288135593
"2140",795.929138668296
"2141",835.929854576561
"2142",838.620038618322
"2143",871.334819438252
"2144",795.929138668296
"2145",795.929138668296
"2146",869.783711615487
"2147",894.668802929732
"2148",835.929854576561
"2149",915.411709601874
"2150",878.976388576569
"2151",868.431015329927
"2152",795.929138668296
"2153",838.9800386349
"2154",911.144055944056
"2155",795.929138668296
"2156",828.137288135593
"2157",817.742259414226
"2158",838.9800386349
"2159",795.929138668296
"2160",795.929138668296
"2161",795.929138668296
"2162",828.137288135593
"2163",869.783711615487
"2164",838.620038618322
"2165",795.929138668296
"2166",838.620038618322
"2167",838.9800386349
"2168",828.137288135593
"2169",943.245173745174
"2170",795.929138668296
"2171",795.929138668296
"2172",903.144177449168
"2173",828.137288135593
"2174",795.929138668296
"2175",828.137288135593
"2176",901.477859778598
"2177",795.929138668296
"2178",856.068331143233
"2179",795.929138668296
"2180",889.578516158398
"2181",795.929138668296
"2182",874.845120859445
"2183",1007.42474226804
"2184",795.929138668296
"2185",835.929854576561
"2186",838.620038618322
"2187",886.552052619642
"2188",885.54780244676
"2189",795.929138668296
"2190",1104.8072357264
"2191",795.929138668296
"2192",852.520828789531
"2193",795.929138668296
"2194",795.929138668296
"2195",838.620038618322
"2196",845.513303049968
"2197",828.137288135593
"2198",828.137288135593
"2199",888.769440654843
"2200",833.256874866766
"2201",795.929138668296
"2202",838.620038618322
"2203",795.929138668296
"2204",795.929138668296
"2205",878.18647494945
"2206",795.929138668296
"2207",795.929138668296
"2208",842.778783958603
"2209",828.137288135593
"2210",901.477859778598
"2211",852.520828789531
"2212",838.620038618322
"2213",795.929138668296
"2214",795.929138668296
"2215",838.620038618322
"2216",806.438621827935
"2217",854.757926962607
"2218",795.929138668296
"2219",838.620038618322
"2220",1062.46480021745
"2221",838.620038618322
"2222",828.137288135593
"2223",874.453691275168
"2224",828.137288135593
"2225",795.929138668296
"2226",828.137288135593
"2227",828.137288135593
"2228",775.557142857143
"2229",775.557142857143
"2230",775.557142857143
"2231",807.104687177369
"2232",775.557142857143
"2233",775.557142857143
"2234",775.557142857143
"2235",775.557142857143
"2236",849.002606429192
"2237",809.109501138481
"2238",775.557142857143
"2239",809.109501138481
"2240",775.557142857143
"2241",849.740869565217
"2242",896.92703074805
"2243",959.68769948441
"2244",815.014178482068
"2245",775.557142857143
"2246",775.557142857143
"2247",775.557142857143
"2248",838.8
"2249",775.557142857143
"2250",775.557142857143
"2251",775.557142857143
"2252",775.557142857143
"2253",809.109501138481
"2254",775.557142857143
"2255",815.014178482068
"2256",775.557142857143
"2257",775.557142857143
"2258",844.964980544747
"2259",775.557142857143
"2260",775.557142857143
"2261",815.014178482068
"2262",775.557142857143
"2263",775.557142857143
"2264",775.557142857143
"2265",809.109501138481
"2266",775.557142857143
"2267",775.557142857143
"2268",815.014178482068
"2269",775.557142857143
"2270",775.557142857143
"2271",851.035924232528
"2272",775.557142857143
"2273",775.557142857143
"2274",775.557142857143
"2275",775.557142857143
"2276",775.557142857143
"2277",775.557142857143
"2278",866.890219560878
"2279",775.557142857143
"2280",775.557142857143
"2281",809.109501138481
"2282",775.557142857143
"2283",775.557142857143
"2284",775.557142857143
"2285",775.557142857143
"2286",775.557142857143
"2287",809.109501138481
"2288",775.557142857143
"2289",775.557142857143
"2290",809.109501138481
"2291",775.557142857143
"2292",775.557142857143
"2293",775.557142857143
"2294",775.557142857143
"2295",775.557142857143
"2296",851.035924232528
"2297",775.557142857143
"2298",775.557142857143
"2299",775.557142857143
"2300",775.557142857143
"2301",775.557142857143
"2302",775.557142857143
"2303",883.745873841284
"2304",849.740869565217
"2305",775.557142857143
"2306",775.557142857143
"2307",775.557142857143
"2308",775.557142857143
"2309",775.557142857143
"2310",775.557142857143
"2311",775.557142857143
"2312",775.557142857143
"2313",775.557142857143
"2314",775.557142857143
"2315",775.557142857143
"2316",775.557142857143
"2317",775.557142857143
"2318",775.557142857143
"2319",775.557142857143
"2320",775.557142857143
"2321",775.557142857143
"2322",775.557142857143
"2323",775.557142857143
"2324",775.557142857143
"2325",775.557142857143
"2326",775.557142857143
"2327",775.557142857143
"2328",809.109501138481
"2329",809.109501138481
"2330",809.109501138481
"2331",751.116064565719
"2332",805.607584501237
"2333",781.605278944211
"2334",751.116064565719
"2335",812.135466445045
"2336",751.116064565719
"2337",769.601890135854
"2338",751.116064565719
"2339",751.116064565719
"2340",751.116064565719
"2341",786.955506341856
"2342",751.116064565719
"2343",751.116064565719
"2344",894.668802929732
"2345",801.149415863906
"2346",751.116064565719
"2347",751.116064565719
"2348",751.116064565719
"2349",751.116064565719
"2350",751.116064565719
"2351",751.116064565719
"2352",781.605278944211
"2353",751.116064565719
"2354",843.688322900928
"2355",751.116064565719
"2356",751.116064565719
"2357",844.964980544747
"2358",751.116064565719
"2359",751.116064565719
"2360",835.929854576561
"2361",751.116064565719
"2362",781.605278944211
"2363",751.116064565719
"2364",751.116064565719
"2365",751.116064565719
"2366",844.964980544747
"2367",751.116064565719
"2368",769.601890135854
"2369",843.688322900928
"2370",751.116064565719
"2371",769.601890135854
"2372",751.116064565719
"2373",843.688322900928
"2374",844.964980544747
"2375",773.561844448842
"2376",751.116064565719
"2377",885.949229374433
"2378",751.116064565719
"2379",751.116064565719
"2380",751.116064565719
"2381",751.116064565719
"2382",751.116064565719
"2383",751.116064565719
"2384",751.116064565719
"2385",751.116064565719
"2386",751.116064565719
"2387",751.116064565719
"2388",837.54188986501
"2389",844.964980544747
"2390",751.116064565719
"2391",751.116064565719
"2392",751.116064565719
"2393",877.39797979798
"2394",751.116064565719
"2395",751.116064565719
"2396",751.116064565719
"2397",843.688322900928
"2398",751.116064565719
"2399",751.116064565719
"2400",751.116064565719
"2401",802.135850605377
"2402",751.116064565719
"2403",844.964980544747
"2404",751.116064565719
"2405",751.116064565719
"2406",785.374321880651
"2407",797.878750765462
"2408",785.374321880651
"2409",785.374321880651
"2410",847.529921942758
"2411",805.773654916512
"2412",785.374321880651
"2413",785.374321880651
"2414",785.374321880651
"2415",785.374321880651
"2416",785.374321880651
"2417",785.374321880651
"2418",785.374321880651
"2419",785.374321880651
"2420",785.374321880651
"2421",785.374321880651
"2422",805.773654916512
"2423",785.374321880651
"2424",785.374321880651
"2425",785.374321880651
"2426",785.374321880651
"2427",785.374321880651
"2428",785.374321880651
"2429",832.901768591519
"2430",785.374321880651
"2431",856.255859802848
"2432",844.417368762152
"2433",748.957271507952
"2434",885.347225368063
"2435",771.27229676401
"2436",771.576786419266
"2437",748.957271507952
"2438",783.328256513026
"2439",748.957271507952
"2440",771.27229676401
"2441",771.27229676401
"2442",748.957271507952
"2443",783.328256513026
"2444",748.957271507952
"2445",803.78531770512
"2446",784.586109995986
"2447",771.27229676401
"2448",748.957271507952
"2449",748.957271507952
"2450",771.27229676401
"2451",748.957271507952
"2452",767.185083415113
"2453",835.572466866182
"2454",808.607364501448
"2455",788.702179176755
"2456",748.957271507952
"2457",794.957901159243
"2458",835.572466866182
"2459",748.957271507952
"2460",826.386469344609
"2461",748.957271507952
"2462",783.328256513026
"2463",872.696584058942
"2464",845.147675675676
"2465",764.484255818502
"2466",807.604958677686
"2467",845.147675675676
"2468",783.328256513026
"2469",783.328256513026
"2470",796.41564792176
"2471",767.185083415113
"2472",748.957271507952
"2473",748.957271507952
"2474",866.505874528929
"2475",783.328256513026
"2476",783.328256513026
"2477",748.957271507952
"2478",748.957271507952
"2479",796.41564792176
"2480",783.328256513026
"2481",824.295234078448
"2482",823.600505689001
"2483",767.185083415113
"2484",763.886652335353
"2485",748.957271507952
"2486",808.607364501448
"2487",771.27229676401
"2488",808.607364501448
"2489",746.240549828179
"2490",746.240549828179
"2491",746.240549828179
"2492",746.240549828179
"2493",746.240549828179
"2494",746.240549828179
"2495",746.240549828179
"2496",746.240549828179
"2497",746.240549828179
"2498",746.240549828179
"2499",746.240549828179
"2500",808.942052980132
"2501",803.620065789474
"2502",743.826450999049
"2503",789.977364591754
"2504",758.549970890743
"2505",789.977364591754
"2506",743.826450999049
"2507",803.950637597696
"2508",743.826450999049
"2509",789.977364591754
"2510",743.826450999049
"2511",803.620065789474
"2512",743.826450999049
"2513",762.545454545455
"2514",743.826450999049
"2515",842.778783958603
"2516",743.826450999049
"2517",743.826450999049
"2518",743.826450999049
"2519",762.545454545455
"2520",743.826450999049
"2521",743.826450999049
"2522",743.826450999049
"2523",758.549970890743
"2524",743.826450999049
"2525",743.826450999049
"2526",743.826450999049
"2527",743.826450999049
"2528",743.826450999049
"2529",762.545454545455
"2530",743.826450999049
"2531",743.826450999049
"2532",767.486353818967
"2533",725.061769616027
"2534",725.061769616027
"2535",725.061769616027
"2536",725.061769616027
"2537",725.061769616027
"2538",748.527001148985
"2539",725.061769616027
"2540",725.061769616027
"2541",725.061769616027
"2542",725.061769616027
"2543",725.061769616027
"2544",725.061769616027
"2545",725.061769616027
"2546",725.061769616027
"2547",725.061769616027
"2548",725.061769616027
"2549",819.284845944247
"2550",727.220093023256
"2551",809.27701863354
"2552",727.220093023256
"2553",727.220093023256
"2554",727.220093023256
"2555",727.220093023256
"2556",727.220093023256
"2557",727.220093023256
"2558",727.220093023256
"2559",727.220093023256
"2560",759.286713286713
"2561",759.286713286713
"2562",727.220093023256
"2563",759.286713286713
"2564",759.286713286713
"2565",727.220093023256
"2566",727.220093023256
"2567",759.286713286713
"2568",727.220093023256
"2569",779.112617101854
"2570",727.220093023256
"2571",727.220093023256
"2572",759.286713286713
"2573",727.220093023256
"2574",759.286713286713
"2575",727.220093023256
"2576",727.220093023256
"2577",759.286713286713
"2578",759.286713286713
"2579",727.220093023256
"2580",854.197552447552
"2581",854.197552447552
"2582",727.220093023256
"2583",727.220093023256
"2584",727.220093023256
"2585",727.220093023256
"2586",759.286713286713
"2587",748.670369660985
"2588",748.670369660985
"2589",748.670369660985
"2590",748.670369660985
"2591",808.272952853598
"2592",748.670369660985
"2593",748.670369660985
"2594",748.670369660985
"2595",748.670369660985
"2596",748.670369660985
"2597",748.670369660985
"2598",748.670369660985
"2599",808.272952853598
"2600",748.670369660985
"2601",748.670369660985
"2602",748.670369660985
"2603",748.670369660985
"2604",748.670369660985
"2605",748.670369660985
"2606",748.670369660985
"2607",748.670369660985
"2608",748.670369660985
"2609",748.670369660985
"2610",748.670369660985
"2611",748.670369660985
"2612",715.898901098901
"2613",715.898901098901
"2614",741.709297912714
"2615",741.709297912714
"2616",741.709297912714
"2617",741.709297912714
"2618",741.709297912714
"2619",741.709297912714
"2620",741.709297912714
"2621",741.709297912714
"2622",741.709297912714
