"","influenza_lin"
"299",712.246355685131
"300",959.452135493373
"301",712.246355685131
"302",962.049716957913
"303",959.452135493373
"304",1059.58471130388
"305",948.739805825243
"306",997.653905053599
"307",760.468482490272
"308",756.348297213622
"309",1044.29815655891
"310",848.265625
"311",802.135850605377
"312",794.311725259094
"313",1008.20428166108
"314",1001.74474628396
"315",764.035965598124
"316",832.901768591519
"317",848.633955709944
"318",687.08173668483
"319",687.08173668483
"320",729.936134453782
"321",972.824290691887
"322",687.08173668483
"323",1122.57553130385
"324",913.486328581444
"325",802.135850605377
"326",856.818939061815
"327",853.637912207906
"328",1037.92033988317
"329",1015.53858144973
"330",885.74847042828
"331",998.673479816045
"332",756.348297213622
"333",756.348297213622
"334",841.68992248062
"335",1054.15533980583
"336",756.348297213622
"337",894.464073226545
"338",779.112617101854
"339",911.994400373308
"340",893.237659963437
"341",1131.67573827446
"342",756.348297213622
"343",837.183122724352
"344",756.348297213622
"345",823.253580454928
"346",968.245727025019
"347",794.796258641724
"348",885.74847042828
"349",758.991844660194
"350",906.916009280743
"351",993.343837357052
"352",1169.25157044571
"353",869.59021134594
"354",954.531868131868
"355",858.324110671937
"356",764.185337243402
"357",893.237659963437
"358",885.74847042828
"359",973.308764940239
"360",794.796258641724
"361",840.242476354256
"362",756.348297213622
"363",966.569732937685
"364",756.348297213622
"365",849.187051922659
"366",877.004262957146
"367",955.465167440724
"368",949.892588092345
"369",756.348297213622
"370",883.546112115732
"371",907.33704735376
"372",716.292468389225
"373",716.292468389225
"374",681.689570980119
"375",681.689570980119
"376",681.689570980119
"377",681.689570980119
"378",681.689570980119
"379",1017.91875
"380",753.723100655611
"381",753.723100655611
"382",725.061769616027
"383",743.826450999049
"384",743.826450999049
"385",681.689570980119
"386",681.689570980119
"387",815.184150156413
"388",738.486302663896
"389",998.418390804598
"390",954.298828125
"391",773.102848101266
"392",935.793152980608
"393",738.486302663896
"394",764.185337243402
"395",764.185337243402
"396",779.42333000997
"397",859.078681318681
"398",853.265225933202
"399",756.348297213622
"400",879.371878515186
"401",756.348297213622
"402",789.339256865913
"403",852.892864935632
"404",776.790143084261
"405",764.035965598124
"406",781.605278944211
"407",710.175872093023
"408",732.672539831303
"409",732.672539831303
"410",732.672539831303
"411",987.571500757959
"412",780.668663870581
"413",910.719478098788
"414",891.607664233577
"415",785.374321880651
"416",785.374321880651
"417",785.374321880651
"418",785.374321880651
"419",785.374321880651
"420",785.374321880651
"421",936.914669223394
"422",785.374321880651
"423",785.374321880651
"424",785.374321880651
"425",785.374321880651
"426",785.374321880651
"427",785.374321880651
"428",785.374321880651
"429",785.374321880651
"430",1064.78016889131
"431",785.374321880651
"432",785.374321880651
"433",785.374321880651
"434",785.374321880651
"435",785.374321880651
"436",785.374321880651
"437",785.374321880651
"438",785.374321880651
"439",785.374321880651
"440",785.374321880651
"441",785.374321880651
"442",785.374321880651
"443",785.374321880651
"444",785.374321880651
"445",785.374321880651
"446",785.374321880651
"447",785.374321880651
"448",785.374321880651
"449",785.374321880651
"450",785.374321880651
"451",785.374321880651
"452",785.374321880651
"453",785.374321880651
"454",785.374321880651
"455",785.374321880651
"456",785.374321880651
"457",785.374321880651
"458",785.374321880651
"459",785.374321880651
"460",785.374321880651
"461",1131.67573827446
"462",785.374321880651
"463",937.813819577735
"464",1037.36942675159
"465",949.431139179014
"466",864.398053958426
"467",1001.48808608762
"468",900.647004608295
"469",785.374321880651
"470",785.374321880651
"471",958.746136865342
"472",785.374321880651
"473",785.374321880651
"474",795.929138668296
"475",971.856787667827
"476",955.465167440724
"477",954.298828125
"478",785.374321880651
"479",785.374321880651
"480",785.374321880651
"481",785.374321880651
"482",785.374321880651
"483",804.778258184064
"484",1035.72019077901
"485",1000.46275915024
"486",785.374321880651
"487",785.374321880651
"488",785.374321880651
"489",785.374321880651
"490",785.374321880651
"491",785.374321880651
"492",785.374321880651
"493",785.374321880651
"494",785.374321880651
"495",785.374321880651
"496",785.374321880651
"497",785.374321880651
"498",785.374321880651
"499",785.374321880651
"500",785.374321880651
"501",785.374321880651
"502",785.374321880651
"503",785.374321880651
"504",785.374321880651
"505",785.374321880651
"506",785.374321880651
"507",785.374321880651
"508",785.374321880651
"509",785.374321880651
"510",848.818241042345
"511",785.374321880651
"512",785.374321880651
"513",785.374321880651
"514",785.374321880651
"515",785.374321880651
"516",785.374321880651
"517",785.374321880651
"518",785.374321880651
"519",785.374321880651
"520",785.374321880651
"521",785.374321880651
"522",808.272952853598
"523",785.374321880651
"524",785.374321880651
"525",785.374321880651
"526",785.374321880651
"527",785.374321880651
"528",785.374321880651
"529",785.374321880651
"530",785.374321880651
"531",785.374321880651
"532",785.374321880651
"533",785.374321880651
"534",785.374321880651
"535",785.374321880651
"536",785.374321880651
"537",785.374321880651
"538",785.374321880651
"539",785.374321880651
"540",785.374321880651
"541",805.773654916512
"542",837.54188986501
"543",785.374321880651
"544",785.374321880651
"545",785.374321880651
"546",1139.2620227339
"547",1048.5
"548",785.374321880651
"549",1027.28199737188
"550",785.374321880651
"551",932
"552",785.374321880651
"553",785.374321880651
"554",958.746136865342
"555",785.374321880651
"556",785.374321880651
"557",785.374321880651
"558",785.374321880651
"559",785.374321880651
"560",785.374321880651
"561",785.374321880651
"562",785.374321880651
"563",785.374321880651
"564",785.374321880651
"565",785.374321880651
"566",785.374321880651
"567",872.891469405985
"568",791.096539162113
"569",935.345297918162
"570",731.028240134655
"571",727.220093023256
"572",1038.74780760032
"573",964.185495806611
"574",804.778258184064
"575",1030.5320326918
"576",1048.78132546284
"577",968.725650557621
"578",934.450872579488
"579",924.505203405866
"580",950.123480797278
"581",992.587100050787
"582",1023.51610369207
"583",909.236566643405
"584",811.629568106312
"585",902.102007846757
"586",888.365454545455
"587",890.794895168642
"588",900.854574786817
"589",727.220093023256
"590",1042.90501600854
"591",816.375939849624
"592",1012.12014500259
"593",838.080617495712
"594",778.491933877714
"595",907.758476544357
"596",705.433676231727
"597",802.135850605377
"598",881.155996393147
"599",972.098482964437
"600",952.902974158947
"601",853.265225933202
"602",857.7590520079
"603",703.402555335613
"604",758.10861132661
"605",884.345701357466
"606",969.927543424318
"607",703.402555335613
"608",961.812992125984
"609",966.808805342567
"610",800.165404298874
"611",982.359386780598
"612",703.402555335613
"613",703.402555335613
"614",865.92999556934
"615",874.25810780586
"616",908.391354868696
"617",781.605278944211
"618",919.070773571597
"619",841.327593628928
"620",786.638760313946
"621",815.524306279992
"622",888.365454545455
"623",905.235757295044
"624",1000.46275915024
"625",1082.77229916897
"626",841.327593628928
"627",787.27250755287
"628",924.723917672108
"629",884.145668400814
"630",794.311725259094
"631",880.957403651116
"632",790.456622851365
"633",974.522064323111
"634",912.420168067227
"635",886.150079347087
"636",755.617243379084
"637",870.364729458918
"638",837.721388769824
"639",908.391354868696
"640",1143.92976294996
"641",755.617243379084
"642",841.327593628928
"643",815.014178482068
"644",886.150079347087
"645",782.700841009211
"646",837.721388769824
"647",786.638760313946
"648",869.783711615487
"649",841.327593628928
"650",841.327593628928
"651",841.327593628928
"652",841.327593628928
"653",875.432922732363
"654",755.617243379084
"655",778.647011952191
"656",786.00603257591
"657",841.327593628928
"658",782.700841009211
"659",959.216687116564
"660",751.116064565719
"661",908.602510460251
"662",837.721388769824
"663",841.327593628928
"664",837.721388769824
"665",905.445448227936
"666",786.638760313946
"667",760.912594899747
"668",841.327593628928
"669",1013.69502074689
"670",886.753176043557
"671",892.829602558246
"672",741.709297912714
"673",844.417368762152
"674",797.878750765462
"675",1142.59222449576
"676",917.560563380282
"677",741.709297912714
"678",741.709297912714
"679",782.700841009211
"680",912.420168067227
"681",837.721388769824
"682",782.700841009211
"683",782.700841009211
"684",751.116064565719
"685",1058.15051434759
"686",967.766278781877
"687",997.908603523104
"688",751.116064565719
"689",809.444605508387
"690",916.9148486981
"691",760.61646234676
"692",820.31647429171
"693",788.543070405487
"694",782.700841009211
"695",1050.47245364149
"696",719.986737889114
"697",715.898901098901
"698",781.449020391843
"699",775.711053780512
"700",727.355414960923
"701",727.355414960923
"702",935.345297918162
"703",972.582234386663
"704",916.9148486981
"705",945.069632495164
"706",825.339527027027
"707",715.898901098901
"708",727.355414960923
"709",783.171308355039
"710",947.589818181818
"711",932.44465648855
"712",1011.85814134093
"713",806.605035080479
"714",811.12429964723
"715",806.605035080479
"716",910.931717548357
"717",731.028240134655
"718",984.338453789977
"719",843.506258092361
"720",920.585963259538
"721",847.346195534359
"722",1018.98018769552
"723",975.494883953082
"724",958.981354268891
"725",727.355414960923
"726",932.889737470167
"727",946.901162790698
"728",727.355414960923
"729",925.380681818182
"730",930.4470364199
"731",727.355414960923
"732",919.935984937632
"733",911.994400373308
"734",727.355414960923
"735",727.355414960923
"736",965.614624505929
"737",803.78531770512
"738",800.821143208359
"739",825.513833157339
"740",877.792050303166
"741",715.898901098901
"742",908.391354868696
"743",727.355414960923
"744",727.355414960923
"745",800.821143208359
"746",715.898901098901
"747",849.187051922659
"748",727.355414960923
"749",727.355414960923
"750",822.041640378549
"751",731.028240134655
"752",715.898901098901
"753",727.355414960923
"754",715.898901098901
"755",727.355414960923
"756",797.878750765462
"757",727.355414960923
"758",715.898901098901
"759",727.355414960923
"760",855.13191861737
"761",715.898901098901
"762",831.130767595152
"763",727.355414960923
"764",776.173153296267
"765",916.9148486981
"766",775.249504165014
"767",773.102848101266
"768",921.019792648445
"769",806.605035080479
"770",731.028240134655
"771",980.388261851016
"772",1073.2586490939
"773",715.898901098901
"774",797.227819702223
"775",781.7616
"776",727.355414960923
"777",781.292824305417
"778",817.400250941029
"779",1019.24589308996
"780",932.667143879742
"781",727.355414960923
"782",958.511034820991
"783",747.239151213917
"784",727.355414960923
"785",842.052563550194
"786",806.605035080479
"787",987.322051022986
"788",983.347924528302
"789",1004.31860226105
"790",727.355414960923
"791",874.25810780586
"792",904.607266836381
"793",803.289765721332
"794",827.085907744393
"795",845.147675675676
"796",808.607364501448
"797",795.767100977199
"798",727.897206703911
"799",727.897206703911
"800",832.015325670498
"801",715.898901098901
"802",875.040967092008
"803",929.561950059453
"804",806.605035080479
"805",916.270042194093
"806",731.028240134655
"807",773.102848101266
"808",751.983070411697
"809",715.898901098901
"810",1040.68370607029
"811",759.581811115429
"812",715.898901098901
"813",837.362467866324
"814",715.898901098901
"815",715.898901098901
"816",756.348297213622
"817",932
"818",756.348297213622
"819",768.089605030458
"820",756.348297213622
"821",727.897206703911
"822",784.743625777956
"823",727.897206703911
"824",727.897206703911
"825",727.897206703911
"826",725.061769616027
"827",725.061769616027
"828",824.991135500211
"829",763.886652335353
"830",935.121531100478
"831",903.979648473636
"832",931.555767397521
"833",912.633201027317
"834",909.659762625087
"835",897.132889602938
"836",831.130767595152
"837",882.947368421053
"838",1046.81521156936
"839",849.002606429192
"840",785.058847158064
"841",956.400293613898
"842",886.351020408163
"843",870.752506126086
"844",831.130767595152
"845",990.072948328267
"846",972.098482964437
"847",831.130767595152
"848",1051.88589881593
"849",743.826450999049
"850",831.130767595152
"851",982.11256281407
"852",1129.38688240393
"853",885.949229374433
"854",1042.07091442282
"855",811.461075358107
"856",1125.80875576037
"857",946.442615012107
"858",777.87223880597
"859",743.826450999049
"860",1054.15533980583
"861",889.781015251537
"862",845.879246916252
"863",875.825229666144
"864",776.327308838133
"865",831.130767595152
"866",771.881516587678
"867",902.102007846757
"868",804.447005556699
"869",912.633201027317
"870",1037.09418944017
"871",1071.19978076185
"872",839.160154572778
"873",743.826450999049
"874",785.532154340836
"875",877.792050303166
"876",951.742878013148
"877",831.130767595152
"878",831.130767595152
"879",818.084554206781
"880",1040.96085219707
"881",857.947322212467
"882",832.901768591519
"883",804.447005556699
"884",839.520618556701
"885",889.173794358508
"886",984.338453789977
"887",804.447005556699
"888",851.035924232528
"889",763.289982425308
"890",787.431103948429
"891",831.130767595152
"892",831.130767595152
"893",1009.2455460883
"894",785.532154340836
"895",782.544144144144
"896",825.339527027027
"897",829.367281985996
"898",792.70087203407
"899",1124.83683453237
"900",743.826450999049
"901",812.98003327787
"902",748.957271507952
"903",812.98003327787
"904",812.98003327787
"905",748.957271507952
"906",774.021386138614
"907",774.021386138614
"908",812.98003327787
"909",748.957271507952
"910",809.779987569919
"911",777.253529528733
"912",748.957271507952
"913",876.807537012113
"914",777.253529528733
"915",807.104687177369
"916",790.936462970457
"917",756.934159566228
"918",748.957271507952
"919",809.779987569919
"920",807.104687177369
"921",774.021386138614
"922",895.283554741182
"923",781.7616
"924",809.779987569919
"925",777.253529528733
"926",1068.85643970468
"927",854.571053782248
"928",962.049716957913
"929",748.957271507952
"930",774.021386138614
"931",774.021386138614
"932",827.436071126164
"933",970.891207153502
"934",748.957271507952
"935",774.021386138614
"936",748.957271507952
"937",852.706806282722
"938",812.98003327787
"939",807.104687177369
"940",815.524306279992
"941",781.7616
"942",774.021386138614
"943",809.779987569919
"944",748.957271507952
"945",748.957271507952
"946",809.779987569919
"947",748.957271507952
"948",996.128440366972
"949",822.387544708605
"950",805.607584501237
"951",753.287338600887
"952",723.049944506104
"953",748.813793103448
"954",844.417368762152
"955",761.505552308592
"956",835.929854576561
"957",709.273816004355
"958",829.191344929996
"959",709.273816004355
"960",898.370029878189
"961",709.273816004355
"962",709.273816004355
"963",762.99199687683
"964",719.986737889114
"965",788.702179176755
"966",859.078681318681
"967",698.126093945347
"968",698.126093945347
"969",698.126093945347
"970",859.078681318681
"971",698.126093945347
"972",698.126093945347
"973",804.447005556699
"974",837.721388769824
"975",837.721388769824
"976",698.126093945347
"977",895.693858845096
"978",720.119380987472
"979",698.126093945347
"980",698.126093945347
"981",736.954751131222
"982",786.955506341856
"983",815.524306279992
"984",709.273816004355
"985",709.273816004355
"986",709.273816004355
"987",834.680333119795
"988",709.273816004355
"989",709.273816004355
"990",698.126093945347
"991",698.126093945347
"992",698.126093945347
"993",698.126093945347
"994",702.643897177782
"995",723.71931123866
"996",702.643897177782
"997",708.374048568322
"998",702.643897177782
"999",708.374048568322
"1000",702.643897177782
"1001",702.643897177782
"1002",708.374048568322
"1003",762.545454545455
"1004",702.643897177782
"1005",773.408785120697
"1006",702.643897177782
"1007",702.643897177782
"1008",702.643897177782
"1009",702.643897177782
"1010",793.022519780889
"1011",702.643897177782
"1012",702.643897177782
"1013",777.87223880597
"1014",702.643897177782
"1015",702.643897177782
"1016",819.628433633885
"1017",735.429539040452
"1018",702.643897177782
"1019",746.810852120749
"1020",809.779987569919
"1021",807.604958677686
"1022",858.324110671937
"1023",702.643897177782
"1024",763.4390625
"1025",702.643897177782
"1026",806.771517027864
"1027",702.643897177782
"1028",765.232576350822
"1029",741.990888382688
"1030",702.643897177782
"1031",702.643897177782
"1032",790.616504854369
"1033",758.844496214327
"1034",702.643897177782
"1035",702.643897177782
"1036",711.2096069869
"1037",886.150079347087
"1038",711.2096069869
"1039",780.356957476542
"1040",764.783408334964
"1041",1008.20428166108
"1042",887.760163524869
"1043",711.2096069869
"1044",780.356957476542
"1045",725.869637883008
"1046",777.253529528733
"1047",759.286713286713
"1048",748.383687535899
"1049",711.2096069869
"1050",725.869637883008
"1051",711.2096069869
"1052",878.58125421443
"1053",745.102554327106
"1054",745.102554327106
"1055",886.552052619642
"1056",711.2096069869
"1057",758.844496214327
"1058",784.42865743528
"1059",711.2096069869
"1060",816.717091516924
"1061",764.035965598124
"1062",1048.5
"1063",780.356957476542
"1064",882.150304671632
"1065",864.780530973451
"1066",876.217888365837
"1067",711.2096069869
"1068",875.629032258065
"1069",759.286713286713
"1070",779.578779417631
"1071",711.2096069869
"1072",742.836944127708
"1073",742.836944127708
"1074",760.912594899747
"1075",742.836944127708
"1076",757.961605584642
"1077",742.836944127708
"1078",756.934159566228
"1079",840.242476354256
"1080",717.080902586681
"1081",816.205470870745
"1082",760.912594899747
"1083",717.080902586681
"1084",717.080902586681
"1085",742.836944127708
"1086",758.991844660194
"1087",742.836944127708
"1088",717.080902586681
"1089",926.916765473085
"1090",742.836944127708
"1091",838.440154440154
"1092",856.818939061815
"1093",777.099005964215
"1094",717.080902586681
"1095",742.836944127708
"1096",778.957353527302
"1097",740.164362810074
"1098",740.164362810074
"1099",934.450872579488
"1100",804.447005556699
"1101",953.833089311859
"1102",824.991135500211
"1103",844.052688404232
"1104",824.643037974684
"1105",820.488664987406
"1106",912.420168067227
"1107",740.164362810074
"1108",854.944881889764
"1109",740.164362810074
"1110",766.432941176471
"1111",835.393887582817
"1112",740.164362810074
"1113",740.164362810074
"1114",778.957353527302
"1115",740.164362810074
"1116",740.164362810074
"1117",740.164362810074
"1118",740.164362810074
"1119",740.164362810074
"1120",740.164362810074
"1121",740.164362810074
"1122",740.164362810074
"1123",925.380681818182
"1124",715.767808093756
"1125",740.164362810074
"1126",740.164362810074
"1127",740.164362810074
"1128",804.447005556699
"1129",740.164362810074
"1130",740.164362810074
"1131",740.164362810074
"1132",740.164362810074
"1133",740.164362810074
"1134",740.164362810074
"1135",740.164362810074
"1136",835.393887582817
"1137",740.164362810074
"1138",782.700841009211
"1139",700.880043033889
"1140",700.880043033889
"1141",743.2606959498
"1142",801.477957760919
"1143",827.786531130877
"1144",700.880043033889
"1145",700.880043033889
"1146",700.880043033889
"1147",867.467376830892
"1148",715.767808093756
"1149",715.767808093756
"1150",715.767808093756
"1151",715.767808093756
"1152",715.767808093756
"1153",715.767808093756
"1154",715.767808093756
"1155",833.612284069098
"1156",700.880043033889
"1157",700.880043033889
"1158",700.880043033889
"1159",759.286713286713
"1160",753.723100655611
"1161",753.723100655611
"1162",753.723100655611
"1163",819.113160100587
"1164",753.723100655611
"1165",793.505481120585
"1166",772.949970338145
"1167",753.723100655611
"1168",753.723100655611
"1169",793.505481120585
"1170",753.723100655611
"1171",738.207365439093
"1172",738.207365439093
"1173",738.207365439093
"1174",738.207365439093
"1175",738.207365439093
"1176",738.207365439093
"1177",738.207365439093
"1178",738.207365439093
"1179",738.207365439093
"1180",738.207365439093
"1181",738.207365439093
"1182",784.586109995986
"1183",753.723100655611
"1184",753.723100655611
"1185",753.723100655611
"1186",753.723100655611
"1187",753.723100655611
"1188",753.723100655611
"1189",772.949970338145
"1190",813.995835068721
"1191",753.723100655611
"1192",753.723100655611
"1193",753.723100655611
"1194",753.723100655611
"1195",779.734290843806
"1196",738.207365439093
"1197",738.207365439093
"1198",738.207365439093
"1199",738.207365439093
"1200",738.207365439093
"1201",783.642341619888
"1202",738.207365439093
"1203",887.357094211124
"1204",738.207365439093
"1205",889.173794358508
"1206",738.207365439093
"1207",708.502446982056
"1208",769.298956898248
"1209",858.512629035801
"1210",708.502446982056
"1211",934.004301075269
"1212",885.54780244676
"1213",807.271375464684
"1214",856.818939061815
"1215",807.271375464684
"1216",855.506237688772
"1217",1077.9944842802
"1218",956.166340508806
"1219",1073.2586490939
"1220",807.271375464684
"1221",807.271375464684
"1222",785.374321880651
"1223",785.374321880651
"1224",844.964980544747
"1225",844.964980544747
"1226",785.374321880651
"1227",970.409136047666
"1228",785.374321880651
"1229",785.374321880651
"1230",943.017611580217
"1231",832.901768591519
"1232",785.374321880651
"1233",785.374321880651
"1234",931.111958075274
"1235",785.374321880651
"1236",1046.81521156936
"1237",892.218215019402
"1238",847.529921942758
"1239",1084.8759367194
"1240",785.374321880651
"1241",1088.19821826281
"1242",1010.28896355647
"1243",943.245173745174
"1244",990.072948328267
"1245",785.374321880651
"1246",880.56048659608
"1247",785.374321880651
"1248",999.439529532089
"1249",953.367804878049
"1250",847.529921942758
"1251",823.947723440135
"1252",785.374321880651
"1253",785.374321880651
"1254",919.935984937632
"1255",1221.88433885589
"1256",785.374321880651
"1257",955.698777506112
"1258",935.793152980608
"1259",982.853407090772
"1260",858.889914304548
"1261",785.374321880651
"1262",785.374321880651
"1263",785.374321880651
"1264",785.374321880651
"1265",785.374321880651
"1266",785.374321880651
"1267",785.374321880651
"1268",785.374321880651
"1269",808.272952853598
"1270",785.374321880651
"1271",785.374321880651
"1272",964.185495806611
"1273",902.727020785219
"1274",797.878750765462
"1275",1028.36306235201
"1276",710.175872093023
"1277",1052.16904441454
"1278",916.9148486981
"1279",1024.58925294889
"1280",772.949970338145
"1281",865.354881558557
"1282",772.949970338145
"1283",740.164362810074
"1284",798.69391091132
"1285",818.770004189359
"1286",936.465740297077
"1287",689.505732933498
"1288",833.967996586303
"1289",1005.35185185185
"1290",697.378768956289
"1291",753.723100655611
"1292",697.378768956289
"1293",882.947368421053
"1294",850.295410050033
"1295",801.149415863906
"1296",928.457957244656
"1297",753.723100655611
"1298",753.723100655611
"1299",847.529921942758
"1300",938.71469740634
"1301",844.052688404232
"1302",710.175872093023
"1303",681.570706190061
"1304",962.9977827051
"1305",778.491933877714
"1306",838.440154440154
"1307",856.818939061815
"1308",912.633201027317
"1309",869.203468979319
"1310",886.954390742001
"1311",710.175872093023
"1312",897.751033532384
"1313",922.323737612081
"1314",780.824610467439
"1315",762.545454545455
"1316",740.164362810074
"1317",740.164362810074
"1318",804.447005556699
"1319",1006.38722966014
"1320",753.432536622976
"1321",689.505732933498
"1322",710.175872093023
"1323",809.947782842934
"1324",962.9977827051
"1325",949.892588092345
"1326",818.770004189359
"1327",740.164362810074
"1328",753.723100655611
"1329",753.723100655611
"1330",895.693858845096
"1331",1022.17782426778
"1332",972.098482964437
"1333",772.949970338145
"1334",916.055308179049
"1335",888.769440654843
"1336",860.781325699185
"1337",1006.9057187017
"1338",1031.89229144667
"1339",804.447005556699
"1340",987.821076573161
"1341",775.557142857143
"1342",955.231671554252
"1343",951.511197663096
"1344",738.207365439093
"1345",697.378768956289
"1346",862.490732568402
"1347",890.186290138921
"1348",798.69391091132
"1349",753.723100655611
"1350",809.27701863354
"1351",753.723100655611
"1352",753.723100655611
"1353",811.798130841122
"1354",951.279630080312
