"","influenza_lat"
"445",851.766666666667
"446",851.766666666667
"447",851.766666666667
"448",851.766666666667
"449",851.766666666667
"450",851.766666666667
"451",851.766666666667
"452",851.766666666667
"453",851.766666666667
"454",851.766666666667
"455",851.766666666667
"456",851.766666666667
"457",851.766666666667
"458",851.766666666667
"459",851.766666666667
"460",851.766666666667
"461",1237.41666666667
"462",851.766666666667
"463",1055.16666666667
"464",1156
"465",1069.58333333333
"466",966.233333333333
"467",1122.66666666667
"468",1011.33333333333
"469",851.766666666667
"470",851.766666666667
"471",1080.41666666667
"472",851.766666666667
"473",851.766666666667
"474",868.683333333333
"475",1093.33333333333
"476",1076.08333333333
"477",1074.83333333333
"478",851.766666666667
"479",851.766666666667
"480",851.766666666667
"481",851.766666666667
"482",851.766666666667
"483",882.183333333333
"484",1157.41666666667
"485",1121.66666666667
"486",851.766666666667
"487",851.766666666667
"488",851.766666666667
"489",851.766666666667
"490",851.766666666667
"491",851.766666666667
"492",851.766666666667
"493",851.766666666667
"494",851.766666666667
"495",851.766666666667
"496",851.766666666667
"497",851.766666666667
"498",851.766666666667
"499",851.766666666667
"500",851.766666666667
"501",851.766666666667
"502",851.766666666667
"503",851.766666666667
"504",851.766666666667
"505",851.766666666667
"506",851.766666666667
"507",851.766666666667
"508",851.766666666667
"509",851.766666666667
"510",945.483333333333
"511",851.766666666667
"512",851.766666666667
"513",851.766666666667
"514",851.766666666667
"515",851.766666666667
"516",851.766666666667
"517",851.766666666667
"518",851.766666666667
"519",851.766666666667
"520",851.766666666667
"521",851.766666666667
"522",887.433333333333
"523",851.766666666667
"524",851.766666666667
"525",851.766666666667
"526",851.766666666667
"527",851.766666666667
"528",851.766666666667
"529",851.766666666667
"530",851.766666666667
"531",851.766666666667
"532",851.766666666667
"533",851.766666666667
"534",851.766666666667
"535",851.766666666667
"536",851.766666666667
"537",851.766666666667
"538",851.766666666667
"539",851.766666666667
"540",851.766666666667
"541",883.566666666667
"542",929.683333333333
"543",851.766666666667
"544",851.766666666667
"545",851.766666666667
"546",1242.75
"547",1167.25
"548",851.766666666667
"549",1148
"550",851.766666666667
"551",1049.5
"552",851.766666666667
"553",851.766666666667
"554",1080.41666666667
"555",851.766666666667
"556",851.766666666667
"557",851.766666666667
"558",851.766666666667
"559",851.766666666667
"560",851.766666666667
"561",851.766666666667
"562",851.766666666667
"563",851.766666666667
"564",851.766666666667
"565",851.766666666667
"566",851.766666666667
"567",977.35
"568",861.2
"569",1054.2
"570",766.1
"571",755.45
"572",1158.91666666667
"573",1087.11666666667
"574",882.9
"575",1151.41666666667
"576",1170.41666666667
"577",1089.36666666667
"578",1054.45
"579",1042.78333333333
"580",1071.28333333333
"581",1114.03333333333
"582",1144.91666666667
"583",1024.61666666667
"584",893.566666666667
"585",1015.28333333333
"586",997.583333333333
"587",1001
"588",1013.36666666667
"589",755.45
"590",1163.08333333333
"591",899.45
"592",1132.91666666667
"593",930.866666666667
"594",840.783333333333
"595",1022.86666666667
"596",714.866666666667
"597",878.366666666667
"598",989.95
"599",1093.7
"600",1072.5
"601",952.333333333333
"602",958.866666666667
"603",710.45
"604",807.033333333333
"605",992.583333333333
"606",1091.75
"607",710.45
"608",1082.41666666667
"609",1088.91666666667
"610",874.95
"611",1103.66666666667
"612",710.45
"613",710.45
"614",968.783333333333
"615",980.783333333333
"616",1023.2
"617",846.35
"618",1036.11666666667
"619",935.483333333333
"620",854.6
"621",898.783333333333
"622",997.166666666667
"623",1017.66666666667
"624",1122.2
"625",1198.41666666667
"626",935.483333333333
"627",855.6
"628",1040.95
"629",991.916666666667
"630",866.183333333333
"631",987.616666666667
"632",861.183333333333
"633",1097.03333333333
"634",1026.16666666667
"635",995.783333333333
"636",803.183333333333
"637",974.95
"638",930.066666666667
"639",1023.2
"640",1248.33333333333
"641",803.183333333333
"642",935.483333333333
"643",897.15
"644",995.783333333333
"645",847.933333333333
"646",930.066666666667
"647",854.6
"648",973.116666666667
"649",935.483333333333
"650",935.483333333333
"651",935.483333333333
"652",935.483333333333
"653",981.45
"654",803.183333333333
"655",842.133333333333
"656",853.483333333333
"657",935.483333333333
"658",847.933333333333
"659",1079.25
"660",795.3
"661",1023.86666666667
"662",930.066666666667
"663",935.483333333333
"664",930.066666666667
"665",1018.45
"666",854.6
"667",812.466666666667
"668",935.483333333333
"669",1136.2
"670",996.116666666667
"671",1002.66666666667
"672",780.583333333333
"673",939.083333333333
"674",872.683333333333
"675",1245.66666666667
"676",1032.86666666667
"677",780.583333333333
"678",780.583333333333
"679",847.933333333333
"680",1025.75
"681",930.066666666667
"682",847.933333333333
"683",847.933333333333
"684",795.3
"685",1176.58333333333
"686",1089.08333333333
"687",1119.58333333333
"688",795.3
"689",889.483333333333
"690",1033.08333333333
"691",811.966666666667
"692",905.366666666667
"693",857.6
"694",847.933333333333
"695",1170.25
"696",745.466666666667
"697",737.416666666667
"698",846.116666666667
"699",836.283333333333
"700",759.05
"701",759.05
"702",1054.5
"703",1094.91666666667
"704",1032.66666666667
"705",1065.66666666667
"706",913.166666666667
"707",737.416666666667
"708",759.05
"709",849.4
"710",1066.75
"711",1049.58333333333
"712",1133.91666666667
"713",885.25
"714",893.233333333333
"715",885.25
"716",1025.66666666667
"717",766.1
"718",1106.5
"719",939.366666666667
"720",1036.91666666667
"721",944.616666666667
"722",1140.25
"723",1097.08333333333
"724",1080.25
"725",759.05
"726",1050.08333333333
"727",1066.41666666667
"728",759.05
"729",1042.41666666667
"730",1047.75
"731",759.05
"732",1035.33333333333
"733",1026.36666666667
"734",759.05
"735",759.05
"736",1088.08333333333
"737",881.816666666667
"738",876.783333333333
"739",912.583333333333
"740",983.916666666667
"741",737.416666666667
"742",1022.25
"743",759.05
"744",759.05
"745",876.783333333333
"746",737.416666666667
"747",947.116666666667
"748",759.05
"749",759.05
"750",908.7
"751",766.1
"752",737.416666666667
"753",759.05
"754",737.416666666667
"755",759.05
"756",872.4
"757",759.05
"758",737.416666666667
"759",759.05
"760",954
"761",737.416666666667
"762",921.7
"763",759.05
"764",837.733333333333
"765",1031.83333333333
"766",836.65
"767",832.733333333333
"768",1037
"769",885.25
"770",766.1
"771",1102.91666666667
"772",1190
"773",737.416666666667
"774",872.116666666667
"775",847.983333333333
"776",759.05
"777",846.4
"778",902.9
"779",1141.33333333333
"780",1051.08333333333
"781",759.05
"782",1080.16666666667
"783",789.4
"784",759.05
"785",936.25
"786",885.25
"787",1109.5
"788",1106.61666666667
"789",1127.08333333333
"790",759.05
"791",979.533333333333
"792",1018.16666666667
"793",879.833333333333
"794",914.416666666667
"795",941.866666666667
"796",888.366666666667
"797",869.15
"798",757.916666666667
"799",757.916666666667
"800",923.2
"801",737.416666666667
"802",980.833333333333
"803",1047.58333333333
"804",885.25
"805",1030.78333333333
"806",766.1
"807",832.733333333333
"808",797.516666666667
"809",737.416666666667
"810",1161.5
"811",809.816666666667
"812",737.416666666667
"813",930.866666666667
"814",737.416666666667
"815",737.416666666667
"816",803.783333333333
"817",1050.75
"818",803.783333333333
"819",824.366666666667
"820",803.783333333333
"821",757.916666666667
"822",850.783333333333
"823",757.916666666667
"824",757.916666666667
"825",757.916666666667
"826",748.55
"827",748.55
"828",912.783333333333
"829",817.183333333333
"830",1053
"831",1016.58333333333
"832",1049.95
"833",1027.36666666667
"834",1023.45
"835",1008.45
"836",921.95
"837",991.25
"838",1167
"839",946.283333333333
"840",851.85
"841",1076.78333333333
"842",995.916666666667
"843",975.866666666667
"844",921.95
"845",1112.66666666667
"846",1093.16666666667
"847",921.95
"848",1170.25
"849",782.55
"850",921.95
"851",1103.41666666667
"852",1235.66666666667
"853",995.116666666667
"854",1161.08333333333
"855",893.033333333333
"856",1233.33333333333
"857",1066.86666666667
"858",840.6
"859",782.55
"860",1172.66666666667
"861",1000.7
"862",941.366666666667
"863",982.366666666667
"864",838.1
"865",921.95
"866",830.433333333333
"867",1014.33333333333
"868",881.7
"869",1027.36666666667
"870",1157.41666666667
"871",1187.83333333333
"872",932.783333333333
"873",782.55
"874",852.033333333333
"875",983.616666666667
"876",1070.83333333333
"877",921.95
"878",921.95
"879",902.516666666667
"880",1161.75
"881",958.7
"882",923.616666666667
"883",881.7
"884",934.116666666667
"885",997.866666666667
"886",1105.25
"887",881.7
"888",949.15
"889",817.016666666667
"890",857.1
"891",921.95
"892",921.95
"893",1129.86666666667
"894",852.033333333333
"895",848.516666666667
"896",912.866666666667
"897",919.033333333333
"898",863.7
"899",1232.58333333333
"900",782.55
"901",895.283333333333
"902",791.266666666667
"903",895.283333333333
"904",895.283333333333
"905",791.266666666667
"906",833.933333333333
"907",833.933333333333
"908",895.283333333333
"909",791.266666666667
"910",890.116666666667
"911",839.6
"912",791.266666666667
"913",982.95
"914",839.6
"915",885.7
"916",860.533333333333
"917",805.433333333333
"918",791.266666666667
"919",890.116666666667
"920",885.7
"921",833.933333333333
"922",1006.91666666667
"923",847.266666666667
"924",890.116666666667
"925",839.6
"926",1185.83333333333
"927",953.35
"928",1082.25
"929",791.266666666667
"930",833.933333333333
"931",833.933333333333
"932",914.916666666667
"933",1091.5
"934",791.266666666667
"935",833.933333333333
"936",791.266666666667
"937",950.616666666667
"938",895.283333333333
"939",885.7
"940",898.6
"941",847.266666666667
"942",833.933333333333
"943",890.116666666667
"944",791.266666666667
"945",791.266666666667
"946",890.116666666667
"947",791.266666666667
"948",1117.41666666667
"949",908.483333333333
"950",884.566666666667
"951",799.066666666667
"952",744.933333333333
"953",792.05
"954",939.616666666667
"955",812.783333333333
"956",928.283333333333
"957",723.066666666667
"958",917.95
"959",723.066666666667
"960",1009.41666666667
"961",723.066666666667
"962",723.066666666667
"963",815.983333333333
"964",743.7
"965",856.916666666667
"966",959.666666666667
"967",713.033333333333
"968",713.033333333333
"969",713.033333333333
"970",959.666666666667
"971",713.033333333333
"972",713.033333333333
"973",882.816666666667
"974",930.25
"975",930.25
"976",713.033333333333
"977",1007.23333333333
"978",751.783333333333
"979",713.033333333333
"980",713.033333333333
"981",774.833333333333
"982",854.4
"983",899.183333333333
"984",723.066666666667
"985",723.066666666667
"986",723.066666666667
"987",926.116666666667
"988",723.066666666667
"989",723.066666666667
"990",713.033333333333
"991",713.033333333333
"992",713.033333333333
"993",713.033333333333
"994",716.816666666667
"995",750.833333333333
"996",716.816666666667
"997",725.183333333333
"998",716.816666666667
"999",725.183333333333
"1000",716.816666666667
"1001",716.816666666667
"1002",725.183333333333
"1003",815.766666666667
"1004",716.816666666667
"1005",833.366666666667
"1006",716.816666666667
"1007",716.816666666667
"1008",716.816666666667
"1009",716.816666666667
"1010",863.666666666667
"1011",716.816666666667
"1012",716.816666666667
"1013",841.433333333333
"1014",716.816666666667
"1015",716.816666666667
"1016",904.083333333333
"1017",772.333333333333
"1018",716.816666666667
"1019",789.333333333333
"1020",891.1
"1021",887.266666666667
"1022",958.666666666667
"1023",716.816666666667
"1024",816.033333333333
"1025",716.816666666667
"1026",884.95
"1027",716.816666666667
"1028",819.2
"1029",783.966666666667
"1030",716.816666666667
"1031",716.816666666667
"1032",861.7
"1033",809.933333333333
"1034",716.816666666667
"1035",716.816666666667
"1036",729.5
"1037",994
"1038",729.5
"1039",844.616666666667
"1040",818.7
"1041",1130.83333333333
"1042",996.533333333333
"1043",729.5
"1044",844.616666666667
"1045",750.75
"1046",839.2
"1047",809.033333333333
"1048",791.55
"1049",729.5
"1050",750.75
"1051",729.5
"1052",984.5
"1053",785.383333333333
"1054",785.383333333333
"1055",995.033333333333
"1056",729.5
"1057",808.683333333333
"1058",851.1
"1059",729.5
"1060",899.416666666667
"1061",817.85
"1062",1167.66666666667
"1063",844.616666666667
"1064",990.116666666667
"1065",967.283333333333
"1066",982.033333333333
"1067",729.5
"1068",981.583333333333
"1069",809.033333333333
"1070",843.35
"1071",729.5
"1072",782.333333333333
"1073",782.333333333333
"1074",811.783333333333
"1075",782.333333333333
"1076",807.6
"1077",782.333333333333
"1078",805.433333333333
"1079",933.616666666667
"1080",736.016666666667
"1081",898.95
"1082",811.783333333333
"1083",736.016666666667
"1084",736.016666666667
"1085",782.333333333333
"1086",808.933333333333
"1087",782.333333333333
"1088",736.016666666667
"1089",1043.33333333333
"1090",782.333333333333
"1091",931.35
"1092",957.366666666667
"1093",838.95
"1094",736.016666666667
"1095",782.333333333333
"1096",841.816666666667
"1097",778.95
"1098",778.95
"1099",1051.83333333333
"1100",881.4
"1101",1073.5
"1102",911.95
"1103",938.166666666667
"1104",912.566666666667
"1105",906.15
"1106",1025.75
"1107",778.95
"1108",953.733333333333
"1109",778.95
"1110",823.883333333333
"1111",926.7
"1112",778.95
"1113",778.95
"1114",841.816666666667
"1115",778.95
"1116",778.95
"1117",778.95
"1118",778.95
"1119",778.95
"1120",778.95
"1121",778.95
"1122",778.95
"1123",1042.41666666667
"1124",743.233333333333
"1125",778.95
"1126",778.95
"1127",778.95
"1128",881.4
"1129",778.95
"1130",778.95
"1131",778.95
"1132",778.95
"1133",778.95
"1134",778.95
"1135",778.95
"1136",926.7
"1137",778.95
"1138",847.933333333333
"1139",710.3
"1140",710.3
"1141",782.633333333333
"1142",878.316666666667
"1143",916.783333333333
"1144",710.3
"1145",710.3
"1146",710.3
"1147",970.666666666667
"1148",743.233333333333
"1149",743.233333333333
"1150",743.233333333333
"1151",743.233333333333
"1152",743.233333333333
"1153",743.233333333333
"1154",743.233333333333
"1155",924.083333333333
"1156",710.3
"1157",710.3
"1158",710.3
"1159",809.033333333333
"1160",799.116666666667
"1161",799.116666666667
"1162",799.116666666667
"1163",903.866666666667
"1164",799.116666666667
"1165",864.533333333333
"1166",831.783333333333
"1167",799.116666666667
"1168",799.116666666667
"1169",864.533333333333
"1170",799.116666666667
"1171",773.666666666667
"1172",773.666666666667
"1173",773.666666666667
"1174",773.666666666667
"1175",773.666666666667
"1176",773.666666666667
"1177",773.666666666667
"1178",773.666666666667
"1179",773.666666666667
"1180",773.666666666667
"1181",773.666666666667
"1182",850.95
"1183",799.116666666667
"1184",799.116666666667
"1185",799.116666666667
"1186",799.116666666667
"1187",799.116666666667
"1188",799.116666666667
"1189",831.783333333333
"1190",895.95
"1191",799.116666666667
"1192",799.116666666667
"1193",799.116666666667
"1194",799.116666666667
"1195",843.183333333333
"1196",773.666666666667
"1197",773.666666666667
"1198",773.666666666667
"1199",773.666666666667
"1200",773.666666666667
"1201",849.433333333333
"1202",773.666666666667
"1203",995.5
"1204",773.666666666667
"1205",997.75
"1206",773.666666666667
"1207",727.3
"1208",825.95
"1209",959.2
"1210",727.3
"1211",1051.33333333333
"1212",993.666666666667
"1213",886.35
"1214",956.533333333333
"1215",886.35
"1216",955.433333333333
"1217",1193.16666666667
"1218",1076.83333333333
"1219",1189.16666666667
"1220",886.35
"1221",886.35
"1222",851.766666666667
"1223",851.766666666667
"1224",939.65
"1225",939.65
"1226",851.766666666667
"1227",1090.58333333333
"1228",851.766666666667
"1229",851.766666666667
"1230",1061.33333333333
"1231",922.95
"1232",851.766666666667
"1233",851.766666666667
"1234",1048.08333333333
"1235",851.766666666667
"1236",1165.75
"1237",1001.31666666667
"1238",942.916666666667
"1239",1200.16666666667
"1240",851.766666666667
"1241",1201.25
"1242",1131.58333333333
"1243",1061.58333333333
"1244",1111.41666666667
"1245",851.766666666667
"1246",987
"1247",851.766666666667
"1248",1120.66666666667
"1249",1073.41666666667
"1250",942.916666666667
"1251",910.433333333333
"1252",851.766666666667
"1253",851.766666666667
"1254",1036.16666666667
"1255",1302.41666666667
"1256",851.766666666667
"1257",1075.5
"1258",1053.75
"1259",1103.33333333333
"1260",959.4
"1261",851.766666666667
"1262",851.766666666667
"1263",851.766666666667
"1264",851.766666666667
"1265",851.766666666667
"1266",851.766666666667
"1267",851.766666666667
"1268",851.766666666667
"1269",887.433333333333
"1270",851.766666666667
"1271",851.766666666667
"1272",1085.33333333333
"1273",1014.66666666667
"1274",871.7
"1275",1148.58333333333
"1276",726.266666666667
"1277",1171.75
"1278",1031
"1279",1145.08333333333
"1280",831.783333333333
"1281",967.083333333333
"1282",831.783333333333
"1283",778.95
"1284",872
"1285",902.416666666667
"1286",1053.66666666667
"1287",705.683333333333
"1288",925
"1289",1126.83333333333
"1290",713.25
"1291",799.116666666667
"1292",713.25
"1293",991.116666666667
"1294",946.666666666667
"1295",876.166666666667
"1296",1045.08333333333
"1297",799.116666666667
"1298",799.116666666667
"1299",943.866666666667
"1300",1056.58333333333
"1301",938.166666666667
"1302",726.266666666667
"1303",694.216666666667
"1304",1083.66666666667
"1305",840.783333333333
"1306",930.833333333333
"1307",956.666666666667
"1308",1026.41666666667
"1309",972.083333333333
"1310",995
"1311",726.266666666667
"1312",1008.25
"1313",1037.66666666667
"1314",844.65
"1315",815.1
"1316",778.95
"1317",778.95
"1318",881.4
"1319",1127.41666666667
"1320",799.433333333333
"1321",705.683333333333
"1322",726.266666666667
"1323",889.416666666667
"1324",1082.83333333333
"1325",1069.25
"1326",902.95
"1327",778.95
"1328",799.116666666667
"1329",799.116666666667
"1330",1006.28333333333
"1331",1142.83333333333
"1332",1093.58333333333
"1333",831.783333333333
"1334",1030.41666666667
"1335",997.25
"1336",961.916666666667
"1337",1127.08333333333
"1338",1151.83333333333
"1339",881.4
"1340",1109.58333333333
"1341",835.733333333333
"1342",1074.58333333333
"1343",1071
"1344",773.666666666667
"1345",713.25
"1346",964.033333333333
"1347",999
"1348",872
"1349",799.116666666667
"1350",889.066666666667
"1351",799.116666666667
"1352",799.116666666667
"1353",892.7
"1354",1071.16666666667
"1355",773.666666666667
"1356",1013.25
"1357",1042.66666666667
"1358",1131.25
"1359",831.783333333333
"1360",881.4
"1361",926.7
"1362",705.683333333333
"1363",985.25
"1364",881.4
"1365",799.116666666667
"1366",872
"1367",697.3
"1368",1136.16666666667
"1369",865.733333333333
"1370",1103.66666666667
"1371",1150.41666666667
"1372",831.783333333333
"1373",1136.58333333333
"1374",1021.16666666667
"1375",1075.83333333333
"1376",799.116666666667
"1377",821.2
"1378",835.733333333333
"1379",1171
"1380",870.166666666667
"1381",713.25
"1382",1232.08333333333
"1383",1032.91666666667
"1384",1098.58333333333
"1385",1032.66666666667
"1386",1028.83333333333
"1387",1226
"1388",705.683333333333
"1389",831.783333333333
"1390",1091.66666666667
"1391",1087
"1392",905.916666666667
"1393",1059.25
"1394",1109.83333333333
"1395",945.75
"1396",990.75
"1397",1023.16666666667
"1398",986.583333333333
"1399",1077
"1400",1193.75
"1401",888.233333333333
"1402",778.95
"1403",713.25
"1404",1085.41666666667
"1405",1001.41666666667
"1406",799.116666666667
"1407",1132.91666666667
"1408",1169.08333333333
"1409",1040.91666666667
"1410",790.65
"1411",888.416666666667
"1412",1098.75
"1413",694.216666666667
"1414",961.333333333333
"1415",941.583333333333
"1416",1040.91666666667
"1417",894.866666666667
"1418",773.666666666667
"1419",868.533333333333
"1420",1121.66666666667
"1421",1010.83333333333
"1422",1112.66666666667
"1423",799.116666666667
"1424",870.166666666667
"1425",1012
"1426",1205.08333333333
"1427",697.3
"1428",799.116666666667
"1429",697.3
"1430",835.733333333333
"1431",759.05
"1432",889.116666666667
"1433",1071.08333333333
"1434",1213.5
"1435",870.166666666667
"1436",1032
"1437",1058
"1438",1024.5
"1439",881.4
"1440",881.4
"1441",778.95
"1442",743.233333333333
"1443",799.116666666667
"1444",910.283333333333
"1445",778.95
"1446",694.216666666667
"1447",778.95
"1448",697.3
"1449",860.916666666667
"1450",799.116666666667
"1451",713.25
"1452",1089.5
"1453",1022.33333333333
"1454",1062.75
"1455",713.25
"1456",831.783333333333
"1457",713.25
