"","corona_rad"
"612",3.26065340909091
"613",3.26065340909091
"614",3.26065340909091
"615",3.26065340909091
"616",3.26065340909091
"617",3.26065340909091
"618",3.26065340909091
"619",3.26065340909091
"620",3.26065340909091
"621",3.89133522727273
"622",3.82883522727273
"623",3.26065340909091
"624",3.26065340909091
"625",3.89133522727273
"626",3.33167613636364
"627",3.26065340909091
"628",3.26065340909091
"629",3.26065340909091
"630",3.26065340909091
"631",3.26065340909091
"632",3.26065340909091
"633",3.89133522727273
"634",3.26065340909091
"635",3.26065340909091
"636",3.26065340909091
"637",3.82883522727273
"638",3.26065340909091
"639",3.33167613636364
"640",3.26065340909091
"641",3.26065340909091
"642",3.37428977272727
"643",3.26065340909091
"644",3.26065340909091
"645",3.89133522727273
"646",3.26065340909091
"647",3.26065340909091
"648",3.37144886363636
"649",3.26065340909091
"650",3.26065340909091
"651",3.89133522727273
"652",3.26065340909091
"653",3.82883522727273
"654",3.26065340909091
"655",3.26065340909091
"656",3.26065340909091
"657",3.33167613636364
"658",3.26065340909091
"659",3.26065340909091
"660",3.26065340909091
"661",3.26065340909091
"662",3.26065340909091
"663",3.26065340909091
"664",3.33167613636364
"665",3.26065340909091
"666",3.26065340909091
"667",3.26065340909091
"668",3.26065340909091
"669",3.26065340909091
"670",3.26065340909091
"671",3.26065340909091
"672",3.26065340909091
"673",3.33167613636364
"674",3.26065340909091
"675",3.26065340909091
"676",3.26065340909091
"677",3.26065340909091
"678",3.26065340909091
"679",3.26065340909091
"680",3.26065340909091
"681",3.26065340909091
"682",3.26065340909091
"683",3.26065340909091
"684",3.26065340909091
"685",3.26065340909091
"686",3.26065340909091
"687",3.26065340909091
"688",3.26065340909091
"689",3.26065340909091
"690",3.26065340909091
"691",3.26065340909091
"692",3.26065340909091
"693",1.88849431818182
"694",1.88849431818182
"695",1.88849431818182
"696",1.88849431818182
"697",1.88849431818182
"698",2.70241477272727
"699",1.88849431818182
"700",3.63565340909091
"701",3.63565340909091
"702",3.63565340909091
"703",3.63565340909091
"704",4.09019886363636
"705",4.09019886363636
"706",3.76775568181818
"707",4.09019886363636
"708",4.09019886363636
"709",3.63565340909091
"710",4.09019886363636
"711",3.68110795454545
"712",3.63565340909091
"713",3.63565340909091
"714",3.63565340909091
"715",3.63565340909091
"716",4.09019886363636
"717",3.63565340909091
"718",3.63565340909091
"719",3.63565340909091
"720",3.63565340909091
"721",4.1640625
"722",3.63565340909091
"723",4.43821022727273
"724",3.63565340909091
"725",3.63565340909091
"726",3.63565340909091
"727",3.63565340909091
"728",3.63565340909091
"729",3.63565340909091
"730",3.63565340909091
"731",3.63565340909091
"732",4.09019886363636
"733",3.63565340909091
"734",4.1640625
"735",3.63565340909091
"736",3.63565340909091
"737",3.63565340909091
"738",3.63565340909091
"739",4.1640625
"740",4.09019886363636
"741",4.1640625
"742",3.63565340909091
"743",3.63565340909091
"744",4.1640625
"745",3.63565340909091
"746",3.74502840909091
"747",3.63565340909091
"748",4.1640625
"749",3.63565340909091
"750",3.63565340909091
"751",3.63565340909091
"752",3.63565340909091
"753",4.1640625
"754",3.63565340909091
"755",3.63565340909091
"756",3.63565340909091
"757",3.63565340909091
"758",3.63565340909091
"759",3.74502840909091
"760",4.09019886363636
"761",4.09019886363636
"762",4.09019886363636
"763",3.74502840909091
"764",3.63565340909091
"765",3.63565340909091
"766",3.63565340909091
"767",4.1640625
"768",3.63565340909091
"769",4.09019886363636
"770",3.63565340909091
"771",3.63565340909091
"772",3.63565340909091
"773",3.63565340909091
"774",4.09019886363636
"775",4.09019886363636
"776",3.63565340909091
"777",3.63565340909091
"778",3.63565340909091
"779",3.68110795454545
"780",4.1640625
"781",4.09019886363636
"782",4.1640625
"783",3.49786931818182
"784",3.87002840909091
"785",3.49786931818182
"786",3.87002840909091
"787",3.87002840909091
"788",3.49786931818182
"789",3.49786931818182
"790",3.49786931818182
"791",3.87002840909091
"792",3.49786931818182
"793",3.49786931818182
"794",3.49786931818182
"795",3.87002840909091
"796",3.49786931818182
"797",3.49786931818182
"798",3.87002840909091
"799",3.87002840909091
"800",3.49786931818182
"801",3.87002840909091
"802",3.87002840909091
"803",3.87002840909091
"804",3.61292613636364
"805",3.87002840909091
"806",3.49786931818182
"807",3.87002840909091
"808",3.87002840909091
"809",3.49786931818182
"810",3.87002840909091
"811",3.49786931818182
"812",3.87002840909091
"813",3.87002840909091
"814",3.49786931818182
"815",3.49786931818182
"816",3.49786931818182
"817",3.49786931818182
"818",3.87002840909091
"819",3.49786931818182
"820",3.49786931818182
"821",3.49786931818182
"822",3.87002840909091
"823",3.87002840909091
"824",3.49786931818182
"825",3.49786931818182
"826",3.87002840909091
"827",3.87002840909091
"828",3.87002840909091
"829",3.49786931818182
"830",3.49786931818182
"831",3.49786931818182
"832",3.87002840909091
"833",3.87002840909091
"834",3.49786931818182
"835",3.87002840909091
"836",3.49786931818182
"837",3.49786931818182
"838",3.87002840909091
"839",3.49786931818182
"840",3.49786931818182
"841",3.49786931818182
"842",3.87002840909091
"843",3.87002840909091
"844",3.49786931818182
"845",3.87002840909091
"846",3.87002840909091
"847",3.49786931818182
"848",3.49786931818182
"849",4.09019886363636
"850",3.49786931818182
"851",3.49786931818182
"852",3.87002840909091
"853",3.87002840909091
"854",3.87002840909091
"855",3.49786931818182
"856",3.49786931818182
"857",3.49786931818182
"858",3.49786931818182
"859",3.87002840909091
"860",3.49786931818182
"861",3.49786931818182
"862",3.49786931818182
"863",3.49786931818182
"864",3.87002840909091
"865",3.49786931818182
"866",3.87002840909091
"867",3.87002840909091
"868",3.87002840909091
"869",3.49786931818182
"870",3.49786931818182
"871",3.49786931818182
"872",3.49786931818182
"873",3.49786931818182
"874",3.49786931818182
"875",3.87002840909091
"876",3.62713068181818
"877",3.95241477272727
"878",3.87002840909091
"879",3.87002840909091
"880",3.49786931818182
"881",3.87002840909091
"882",3.87002840909091
"883",3.49786931818182
"884",3.49786931818182
"885",3.87002840909091
"886",3.49786931818182
"887",3.87002840909091
"888",3.49786931818182
"889",3.87002840909091
"890",3.87002840909091
"891",3.49786931818182
"892",3.49786931818182
"893",3.87002840909091
"894",3.87002840909091
"895",3.49786931818182
"896",3.49786931818182
"897",3.49786931818182
"898",3.87002840909091
"899",3.87002840909091
"900",3.87002840909091
"901",3.87002840909091
"902",3.49786931818182
"903",3.87002840909091
"904",3.49786931818182
"905",3.49786931818182
"906",3.49786931818182
"907",3.49786931818182
"908",3.87002840909091
"909",3.49786931818182
"910",3.87002840909091
"911",3.49786931818182
"912",3.49786931818182
"913",3.87002840909091
"914",3.49786931818182
"915",3.49786931818182
"916",3.49786931818182
"917",3.49786931818182
"918",3.49786931818182
"919",3.49786931818182
"920",3.87002840909091
"921",3.49786931818182
"922",3.49786931818182
"923",3.87002840909091
"924",3.49786931818182
"925",3.49786931818182
"926",3.49786931818182
"927",3.87002840909091
"928",3.49786931818182
"929",3.49786931818182
"930",3.49786931818182
"931",3.49786931818182
"932",3.49786931818182
"933",3.87002840909091
"934",3.49786931818182
"935",3.87002840909091
"936",3.87002840909091
"937",3.87002840909091
"938",3.87002840909091
"939",3.49786931818182
"940",3.87002840909091
"941",3.87002840909091
"942",3.49786931818182
"943",3.87002840909091
"944",3.87002840909091
"945",3.49786931818182
"946",3.49786931818182
"947",3.49786931818182
"948",3.49786931818182
"949",3.49786931818182
"950",3.49786931818182
"951",3.49786931818182
"952",3.87002840909091
"953",3.49786931818182
"954",3.87002840909091
"955",3.49786931818182
"956",3.49786931818182
"957",3.87002840909091
"958",3.87002840909091
"959",3.49786931818182
"960",3.87002840909091
"961",3.49786931818182
"962",3.87002840909091
"963",3.49786931818182
"964",3.87002840909091
"965",3.87002840909091
"966",3.49786931818182
"967",3.87002840909091
"968",3.49786931818182
"969",3.87002840909091
"970",3.49786931818182
"971",3.49786931818182
"972",3.49786931818182
"973",3.49786931818182
"974",3.87002840909091
"975",3.49786931818182
"976",3.49786931818182
"977",3.49786931818182
"978",3.49786931818182
"979",3.49786931818182
"980",3.87002840909091
"981",3.87002840909091
"982",3.49786931818182
"983",3.49786931818182
"984",3.49786931818182
"985",3.87002840909091
"986",3.49786931818182
"987",3.62713068181818
"988",3.49786931818182
"989",3.87002840909091
"990",3.87002840909091
"991",3.49786931818182
"992",3.49786931818182
"993",3.49786931818182
"994",3.49786931818182
"995",3.87002840909091
"996",3.49786931818182
"997",3.49786931818182
"998",3.49786931818182
"999",3.87002840909091
"1000",3.87002840909091
"1001",3.87002840909091
"1002",3.49786931818182
"1003",3.49786931818182
"1004",3.49786931818182
"1005",3.87002840909091
"1006",3.49786931818182
"1007",3.87002840909091
"1008",3.49786931818182
"1009",3.87002840909091
"1010",3.87002840909091
"1011",3.87002840909091
"1012",3.49786931818182
"1013",3.49786931818182
"1014",3.49786931818182
"1015",3.87002840909091
"1016",3.49786931818182
"1017",3.49786931818182
"1018",3.49786931818182
"1019",3.87002840909091
"1020",3.49786931818182
"1021",3.49786931818182
"1022",3.87002840909091
"1023",3.49786931818182
"1024",3.87002840909091
"1025",3.49786931818182
"1026",3.87002840909091
"1027",3.49786931818182
"1028",3.62713068181818
"1029",3.49786931818182
"1030",3.87002840909091
"1031",3.57173295454545
"1032",3.49786931818182
"1033",3.49786931818182
"1034",3.87002840909091
"1035",3.49786931818182
"1036",3.49786931818182
"1037",3.87002840909091
"1038",3.87002840909091
"1039",3.49786931818182
"1040",3.49786931818182
"1041",3.49786931818182
"1042",3.49786931818182
"1043",3.49786931818182
"1044",3.49786931818182
"1045",3.49786931818182
"1046",3.87002840909091
"1047",3.49786931818182
"1048",3.87002840909091
"1049",3.49786931818182
"1050",3.49786931818182
"1051",3.49786931818182
"1052",3.49786931818182
"1053",3.87002840909091
"1054",3.87002840909091
"1055",3.49786931818182
"1056",3.49786931818182
"1057",3.49786931818182
"1058",3.49786931818182
"1059",3.87002840909091
"1060",3.87002840909091
"1061",3.87002840909091
"1062",3.49786931818182
"1063",3.87002840909091
"1064",3.49786931818182
"1065",3.49786931818182
"1066",3.87002840909091
"1067",3.87002840909091
"1068",3.49786931818182
"1069",3.87002840909091
"1070",3.62713068181818
"1071",3.87002840909091
"1072",3.87002840909091
"1073",3.49786931818182
"1074",3.49786931818182
"1075",3.49786931818182
"1076",3.87002840909091
"1077",3.07883522727273
"1078",3.07883522727273
"1079",3.07883522727273
"1080",3.07883522727273
"1081",3.07883522727273
"1082",3.07883522727273
"1083",3.07883522727273
"1084",3.07883522727273
"1085",3.07883522727273
"1086",3.07883522727273
"1087",3.07883522727273
"1088",3.07883522727273
"1089",3.07883522727273
"1090",3.07883522727273
"1091",3.07883522727273
"1092",3.07883522727273
"1093",3.07883522727273
"1094",3.07883522727273
"1095",3.07883522727273
"1096",3.07883522727273
"1097",3.07883522727273
"1098",3.07883522727273
"1099",3.07883522727273
"1100",3.07883522727273
"1101",3.07883522727273
"1102",3.07883522727273
"1103",3.07883522727273
"1104",3.07883522727273
"1105",3.07883522727273
"1106",3.07883522727273
"1107",3.07883522727273
"1108",3.07883522727273
"1109",3.07883522727273
"1110",3.07883522727273
"1111",3.07883522727273
"1112",3.07883522727273
"1113",3.07883522727273
"1114",3.07883522727273
"1115",3.56036931818182
"1116",3.56036931818182
"1117",3.56036931818182
"1118",3.56036931818182
"1119",3.56036931818182
"1120",3.56036931818182
"1121",3.56036931818182
"1122",3.56036931818182
"1123",3.56036931818182
"1124",3.56036931818182
"1125",3.56036931818182
"1126",3.56036931818182
"1127",3.56036931818182
"1128",3.56036931818182
"1129",3.56036931818182
"1130",3.56036931818182
"1131",3.56036931818182
"1132",3.56036931818182
"1133",3.56036931818182
"1134",3.56036931818182
"1135",3.56036931818182
"1136",3.56036931818182
"1137",3.56036931818182
"1138",3.56036931818182
"1139",3.56036931818182
"1140",3.56036931818182
"1141",3.56036931818182
"1142",3.56036931818182
"1143",3.56036931818182
"1144",3.56036931818182
"1145",3.56036931818182
"1146",3.56036931818182
"1147",3.56036931818182
"1148",3.56036931818182
"1149",3.56036931818182
"1150",3.56036931818182
"1151",3.56036931818182
"1152",3.56036931818182
"1153",3.56036931818182
"1154",3.56036931818182
"1155",3.56036931818182
"1156",3.56036931818182
"1157",3.56036931818182
"1158",3.56036931818182
"1159",3.56036931818182
"1160",3.56036931818182
"1161",3.56036931818182
"1162",3.56036931818182
"1163",3.56036931818182
"1164",3.56036931818182
"1165",3.56036931818182
"1166",3.56036931818182
"1167",3.56036931818182
"1168",3.56036931818182
"1169",3.56036931818182
"1170",3.56036931818182
"1171",3.56036931818182
"1172",3.56036931818182
"1173",3.56036931818182
"1174",3.56036931818182
"1175",3.56036931818182
"1176",3.56036931818182
"1177",3.56036931818182
"1178",3.56036931818182
"1179",3.56036931818182
"1180",3.56036931818182
"1181",3.56036931818182
"1182",3.56036931818182
"1183",3.56036931818182
"1184",3.56036931818182
"1185",3.56036931818182
"1186",3.64275568181818
"1187",3.56036931818182
"1188",3.56036931818182
"1189",3.56036931818182
"1190",3.56036931818182
"1191",3.56036931818182
"1192",3.56036931818182
"1193",3.56036931818182
"1194",3.56036931818182
"1195",3.56036931818182
"1196",3.56036931818182
"1197",3.56036931818182
"1198",3.56036931818182
"1199",3.56036931818182
"1200",3.56036931818182
"1201",3.56036931818182
"1202",3.56036931818182
"1203",3.56036931818182
"1204",3.64275568181818
"1205",3.56036931818182
"1206",3.56036931818182
"1207",3.56036931818182
"1208",3.56036931818182
"1209",3.56036931818182
"1210",3.56036931818182
"1211",3.56036931818182
"1212",3.56036931818182
"1213",3.56036931818182
"1214",3.56036931818182
"1215",3.56036931818182
"1216",3.56036931818182
"1217",3.56036931818182
"1218",3.56036931818182
"1219",3.56036931818182
"1220",3.56036931818182
"1221",3.56036931818182
"1222",3.56036931818182
"1223",3.56036931818182
"1224",3.56036931818182
"1225",3.56036931818182
"1226",3.56036931818182
"1227",3.56036931818182
"1228",3.56036931818182
"1229",3.56036931818182
"1230",3.56036931818182
"1231",3.56036931818182
"1232",3.56036931818182
"1233",3.56036931818182
"1234",3.56036931818182
"1235",3.56036931818182
"1236",3.56036931818182
"1237",3.56036931818182
"1238",3.56036931818182
"1239",3.56036931818182
"1240",3.56036931818182
"1241",3.56036931818182
"1242",3.56036931818182
"1243",3.56036931818182
"1244",3.56036931818182
"1245",3.56036931818182
"1246",3.56036931818182
"1247",3.56036931818182
"1248",3.56036931818182
"1249",3.56036931818182
"1250",3.56036931818182
"1251",3.56036931818182
"1252",3.56036931818182
"1253",3.56036931818182
"1254",3.56036931818182
"1255",3.56036931818182
"1256",3.56036931818182
"1257",3.56036931818182
