"","influenza_bet"
"374",1.23280485770128e-07
"375",1.23280485770128e-07
"376",1.23280485770128e-07
"377",1.23280485770128e-07
"378",1.23280485770128e-07
"379",0.00186991607079373
"380",0
"381",0
"382",0
"383",0
"384",0
"385",1.23280485770128e-07
"386",1.23280485770128e-07
"387",0.000114316377364962
"388",2.83452238943144e-06
"389",0.00248135880168756
"390",0.00139054760897978
"391",3.04164645220647e-05
"392",0.00114836323271666
"393",2.83452238943144e-06
"394",1.73639209077554e-05
"395",1.73639209077554e-05
"396",0.000155786445049565
"397",0.000311175488822002
"398",0.000704605475123932
"399",0
"400",0.000123689120379648
"401",0
"402",0.000178279356214549
"403",0.000379055706686812
"404",2.07499080082133e-05
"405",6.24844245885797e-05
"406",0.000102726837452896
"407",0
"408",1.94925048561026e-05
"409",1.94925048561026e-05
"410",1.94925048561026e-05
"411",0.00201793133071013
"412",0.000349855866846453
"413",0.000999179472490641
"414",0.000201440386322136
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0.000794011895565315
"422",0
"423",0
"424",0
"425",0
"426",0
"427",0
"428",0
"429",0
"430",0.00247624908574447
"431",0
"432",0
"433",0
"434",0
"435",0
"436",0
"437",0
"438",0
"439",0
"440",0
"441",0
"442",0
"443",0
"444",0
"445",0
"446",0
"447",0
"448",0
"449",0
"450",0
"451",0
"452",0
"453",0
"454",0
"455",0
"456",0
"457",0
"458",0
"459",0
"460",0
"461",0.00396409397981728
"462",0
"463",0.000253033731586847
"464",0.00161938452687912
"465",0.000367956370714668
"466",0.000425309646709925
"467",0.00079151593390939
"468",0.000229102308479642
"469",0
"470",0
"471",0.000510239263000583
"472",0
"473",0
"474",0.000245461568478521
"475",0.00104896496629531
"476",0.000449306606505058
"477",0.000378005427146266
"478",0
"479",0
"480",0
"481",0
"482",0
"483",5.31747438092442e-05
"484",0.0019132531082156
"485",0.000805275177916106
"486",0
"487",0
"488",0
"489",0
"490",0
"491",0
"492",0
"493",0
"494",0
"495",0
"496",0
"497",0
"498",0
"499",0
"500",0
"501",0
"502",0
"503",0
"504",0
"505",0
"506",0
"507",0
"508",0
"509",0
"510",0.000280096844889004
"511",0
"512",0
"513",0
"514",0
"515",0
"516",0
"517",0
"518",0
"519",0
"520",0
"521",0
"522",7.43443098951032e-05
"523",0
"524",0
"525",0
"526",0
"527",0
"528",0
"529",0
"530",0
"531",0
"532",0
"533",0
"534",0
"535",0
"536",0
"537",0
"538",0
"539",0
"540",0
"541",1.26552584375665e-05
"542",0.000109167681404607
"543",0
"544",0
"545",0
"546",0.00329290434224023
"547",0.00160522364822192
"548",0
"549",0.00152452777681372
"550",0
"551",0.000259098521233839
"552",0
"553",0
"554",0.000510239263000583
"555",0
"556",0
"557",0
"558",0
"559",0
"560",0
"561",0
"562",0
"563",0
"564",0
"565",0
"566",0
"567",0.000395460417093849
"568",4.93079172415945e-05
"569",0.00134531751871178
"570",1.44552088984875e-05
"571",0
"572",0.00203028463722603
"573",0.00350826017355642
"574",0.000167249576780498
"575",0.00206116786432724
"576",0.00678274515475796
"577",0.000972289345101453
"578",0.00255078778999073
"579",0.00121551894686503
"580",0.00262331657511029
"581",0.00120197181006882
"582",0.00244919700529784
"583",0.00145363774136929
"584",0.000555431372943841
"585",0.000828664399277402
"586",0.000569432967022144
"587",0.000577209972657183
"588",0.000566528117954757
"589",0
"590",0.00318186192441283
"591",0.000170438208606224
"592",0.00126870939421812
"593",0.000250158711610407
"594",3.84129891662803e-05
"595",0.00153440167908488
"596",8.60333852307936e-06
"597",0.000129400435254146
"598",0.000787014558963696
"599",0.00161046508166825
"600",0.000835310773472238
"601",0.000329561943161462
"602",0.00113048666722121
"603",0
"604",3.57117346212649e-05
"605",0.000625183441185611
"606",0.00140348000780315
"607",0
"608",0.00110004960984144
"609",0.00222832115061367
"610",3.31553423337502e-05
"611",0.00129864066187656
"612",0
"613",0
"614",0.000334317243047604
"615",0.000667406886323763
"616",0.000964367886335752
"617",3.44014117795241e-05
"618",0.00120853468617103
"619",0.000170945033072989
"620",6.13247385620789e-05
"621",0.000339212841303669
"622",0.000236791498650791
"623",0.000340993493761747
"624",0.00173526479895015
"625",0.00307923109154462
"626",0.000170945033072989
"627",0.000205062704354827
"628",0.000648836146673712
"629",0.000421096451824313
"630",2.36928254358082e-05
"631",0.000353135806534335
"632",0.000326264269556363
"633",0.00169375299516128
"634",0.000607045796187247
"635",0.000670650928173587
"636",9.26464474997826e-06
"637",0.000479367464058689
"638",0.000126792690712657
"639",0.000964367886335752
"640",0.00672022785062006
"641",9.26464474997826e-06
"642",0.000170945033072989
"643",4.05274699709741e-05
"644",0.000670650928173587
"645",3.88556596345081e-05
"646",0.000126792690712657
"647",6.13247385620789e-05
"648",0.000166307328507937
"649",0.000170945033072989
"650",0.000170945033072989
"651",0.000170945033072989
"652",0.000170945033072989
"653",0.000446293166006589
"654",9.26464474997826e-06
"655",0.000399294874924136
"656",6.36749998376499e-05
"657",0.000170945033072989
"658",3.88556596345081e-05
"659",0.00128886276067192
"660",0
"661",0.000993466645307067
"662",0.000126792690712657
"663",0.000170945033072989
"664",0.000126792690712657
"665",0.000673078325737201
"666",6.13247385620789e-05
"667",0.000164062960769498
"668",0.000170945033072989
"669",0.00210329287870458
"670",0.000683659280504516
"671",0.000531807526407196
"672",0
"673",0.000269220526682121
"674",0.00023523979240031
"675",0.00519494306021042
"676",0.000548967234970264
"677",0
"678",0
"679",3.88556596345081e-05
"680",0.000322527302108663
"681",0.000126792690712657
"682",3.88556596345081e-05
"683",3.88556596345081e-05
"684",0
"685",0.00313227683455291
"686",0.00122302763129989
"687",0.00164016968061272
"688",0
"689",0.000128784528507661
"690",0.00105718914910453
"691",8.59186623612913e-05
"692",0.000139557697320162
"693",0.000141194738240092
"694",3.88556596345081e-05
"695",0.00223466965080088
"696",5.0158570012985e-06
"697",0
"698",6.79189121598089e-05
"699",0.000184329923173495
"700",3.28956589949002e-06
"701",3.28956589949002e-06
"702",0.000702340008008967
"703",0.00131365316578497
"704",0.000685514759184928
"705",0.00114800651121556
"706",0.000201794635597113
"707",0
"708",3.28956589949002e-06
"709",8.51904166489781e-05
"710",0.00163648998895221
"711",0.000539074654087341
"712",0.00180857891611887
"713",8.95696315033464e-05
"714",0.000473640656579987
"715",8.95696315033464e-05
"716",0.00101379423204133
"717",1.44552088984875e-05
"718",0.00135468413377696
"719",0.000374446907749093
"720",0.000685741726379511
"721",0.000370347905997698
"722",0.00135748518347366
"723",0.00120821878500204
"724",0.00125210558323738
"725",3.28956589949002e-06
"726",0.000557323834885593
"727",0.0012614169515511
"728",3.28956589949002e-06
"729",0.000689781931986274
"730",0.000866121464138749
"731",3.28956589949002e-06
"732",0.000479151100693174
"733",0.000575553297563207
"734",3.28956589949002e-06
"735",3.28956589949002e-06
"736",0.00125246938287987
"737",0.000226313019993904
"738",0.000142398750267341
"739",8.85413070482977e-05
"740",0.000274640431711635
"741",0
"742",0.000562693704042355
"743",3.28956589949002e-06
"744",3.28956589949002e-06
"745",0.000142398750267341
"746",0
"747",0.000344795941123059
"748",3.28956589949002e-06
"749",3.28956589949002e-06
"750",0.000235662212745661
"751",1.44552088984875e-05
"752",0
"753",3.28956589949002e-06
"754",0
"755",3.28956589949002e-06
"756",0.000145130142327495
"757",3.28956589949002e-06
"758",0
"759",3.28956589949002e-06
"760",0.0001725600544072
"761",0
"762",0.000252633249618973
"763",3.28956589949002e-06
"764",6.83839763403392e-05
"765",0.000456275624643423
"766",0.000258173742382627
"767",7.02118541597131e-05
"768",0.000628387280592317
"769",8.95696315033464e-05
"770",1.44552088984875e-05
"771",0.0017817686577039
"772",0.00398258123891626
"773",0
"774",0.000428362525497352
"775",0.000401342831814514
"776",3.28956589949002e-06
"777",0.000527007861476765
"778",0.000448290829553932
"779",0.00186013840403051
"780",0.000647533512703809
"781",3.28956589949002e-06
"782",0.00105851057823531
"783",6.29622612015706e-05
"784",3.28956589949002e-06
"785",0.000147885432933798
"786",8.95696315033464e-05
"787",0.00170632279690509
"788",0.00206905721205432
"789",0.00287634431099829
"790",3.28956589949002e-06
"791",0.00124629370878876
"792",0.000698268866039192
"793",5.48308189945384e-05
"794",4.38155984363921e-05
"795",0.000409760160558925
"796",0.000176844626782193
"797",0.000115874492659264
"798",0
"799",0
"800",0.000315945211075282
"801",0
"802",0.000390834623147012
"803",0.000763607805093398
"804",8.95696315033464e-05
"805",0.000805514063210021
"806",1.44552088984875e-05
"807",7.02118541597131e-05
"808",0.000392505661103794
"809",0
"810",0.00244080605089947
"811",7.00882373668805e-05
"812",0
"813",0.00035917258694072
"814",0
"815",0
"816",0
"817",0.00182999987477646
"818",0
"819",5.89112364717053e-05
"820",0
"821",0
"822",7.33103326265085e-05
"823",0
"824",0
"825",0
"826",0
"827",0
"828",0.000271575121631041
"829",1.88528941630006e-05
"830",0.000885426285979892
"831",0.000749307520941682
"832",0.00185868326268012
"833",0.000651877220003529
"834",0.000556169365777781
"835",0.00074372688535025
"836",0.000199787580161343
"837",0.000607167512438855
"838",0.00301384518640788
"839",0.000257897301002996
"840",6.07014744238119e-05
"841",0.000983560805469608
"842",0.000727888430379782
"843",0.000326409512541874
"844",0.000199787580161343
"845",0.00208627715523189
"846",0.00209382833289748
"847",0.000199787580161343
"848",0.00210892201685521
"849",0
"850",0.000199787580161343
"851",0.0010171190720479
"852",0.00335633623549111
"853",0.000647937141990534
"854",0.00156852840073508
"855",0.000118341707969892
"856",0.00504305802391958
"857",0.00118904653427518
"858",2.51668819839686e-05
"859",0
"860",0.00213709318224062
"861",0.00078363946784785
"862",0.000251818558999361
"863",0.000599115494125531
"864",7.24710953434277e-05
"865",0.000199787580161343
"866",2.12131693557769e-05
"867",0.000358428683143404
"868",7.23535703242275e-05
"869",0.000651877220003529
"870",0.00239908611932306
"871",0.00279984441406912
"872",0.000731752835257963
"873",0
"874",3.13651827962187e-05
"875",0.000299456691185332
"876",0.000659232293830426
"877",0.000199787580161343
"878",0.000199787580161343
"879",0.000129193725065625
"880",0.00245147725374554
"881",0.000462442344660226
"882",0.000241060625457064
"883",7.23535703242275e-05
"884",0.000447071319240452
"885",0.000299483279310068
"886",0.000933848676757811
"887",7.23535703242275e-05
"888",0.00023104048390491
"889",2.59345486200844e-05
"890",0.000214399671020185
"891",0.000199787580161343
"892",0.000199787580161343
"893",0.00139916593606052
"894",3.13651827962187e-05
"895",0.000279449400625821
"896",0.000136619467098181
"897",0.000170507203082125
"898",4.85815649969955e-05
"899",0.00509798775424992
"900",0
"901",0.000119809800163243
"902",0
"903",0.000119809800163243
"904",0.000119809800163243
"905",0
"906",1.9556095234252e-05
"907",1.9556095234252e-05
"908",0.000119809800163243
"909",0
"910",9.34605692990174e-05
"911",2.9993021977432e-05
"912",0
"913",0.000369347809761489
"914",2.9993021977432e-05
"915",7.42172372192537e-05
"916",3.48859238127694e-05
"917",6.93302739284394e-06
"918",0
"919",9.34605692990174e-05
"920",7.42172372192537e-05
"921",1.9556095234252e-05
"922",0.000849347718944989
"923",4.7565091651261e-05
"924",9.34605692990174e-05
"925",2.9993021977432e-05
"926",0.00244026448198991
"927",0.000177913812029183
"928",0.000772976730727946
"929",0
"930",1.9556095234252e-05
"931",1.9556095234252e-05
"932",4.09217056189586e-05
"933",0.000860525338465793
"934",0
"935",1.9556095234252e-05
"936",0
"937",9.99964871298338e-05
"938",0.000119809800163243
"939",7.42172372192537e-05
"940",6.50010564982386e-05
"941",4.7565091651261e-05
"942",1.9556095234252e-05
"943",9.34605692990174e-05
"944",0
"945",0
"946",9.34605692990174e-05
"947",0
"948",0.00132751905704965
"949",0.00013420431106702
"950",0.000339022860131164
"951",2.00089433081474e-05
"952",2.68402961804585e-05
"953",1.3204434177593e-05
"954",0.000179320131034701
"955",1.87063895831471e-05
"956",0.000284755145718991
"957",0
"958",0.000120098271614548
"959",0
"960",0.00028745450278612
"961",0
"962",0
"963",0.000265753365636076
"964",1.1464417948181e-05
"965",2.35731695098108e-05
"966",0.00015054854679173
"967",0
"968",0
"969",0
"970",0.00015054854679173
"971",0
"972",0
"973",0.000195540828481809
"974",0.000132332723531292
"975",0.000132332723531292
"976",0
"977",0.00123120889249994
"978",6.14978599769897e-06
"979",0
"980",0
"981",2.60040291663562e-05
"982",0.00012659045343996
"983",0.000252430988129456
"984",0
"985",0
"986",0
"987",0.000172403777526524
"988",0
"989",0
"990",0
"991",0
"992",0
"993",0
"994",0
"995",3.47367528296807e-05
"996",0
"997",4.55716975350203e-06
"998",0
"999",4.55716975350203e-06
"1000",0
"1001",0
"1002",4.55716975350203e-06
"1003",0.000155109971391094
"1004",0
"1005",0.000126107141038306
"1006",0
"1007",0
"1008",0
"1009",0
"1010",7.59399057277393e-05
"1011",0
"1012",0
"1013",0.000213821159418834
"1014",0
"1015",0
"1016",0.000179064269946491
"1017",5.78001666635264e-05
"1018",0
"1019",4.08132576968428e-05
"1020",0.000451455161803595
"1021",0.000268927819115278
"1022",0.000317061726564826
"1023",0
"1024",7.60396701943417e-05
"1025",0
"1026",9.12113187087875e-05
"1027",0
"1028",5.63769749832998e-05
"1029",0.00014441597762369
"1030",0
"1031",0
"1032",0.000288794381979291
"1033",0.00013020201821306
"1034",0
"1035",0
"1036",0
"1037",0.000210129249349193
"1038",0
"1039",4.81878056987243e-05
"1040",1.92106346622409e-05
"1041",0.00174151362511449
"1042",0.000529920810215333
"1043",0
"1044",4.81878056987243e-05
"1045",1.62706813526055e-06
"1046",3.42504328765436e-05
"1047",8.7771611903963e-06
"1048",1.08290209995118e-05
"1049",0
"1050",1.62706813526055e-06
"1051",0
"1052",0.000177155584558669
"1053",5.69805351391532e-06
"1054",5.69805351391532e-06
"1055",0.000444317792713141
"1056",0
"1057",1.02469480246532e-05
"1058",0.000111303777152709
"1059",0
"1060",4.53537062371044e-05
"1061",5.71520914700959e-05
"1062",0.00249518590644563
"1063",4.81878056987243e-05
"1064",0.000601833778006902
"1065",0.000373718773966959
"1066",0.000485522571899536
"1067",0
"1068",0.000207453534983122
"1069",8.7771611903963e-06
"1070",3.55010967728206e-05
"1071",0
"1072",3.50389935033595e-06
"1073",3.50389935033595e-06
"1074",8.80640533658415e-06
"1075",3.50389935033595e-06
"1076",9.00925962660162e-05
"1077",3.50389935033595e-06
"1078",6.93302739284394e-06
"1079",0.000104404933786251
"1080",0
"1081",3.69019986424363e-05
"1082",8.80640533658415e-06
"1083",0
"1084",0
"1085",3.50389935033595e-06
"1086",3.21635398360334e-05
"1087",3.50389935033595e-06
"1088",0
"1089",0.000581237249040704
"1090",3.50389935033595e-06
"1091",0.000126821076464396
"1092",0.000522766884282757
"1093",3.20855228591522e-05
"1094",0
"1095",3.50389935033595e-06
"1096",5.5527457093629e-05
"1097",0
"1098",0
"1099",0.000608838877784057
"1100",4.74095611071757e-05
"1101",0.0012831760037948
"1102",0.00011633898877389
"1103",0.000111457677288563
"1104",0.000463302024405349
"1105",0.000199469037956886
"1106",0.000322527302108663
"1107",0
"1108",0.000338788345704302
"1109",0
"1110",3.81441355642521e-05
"1111",0.00015637141599412
"1112",0
"1113",0
"1114",5.5527457093629e-05
"1115",0
"1116",0
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0.00037575835022596
"1124",0
"1125",0
"1126",0
"1127",0
"1128",4.74095611071757e-05
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0.00015637141599412
"1137",0
"1138",3.88556596345081e-05
"1139",0
"1140",0
"1141",2.2508174139823e-05
"1142",0.000211630053162773
"1143",0.000311812391418393
"1144",0
"1145",0
"1146",0
"1147",0.000142857322603178
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",6.43723106280064e-05
"1156",0
"1157",0
"1158",0
"1159",4.51939088726754e-05
"1160",0
"1161",0
"1162",0
"1163",0.000222429043992703
"1164",0
"1165",9.38810838756919e-05
"1166",1.9775218172232e-05
"1167",0
"1168",0
"1169",9.38810838756919e-05
"1170",0
"1171",0
"1172",0
"1173",0
"1174",0
"1175",0
"1176",0
"1177",0
"1178",0
"1179",0
"1180",0
"1181",0
"1182",0.000364266938489833
"1183",0
"1184",0
"1185",0
"1186",0
"1187",0
"1188",0
"1189",1.9775218172232e-05
"1190",0.000195900542187915
"1191",0
"1192",0
"1193",0
"1194",0
"1195",8.22442401399908e-05
"1196",0
"1197",0
"1198",0
"1199",0
"1200",0
"1201",2.92730529363957e-05
"1202",0
"1203",0.00021308365141163
"1204",0
"1205",0.000284976722137917
"1206",0
"1207",0
"1208",1.22297348975037e-05
"1209",0.000130648253806425
"1210",0
"1211",0.000560799429656871
"1212",0.000175480991633783
"1213",1.42979107893314e-05
"1214",4.94072470120103e-05
"1215",1.42979107893314e-05
"1216",0.000283523985196866
"1217",0.00207635297832071
"1218",0.000407698738274924
"1219",0.00309852618924595
"1220",1.42979107893314e-05
"1221",1.42979107893314e-05
"1222",0
"1223",0
"1224",6.24434718763457e-05
"1225",6.24434718763457e-05
"1226",0
"1227",0.00082270550501924
"1228",0
"1229",0
"1230",0.000847619373429908
"1231",6.33031882745444e-05
"1232",0
"1233",0
"1234",0.000247719611104448
"1235",0
"1236",0.00167225985640639
"1237",0.00020238962185323
"1238",2.91386018656183e-05
"1239",0.00322060528269582
"1240",0
"1241",0.00293365517846993
"1242",0.00112979403476993
"1243",0.000475055977919093
"1244",0.000725147779187959
"1245",0
"1246",7.76073915634789e-05
"1247",0
"1248",0.00153104647554577
"1249",0.000364309921119022
"1250",2.91386018656183e-05
"1251",5.98453663116447e-05
"1252",0
"1253",0
"1254",0.000338621401974642
"1255",0.0056092391652566
"1256",0
"1257",0.000729591441685639
"1258",0.000279125513101266
"1259",0.000711444566647134
"1260",0.000246039409297502
"1261",0
"1262",0
"1263",0
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",7.43443098951032e-05
"1270",0
"1271",0
"1272",0.00130625760337196
"1273",0.000297759078386227
"1274",9.38688501783265e-05
"1275",0.00130582696115061
"1276",0
"1277",0.00314820113240654
"1278",0.000295788273209906
"1279",0.0022860634707544
"1280",1.9775218172232e-05
"1281",0.000148951136777117
"1282",1.9775218172232e-05
"1283",0
"1284",0
"1285",3.66153606753654e-05
"1286",0.000525634615827131
"1287",0
"1288",0.000414303934981898
"1289",0.000853330764658783
"1290",0
"1291",0
"1292",0
"1293",0.000958229094071975
"1294",7.9444943794202e-05
"1295",0.000100175693887328
"1296",0.000704222845015408
"1297",0
"1298",0
"1299",0.000200855854412379
"1300",0.000734638672557152
"1301",0.000111457677288563
"1302",0
"1303",0
"1304",0.00130370396447037
"1305",3.84129891662803e-05
"1306",0.000233969114651439
"1307",0.000207110430689324
"1308",0.000784239031133336
"1309",0.000155259187760168
"1310",0.000525279791021511
"1311",0
"1312",0.000243718530357948
"1313",0.00048201192107323
"1314",0.000105669952309751
"1315",1.38371694855446e-05
"1316",0
"1317",0
"1318",4.74095611071757e-05
"1319",0.00165309548002113
"1320",0.000142055675025611
"1321",0
"1322",0
"1323",3.94843876788375e-06
"1324",0.000605754737786535
"1325",0.00139828026283253
"1326",0.000103261917027114
"1327",0
"1328",0
"1329",0
"1330",0.000392141083474398
"1331",0.00106380986033671
"1332",0.000898791924365013
"1333",1.9775218172232e-05
"1334",0.00037227623200386
"1335",0.000401611904293095
"1336",5.023907459081e-05
"1337",0.0010560588636312
"1338",0.00185188341403719
