"","corona_lev"
"1152",-0.995121951219512
"1153",-0.995121951219512
"1154",-0.995121951219512
"1155",-0.995121951219512
"1156",-0.995121951219512
"1157",-0.995121951219512
"1158",-0.995121951219512
"1159",-0.995121951219512
"1160",-0.995121951219512
"1161",-0.995121951219512
"1162",-0.995121951219512
"1163",-0.995121951219512
"1164",-0.995121951219512
"1165",-0.995121951219512
"1166",-0.995121951219512
"1167",-0.995121951219512
"1168",-0.995121951219512
"1169",-0.995121951219512
"1170",-0.995121951219512
"1171",-0.995121951219512
"1172",-0.995121951219512
"1173",-0.995121951219512
"1174",-0.995121951219512
"1175",-0.995121951219512
"1176",-0.995121951219512
"1177",-0.995121951219512
"1178",-0.995121951219512
"1179",-0.995121951219512
"1180",-0.995121951219512
"1181",-0.995121951219512
"1182",-0.995121951219512
"1183",-0.995121951219512
"1184",-0.995121951219512
"1185",-0.995121951219512
"1186",-0.943851768669287
"1187",-0.995121951219512
"1188",-0.995121951219512
"1189",-0.995121951219512
"1190",-0.995121951219512
"1191",-0.995121951219512
"1192",-0.995121951219512
"1193",-0.995121951219512
"1194",-0.995121951219512
"1195",-0.995121951219512
"1196",-0.995121951219512
"1197",-0.995121951219512
"1198",-0.995121951219512
"1199",-0.995121951219512
"1200",-0.995121951219512
"1201",-0.995121951219512
"1202",-0.995121951219512
"1203",-0.995121951219512
"1204",-0.943851768669287
"1205",-0.995121951219512
"1206",-0.995121951219512
"1207",-0.995121951219512
"1208",-0.995121951219512
"1209",-0.995121951219512
"1210",-0.995121951219512
"1211",-0.995121951219512
"1212",-0.995121951219512
"1213",-0.995121951219512
"1214",-0.995121951219512
"1215",-0.995121951219512
"1216",-0.995121951219512
"1217",-0.995121951219512
"1218",-0.995121951219512
"1219",-0.995121951219512
"1220",-0.995121951219512
"1221",-0.995121951219512
"1222",-0.995121951219512
"1223",-0.995121951219512
"1224",-0.995121951219512
"1225",-0.995121951219512
"1226",-0.995121951219512
"1227",-0.995121951219512
"1228",-0.995121951219512
"1229",-0.995121951219512
"1230",-0.995121951219512
"1231",-0.995121951219512
"1232",-0.995121951219512
"1233",-0.995121951219512
"1234",-0.995121951219512
"1235",-0.995121951219512
"1236",-0.995121951219512
"1237",-0.995121951219512
"1238",-0.995121951219512
"1239",-0.995121951219512
"1240",-0.995121951219512
"1241",-0.995121951219512
"1242",-0.995121951219512
"1243",-0.995121951219512
"1244",-0.995121951219512
"1245",-0.995121951219512
"1246",-0.995121951219512
"1247",-0.995121951219512
"1248",-0.995121951219512
"1249",-0.995121951219512
"1250",-0.995121951219512
"1251",-0.995121951219512
"1252",-0.995121951219512
"1253",-0.995121951219512
"1254",-0.995121951219512
"1255",-0.995121951219512
"1256",-0.995121951219512
"1257",-0.995121951219512
"1258",-0.995121951219512
"1259",-0.995121951219512
"1260",-0.995121951219512
"1261",-0.995121951219512
"1262",-0.995121951219512
"1263",-0.995121951219512
"1264",-0.995121951219512
"1265",-0.995121951219512
"1266",-0.995121951219512
"1267",-0.995121951219512
"1268",-0.995121951219512
"1269",-0.995121951219512
"1270",-0.995121951219512
"1271",-0.995121951219512
"1272",-0.995121951219512
"1273",-0.995121951219512
"1274",-0.995121951219512
"1275",-0.995121951219512
"1276",-0.995121951219512
"1277",-0.995121951219512
"1278",-0.995121951219512
"1279",-0.995121951219512
"1280",-0.995121951219512
"1281",-0.995121951219512
"1282",-0.995121951219512
"1283",-0.995121951219512
"1284",-0.995121951219512
"1285",-0.995121951219512
"1286",-0.995121951219512
"1287",-0.995121951219512
"1288",-0.995121951219512
"1289",-0.995121951219512
"1290",-0.995121951219512
"1291",-0.995121951219512
"1292",-0.995121951219512
"1293",-0.995121951219512
"1294",-0.995121951219512
"1295",-0.995121951219512
"1296",-0.995121951219512
"1297",-0.995121951219512
"1298",-0.995121951219512
"1299",-0.995121951219512
"1300",-0.995121951219512
"1301",-0.995121951219512
"1302",-0.995121951219512
"1303",-0.995121951219512
"1304",-0.995121951219512
"1305",-0.995121951219512
"1306",-0.995121951219512
"1307",-0.995121951219512
"1308",-0.995121951219512
"1309",-0.995121951219512
"1310",-0.995121951219512
"1311",-0.995121951219512
"1312",-0.995121951219512
"1313",-0.995121951219512
"1314",-0.995121951219512
"1315",-0.995121951219512
"1316",-0.995121951219512
"1317",-0.995121951219512
"1318",-0.995121951219512
"1319",-0.995121951219512
"1320",-0.995121951219512
"1321",-0.995121951219512
"1322",-0.995121951219512
"1323",-0.995121951219512
"1324",-0.995121951219512
"1325",-0.995121951219512
"1326",-0.995121951219512
"1327",-0.995121951219512
"1328",-0.995121951219512
"1329",-0.995121951219512
"1330",-0.995121951219512
"1331",-0.995121951219512
"1332",-0.995121951219512
"1333",-0.995121951219512
"1334",-0.995121951219512
"1335",-0.995121951219512
"1336",-0.982905982905983
"1337",-0.982905982905983
"1338",-0.982905982905983
"1339",-0.982905982905983
"1340",-0.982905982905983
"1341",-0.982905982905983
"1342",-0.982905982905983
"1343",-0.982905982905983
"1344",-0.982905982905983
"1345",-0.982905982905983
"1346",-0.982905982905983
"1347",-0.982905982905983
"1348",-0.982905982905983
"1349",-0.982905982905983
"1350",-0.982905982905983
"1351",-0.982905982905983
"1352",-0.982905982905983
"1353",-0.982905982905983
"1354",-0.982905982905983
"1355",-0.982905982905983
"1356",-0.947368421052632
"1357",-0.947368421052632
"1358",-0.947368421052632
"1359",-0.947368421052632
"1360",-0.947368421052632
"1361",-0.947368421052632
"1362",-0.947368421052632
"1363",-0.947368421052632
"1364",-0.947368421052632
"1365",-0.947368421052632
"1366",-0.947368421052632
"1367",-0.947368421052632
"1368",-0.947368421052632
"1369",-0.947368421052632
"1370",-0.947368421052632
"1371",-0.947368421052632
"1372",-0.947368421052632
"1373",-0.947368421052632
"1374",-0.947368421052632
"1375",-0.947368421052632
"1376",-0.947368421052632
"1377",-0.947368421052632
"1378",-0.947368421052632
"1379",-0.995433789954338
"1380",-0.995433789954338
"1381",-0.995433789954338
"1382",-0.995433789954338
"1383",-0.995433789954338
"1384",-0.995433789954338
"1385",-0.995433789954338
"1386",-0.995433789954338
"1387",-0.995433789954338
"1388",-0.995433789954338
"1389",-0.995433789954338
"1390",-0.995433789954338
"1391",-0.935483870967742
"1392",-0.942857142857143
"1393",-0.942857142857143
"1394",-0.942857142857143
"1395",-0.942857142857143
"1396",0.859146767211283
"1397",0.908059611374087
"1398",0.992643237475153
"1399",0.956718335299983
"1400",0.91265477354187
"1401",0.898219648219648
"1402",0.580483431705669
"1403",0.981005473815483
"1404",0.727852090644082
"1405",0.989947937037732
"1406",0.745669614453945
"1407",0.943561256776136
"1408",0.933451279712843
"1409",0.991463539635483
