"","corona_lev"
"359",-0.995433789954338
"360",-0.995433789954338
"361",-0.995433789954338
"362",-0.980887342754526
"363",-0.995433789954338
"364",-0.948591806954176
"365",-0.980887342754526
"366",-0.720399347853938
"367",-0.686076685986378
"368",-0.966904649635066
"369",-0.995433789954338
"370",-0.995433789954338
"371",-0.995433789954338
"372",-0.828021630821634
"373",-0.910482635342186
"374",-0.930928062311706
"375",-0.869472597121997
"376",-0.95966009046688
"377",-0.882949686070784
"378",-0.972716918616691
"379",-0.910482635342186
"380",-0.910482635342186
"381",-0.98999460006331
"382",-0.866440752609188
"383",-0.863856081974549
"384",-0.995433789954338
"385",-0.764536156273598
"386",-0.995433789954338
"387",-0.950476507619365
"388",-0.910482635342186
"389",-0.910482635342186
"390",-0.939888635788408
"391",-0.878900491400491
"392",-0.950476507619365
"393",-0.963850215250862
"394",-0.96754785273349
"395",-0.919885721505552
"396",-0.866440752609188
"397",-0.781505167481615
"398",-0.995433789954338
"399",-0.995433789954338
"400",-0.995433789954338
"401",-0.995433789954338
"402",-0.995433789954338
"403",-0.995433789954338
"404",-0.995433789954338
"405",-0.995433789954338
"406",-0.995433789954338
"407",-0.995433789954338
"408",-0.995433789954338
"409",-0.995433789954338
"410",-0.995433789954338
"411",-0.995433789954338
"412",-0.995433789954338
"413",-0.995433789954338
"414",-0.995433789954338
"415",-0.995433789954338
"416",-0.995433789954338
"417",-0.995433789954338
"418",-0.995433789954338
"419",-0.995433789954338
"420",-0.995433789954338
"421",-0.995433789954338
"422",-0.995433789954338
"423",-0.995433789954338
"424",-0.995433789954338
"425",-0.995433789954338
"426",-0.995433789954338
"427",-0.796808257444778
"428",-0.915641720245301
"429",-0.946017876824666
"430",-0.866440752609188
"431",-0.799496171979367
"432",-0.995433789954338
"433",-0.950476507619365
"434",-0.904535100434873
"435",-0.995433789954338
"436",-0.995433789954338
"437",-0.995433789954338
"438",-0.972716918616691
"439",-0.866440752609188
"440",-0.930928062311706
"441",-0.950476507619365
"442",-0.878900491400491
"443",-0.878900491400491
"444",-0.939888635788408
"445",-0.878900491400491
"446",-0.880794430794431
"447",-0.995433789954338
"448",-0.96754785273349
"449",-0.995433789954338
"450",-0.995433789954338
"451",-0.939888635788408
"452",-0.972716918616691
"453",-0.995433789954338
"454",-0.995433789954338
"455",-0.995433789954338
"456",-0.995433789954338
"457",-0.966904649635066
"458",-0.972716918616691
"459",-0.995433789954338
"460",-0.995433789954338
"461",-0.947368421052632
"462",-0.995433789954338
"463",-0.872348484848485
"464",-0.995433789954338
"465",-0.995433789954338
"466",-0.978495038801591
"467",-0.972716918616691
"468",-0.995433789954338
"469",-0.995433789954338
"470",-0.972716918616691
"471",-0.972716918616691
"472",-0.995433789954338
"473",-0.995433789954338
"474",-0.878900491400491
"475",-0.995433789954338
"476",-0.878900491400491
"477",-0.995433789954338
"478",-0.995433789954338
"479",-0.995433789954338
"480",-0.995433789954338
"481",-0.995433789954338
"482",-0.995433789954338
"483",-0.995433789954338
"484",-0.995433789954338
"485",-0.995433789954338
"486",-0.995433789954338
"487",-0.978495038801591
"488",-0.995433789954338
"489",-0.995433789954338
"490",-0.995433789954338
"491",-0.995433789954338
"492",-0.995433789954338
"493",-0.995433789954338
"494",-0.995433789954338
"495",-0.995433789954338
"496",-0.995433789954338
"497",-0.904535100434873
"498",-0.995433789954338
"499",-0.995433789954338
"500",-0.995433789954338
"501",-0.933333333333333
"502",-0.828132501704131
"503",-0.844705118276748
"504",-0.838344988344988
"505",-0.932789432789433
"506",-0.990783410138249
"507",-0.990783410138249
"508",-0.985959508024733
"509",-0.927990254193463
"510",-0.968098415346122
"511",-0.932789432789433
"512",-0.968098415346122
"513",-0.97121784493614
"514",-0.954643381491445
"515",-0.973876535531022
"516",-0.927990254193463
"517",-0.894405594405594
"518",-0.894405594405594
"519",-0.990783410138249
"520",-0.97121784493614
"521",-0.97121784493614
"522",-0.899912351574756
"523",-0.92145010418052
"524",-0.954643381491445
"525",-0.927990254193463
"526",-0.926309559041136
"527",-0.872028359153665
"528",-0.949591600811113
"529",-0.945137358297089
"530",-0.990783410138249
"531",-0.869706510036018
"532",-0.944613484443993
"533",-0.935483870967742
"534",-0.935483870967742
"535",-0.974942565582091
"536",-0.904761904761905
"537",-0.904761904761905
"538",-0.904761904761905
"539",-0.872935162765671
"540",-0.904761904761905
"541",-0.904761904761905
"542",-0.904761904761905
"543",-0.957664884135472
"544",-0.963443004320372
"545",-0.953256245227446
"546",-0.995121951219512
"547",-0.978184667408965
"548",-0.978184667408965
"549",-0.972406547224065
"550",-0.978495038801591
"551",-0.942857142857143
"552",-0.977011494252874
"553",-0.977011494252874
"554",-0.977011494252874
"555",-0.977011494252874
"556",-0.977011494252874
"557",-0.977011494252874
"558",-0.977011494252874
"559",-0.977011494252874
"560",-0.977011494252874
"561",-0.977011494252874
"562",-0.977011494252874
"563",-0.977011494252874
"564",-0.977011494252874
"565",-0.933333333333333
"566",-0.933333333333333
"567",-0.990783410138249
"568",-0.990783410138249
"569",-0.990783410138249
"570",-0.990783410138249
"571",-0.990783410138249
"572",-0.973876535531022
"573",-0.986269879417358
"574",-0.97121784493614
"575",-0.990783410138249
"576",-0.990783410138249
"577",-0.985959508024733
"578",-0.990783410138249
"579",-0.990783410138249
"580",-0.990783410138249
"581",-0.990783410138249
"582",-0.985959508024733
"583",-0.97121784493614
"584",-0.990783410138249
"585",-0.97121784493614
"586",-0.990783410138249
"587",-0.990783410138249
"588",-0.990783410138249
"589",-0.990783410138249
"590",-0.990783410138249
"591",-0.990783410138249
"592",-0.990783410138249
"593",-0.990783410138249
"594",-0.990783410138249
"595",-0.986269879417358
"596",-0.990783410138249
"597",-0.990783410138249
"598",-0.990783410138249
"599",-0.990783410138249
"600",-0.990783410138249
"601",-0.990783410138249
"602",-0.97121784493614
"603",-0.986269879417358
"604",-0.990783410138249
"605",-0.990783410138249
"606",-0.990783410138249
"607",-0.990783410138249
"608",-0.990783410138249
"609",-0.990783410138249
"610",-0.990783410138249
"611",-0.990783410138249
"612",-0.990783410138249
"613",-0.990783410138249
"614",-0.990783410138249
"615",-0.990783410138249
"616",-0.990783410138249
"617",-0.990783410138249
"618",-0.990783410138249
"619",-0.990783410138249
"620",-0.990783410138249
"621",-0.986269879417358
"622",-0.985959508024733
"623",-0.990783410138249
"624",-0.990783410138249
"625",-0.986269879417358
"626",-0.97121784493614
"627",-0.990783410138249
"628",-0.990783410138249
"629",-0.990783410138249
"630",-0.990783410138249
"631",-0.990783410138249
"632",-0.990783410138249
"633",-0.986269879417358
"634",-0.990783410138249
"635",-0.990783410138249
"636",-0.990783410138249
"637",-0.985959508024733
"638",-0.990783410138249
"639",-0.97121784493614
"640",-0.990783410138249
"641",-0.990783410138249
"642",-0.973876535531022
"643",-0.990783410138249
"644",-0.990783410138249
"645",-0.986269879417358
"646",-0.990783410138249
"647",-0.990783410138249
"648",-0.939543636791343
"649",-0.990783410138249
"650",-0.990783410138249
"651",-0.986269879417358
"652",-0.990783410138249
"653",-0.985959508024733
"654",-0.990783410138249
"655",-0.990783410138249
"656",-0.990783410138249
"657",-0.97121784493614
"658",-0.990783410138249
"659",-0.990783410138249
"660",-0.990783410138249
"661",-0.990783410138249
"662",-0.990783410138249
"663",-0.990783410138249
"664",-0.97121784493614
"665",-0.990783410138249
"666",-0.990783410138249
"667",-0.990783410138249
"668",-0.990783410138249
"669",-0.990783410138249
"670",-0.990783410138249
"671",-0.990783410138249
"672",-0.990783410138249
"673",-0.97121784493614
"674",-0.990783410138249
"675",-0.990783410138249
"676",-0.990783410138249
"677",-0.990783410138249
"678",-0.990783410138249
"679",-0.990783410138249
"680",-0.990783410138249
"681",-0.990783410138249
"682",-0.990783410138249
"683",-0.990783410138249
"684",-0.990783410138249
"685",-0.990783410138249
"686",-0.990783410138249
"687",-0.990783410138249
"688",-0.990783410138249
"689",-0.990783410138249
"690",-0.990783410138249
"691",-0.990783410138249
"692",-0.990783410138249
"693",-0.935483870967742
"694",-0.935483870967742
"695",-0.935483870967742
"696",-0.935483870967742
"697",-0.935483870967742
"698",-0.881944444444444
"699",-0.935483870967742
"700",-0.995433789954338
"701",-0.995433789954338
"702",-0.995433789954338
"703",-0.995433789954338
"704",-0.98999460006331
"705",-0.98999460006331
"706",-0.978495038801591
"707",-0.98999460006331
"708",-0.98999460006331
"709",-0.995433789954338
"710",-0.98999460006331
"711",-0.944162140061912
"712",-0.995433789954338
"713",-0.995433789954338
"714",-0.995433789954338
"715",-0.995433789954338
"716",-0.98999460006331
"717",-0.995433789954338
"718",-0.995433789954338
"719",-0.995433789954338
"720",-0.995433789954338
"721",-0.990578011295302
"722",-0.995433789954338
"723",-0.985165393913811
"724",-0.995433789954338
"725",-0.995433789954338
"726",-0.995433789954338
"727",-0.995433789954338
"728",-0.995433789954338
"729",-0.995433789954338
"730",-0.995433789954338
"731",-0.995433789954338
"732",-0.98999460006331
"733",-0.995433789954338
"734",-0.990578011295302
"735",-0.995433789954338
"736",-0.995433789954338
"737",-0.995433789954338
"738",-0.995433789954338
"739",-0.990578011295302
"740",-0.98999460006331
"741",-0.990578011295302
"742",-0.995433789954338
"743",-0.995433789954338
"744",-0.990578011295302
"745",-0.995433789954338
"746",-0.975836348206709
"747",-0.995433789954338
"748",-0.990578011295302
"749",-0.995433789954338
"750",-0.995433789954338
"751",-0.995433789954338
"752",-0.995433789954338
"753",-0.990578011295302
"754",-0.995433789954338
"755",-0.995433789954338
"756",-0.995433789954338
"757",-0.995433789954338
"758",-0.995433789954338
"759",-0.975836348206709
"760",-0.98999460006331
"761",-0.98999460006331
"762",-0.98999460006331
"763",-0.975836348206709
"764",-0.995433789954338
"765",-0.995433789954338
"766",-0.995433789954338
"767",-0.990578011295302
"768",-0.995433789954338
"769",-0.98999460006331
"770",-0.995433789954338
"771",-0.995433789954338
"772",-0.995433789954338
"773",-0.995433789954338
"774",-0.98999460006331
"775",-0.98999460006331
"776",-0.995433789954338
"777",-0.995433789954338
"778",-0.995433789954338
"779",-0.944162140061912
"780",-0.990578011295302
"781",-0.98999460006331
"782",-0.990578011295302
"783",-0.994535519125683
"784",-0.989684228670684
"785",-0.994535519125683
"786",-0.989684228670684
"787",-0.989684228670684
"788",-0.994535519125683
"789",-0.994535519125683
"790",-0.994535519125683
"791",-0.989684228670684
"792",-0.994535519125683
"793",-0.994535519125683
"794",-0.994535519125683
"795",-0.989684228670684
"796",-0.994535519125683
"797",-0.994535519125683
"798",-0.989684228670684
"799",-0.989684228670684
"800",-0.994535519125683
"801",-0.989684228670684
"802",-0.989684228670684
"803",-0.989684228670684
"804",-0.974942565582091
"805",-0.989684228670684
"806",-0.994535519125683
"807",-0.989684228670684
"808",-0.989684228670684
"809",-0.994535519125683
"810",-0.989684228670684
"811",-0.994535519125683
"812",-0.989684228670684
"813",-0.989684228670684
"814",-0.994535519125683
"815",-0.994535519125683
"816",-0.994535519125683
"817",-0.994535519125683
"818",-0.989684228670684
"819",-0.994535519125683
"820",-0.994535519125683
"821",-0.994535519125683
"822",-0.989684228670684
"823",-0.989684228670684
"824",-0.994535519125683
"825",-0.994535519125683
"826",-0.989684228670684
"827",-0.989684228670684
"828",-0.989684228670684
"829",-0.994535519125683
"830",-0.994535519125683
"831",-0.994535519125683
"832",-0.989684228670684
"833",-0.989684228670684
"834",-0.994535519125683
"835",-0.989684228670684
"836",-0.994535519125683
"837",-0.994535519125683
"838",-0.989684228670684
"839",-0.994535519125683
"840",-0.994535519125683
"841",-0.994535519125683
"842",-0.989684228670684
"843",-0.989684228670684
"844",-0.994535519125683
"845",-0.989684228670684
"846",-0.989684228670684
"847",-0.994535519125683
"848",-0.994535519125683
"849",-0.98999460006331
"850",-0.994535519125683
"851",-0.994535519125683
"852",-0.989684228670684
"853",-0.989684228670684
"854",-0.989684228670684
"855",-0.994535519125683
"856",-0.994535519125683
"857",-0.994535519125683
"858",-0.994535519125683
"859",-0.989684228670684
"860",-0.994535519125683
"861",-0.994535519125683
"862",-0.994535519125683
"863",-0.994535519125683
"864",-0.989684228670684
"865",-0.994535519125683
"866",-0.989684228670684
"867",-0.989684228670684
"868",-0.989684228670684
"869",-0.994535519125683
"870",-0.994535519125683
"871",-0.994535519125683
"872",-0.994535519125683
"873",-0.994535519125683
"874",-0.994535519125683
"875",-0.989684228670684
"876",-0.977601256176973
"877",-0.939710848459266
"878",-0.989684228670684
"879",-0.989684228670684
"880",-0.994535519125683
"881",-0.989684228670684
"882",-0.989684228670684
"883",-0.994535519125683
"884",-0.994535519125683
"885",-0.989684228670684
"886",-0.994535519125683
"887",-0.989684228670684
"888",-0.994535519125683
"889",-0.989684228670684
"890",-0.989684228670684
"891",-0.994535519125683
"892",-0.994535519125683
"893",-0.989684228670684
"894",-0.989684228670684
"895",-0.994535519125683
"896",-0.994535519125683
"897",-0.994535519125683
"898",-0.989684228670684
"899",-0.989684228670684
"900",-0.989684228670684
"901",-0.989684228670684
"902",-0.994535519125683
"903",-0.989684228670684
"904",-0.994535519125683
"905",-0.994535519125683
"906",-0.994535519125683
"907",-0.994535519125683
"908",-0.989684228670684
"909",-0.994535519125683
"910",-0.989684228670684
"911",-0.994535519125683
"912",-0.994535519125683
"913",-0.989684228670684
"914",-0.994535519125683
"915",-0.994535519125683
"916",-0.994535519125683
"917",-0.994535519125683
"918",-0.994535519125683
"919",-0.994535519125683
"920",-0.989684228670684
"921",-0.994535519125683
"922",-0.994535519125683
"923",-0.989684228670684
"924",-0.994535519125683
"925",-0.994535519125683
"926",-0.994535519125683
"927",-0.989684228670684
"928",-0.994535519125683
"929",-0.994535519125683
"930",-0.994535519125683
"931",-0.994535519125683
"932",-0.994535519125683
"933",-0.989684228670684
"934",-0.994535519125683
"935",-0.989684228670684
"936",-0.989684228670684
"937",-0.989684228670684
"938",-0.989684228670684
"939",-0.994535519125683
"940",-0.989684228670684
"941",-0.989684228670684
"942",-0.994535519125683
"943",-0.989684228670684
"944",-0.989684228670684
"945",-0.994535519125683
"946",-0.994535519125683
"947",-0.994535519125683
"948",-0.994535519125683
"949",-0.994535519125683
"950",-0.994535519125683
"951",-0.994535519125683
"952",-0.989684228670684
"953",-0.994535519125683
"954",-0.989684228670684
"955",-0.994535519125683
"956",-0.994535519125683
"957",-0.989684228670684
"958",-0.989684228670684
"959",-0.994535519125683
"960",-0.989684228670684
"961",-0.994535519125683
"962",-0.989684228670684
"963",-0.994535519125683
"964",-0.989684228670684
"965",-0.989684228670684
"966",-0.994535519125683
"967",-0.989684228670684
"968",-0.994535519125683
"969",-0.989684228670684
"970",-0.994535519125683
"971",-0.994535519125683
"972",-0.994535519125683
"973",-0.994535519125683
"974",-0.989684228670684
"975",-0.994535519125683
"976",-0.994535519125683
"977",-0.994535519125683
"978",-0.994535519125683
"979",-0.994535519125683
"980",-0.989684228670684
"981",-0.989684228670684
"982",-0.994535519125683
"983",-0.994535519125683
"984",-0.994535519125683
"985",-0.989684228670684
"986",-0.994535519125683
"987",-0.977601256176973
"988",-0.994535519125683
"989",-0.989684228670684
"990",-0.989684228670684
"991",-0.994535519125683
"992",-0.994535519125683
"993",-0.994535519125683
"994",-0.994535519125683
"995",-0.989684228670684
"996",-0.994535519125683
"997",-0.994535519125683
"998",-0.994535519125683
"999",-0.989684228670684
"1000",-0.989684228670684
"1001",-0.989684228670684
"1002",-0.994535519125683
"1003",-0.994535519125683
"1004",-0.994535519125683
"1005",-0.989684228670684
"1006",-0.994535519125683
"1007",-0.989684228670684
"1008",-0.994535519125683
"1009",-0.989684228670684
"1010",-0.989684228670684
"1011",-0.989684228670684
"1012",-0.994535519125683
"1013",-0.994535519125683
"1014",-0.994535519125683
"1015",-0.989684228670684
"1016",-0.994535519125683
"1017",-0.994535519125683
"1018",-0.994535519125683
"1019",-0.989684228670684
"1020",-0.994535519125683
"1021",-0.994535519125683
"1022",-0.989684228670684
"1023",-0.994535519125683
"1024",-0.989684228670684
"1025",-0.994535519125683
"1026",-0.989684228670684
"1027",-0.994535519125683
"1028",-0.977601256176973
"1029",-0.994535519125683
"1030",-0.989684228670684
"1031",-0.930034279687088
"1032",-0.994535519125683
"1033",-0.994535519125683
"1034",-0.989684228670684
"1035",-0.994535519125683
"1036",-0.994535519125683
"1037",-0.989684228670684
"1038",-0.989684228670684
"1039",-0.994535519125683
"1040",-0.994535519125683
"1041",-0.994535519125683
"1042",-0.994535519125683
"1043",-0.994535519125683
"1044",-0.994535519125683
"1045",-0.994535519125683
"1046",-0.989684228670684
"1047",-0.994535519125683
"1048",-0.989684228670684
"1049",-0.994535519125683
"1050",-0.994535519125683
"1051",-0.994535519125683
"1052",-0.994535519125683
"1053",-0.989684228670684
"1054",-0.989684228670684
"1055",-0.994535519125683
"1056",-0.994535519125683
"1057",-0.994535519125683
"1058",-0.994535519125683
"1059",-0.989684228670684
"1060",-0.989684228670684
"1061",-0.989684228670684
"1062",-0.994535519125683
"1063",-0.989684228670684
"1064",-0.994535519125683
"1065",-0.994535519125683
"1066",-0.989684228670684
"1067",-0.989684228670684
"1068",-0.994535519125683
"1069",-0.989684228670684
"1070",-0.977601256176973
"1071",-0.989684228670684
"1072",-0.989684228670684
"1073",-0.994535519125683
"1074",-0.994535519125683
"1075",-0.994535519125683
"1076",-0.989684228670684
"1077",-0.98019801980198
"1078",-0.98019801980198
"1079",-0.98019801980198
"1080",-0.98019801980198
"1081",-0.98019801980198
"1082",-0.98019801980198
"1083",-0.98019801980198
"1084",-0.98019801980198
"1085",-0.98019801980198
"1086",-0.98019801980198
"1087",-0.98019801980198
"1088",-0.98019801980198
"1089",-0.98019801980198
"1090",-0.98019801980198
"1091",-0.98019801980198
"1092",-0.98019801980198
"1093",-0.98019801980198
"1094",-0.98019801980198
"1095",-0.98019801980198
"1096",-0.98019801980198
"1097",-0.98019801980198
"1098",-0.98019801980198
"1099",-0.98019801980198
"1100",-0.98019801980198
"1101",-0.98019801980198
"1102",-0.98019801980198
"1103",-0.98019801980198
"1104",-0.98019801980198
"1105",-0.98019801980198
"1106",-0.98019801980198
"1107",-0.98019801980198
"1108",-0.98019801980198
"1109",-0.98019801980198
"1110",-0.98019801980198
"1111",-0.98019801980198
"1112",-0.98019801980198
"1113",-0.98019801980198
"1114",-0.98019801980198
"1115",-0.995121951219512
"1116",-0.995121951219512
"1117",-0.995121951219512
"1118",-0.995121951219512
"1119",-0.995121951219512
"1120",-0.995121951219512
"1121",-0.995121951219512
"1122",-0.995121951219512
"1123",-0.995121951219512
"1124",-0.995121951219512
"1125",-0.995121951219512
"1126",-0.995121951219512
"1127",-0.995121951219512
"1128",-0.995121951219512
"1129",-0.995121951219512
"1130",-0.995121951219512
"1131",-0.995121951219512
"1132",-0.995121951219512
"1133",-0.995121951219512
"1134",-0.995121951219512
"1135",-0.995121951219512
"1136",-0.995121951219512
"1137",-0.995121951219512
"1138",-0.995121951219512
"1139",-0.995121951219512
"1140",-0.995121951219512
"1141",-0.995121951219512
"1142",-0.995121951219512
"1143",-0.995121951219512
"1144",-0.995121951219512
"1145",-0.995121951219512
"1146",-0.995121951219512
"1147",-0.995121951219512
"1148",-0.995121951219512
"1149",-0.995121951219512
"1150",-0.995121951219512
"1151",-0.995121951219512
