"","influenza_clo"
"896",0.000105574324324324
"897",0.000106089539571398
"898",0.000101399310484689
"899",0.000143884892086331
"900",9.51474785918173e-05
"901",0.000103993344425957
"902",9.58037938302357e-05
"903",0.000103993344425957
"904",0.000103993344425957
"905",9.58037938302357e-05
"906",9.9009900990099e-05
"907",9.9009900990099e-05
"908",0.000103993344425957
"909",9.58037938302357e-05
"910",0.000103584006629376
"911",9.94233446013124e-05
"912",9.58037938302357e-05
"913",0.000112157918349035
"914",9.94233446013124e-05
"915",0.000103241792277514
"916",0.000101173613921489
"917",9.68241673121611e-05
"918",9.58037938302357e-05
"919",0.000103584006629376
"920",0.000103241792277514
"921",9.9009900990099e-05
"922",0.000114521300961979
"923",1e-04
"924",0.000103584006629376
"925",9.94233446013124e-05
"926",0.000136724090784796
"927",0.000109313511149978
"928",0.00012306177701206
"929",9.58037938302357e-05
"930",9.9009900990099e-05
"931",9.9009900990099e-05
"932",0.00010584250635055
"933",0.000124192747143567
"934",9.58037938302357e-05
"935",9.9009900990099e-05
"936",9.58037938302357e-05
"937",0.000109075043630017
"938",0.000103993344425957
"939",0.000103241792277514
"940",0.000104318798247444
"941",1e-04
"942",9.9009900990099e-05
"943",0.000103584006629376
"944",9.58037938302357e-05
"945",9.58037938302357e-05
"946",0.000103584006629376
"947",9.58037938302357e-05
"948",0.000127420998980632
"949",0.000105196717862403
"950",0.000103050288540808
"951",9.63576797070727e-05
"952",9.24898261191269e-05
"953",9.57854406130268e-05
"954",0.00010801468999784
"955",9.74089226573154e-05
"956",0.000106928999144568
"957",9.07276356378153e-05
"958",0.000106067034365719
"959",9.07276356378153e-05
"960",0.000114916111238796
"961",9.07276356378153e-05
"962",9.07276356378153e-05
"963",9.75990630489947e-05
"964",9.20979922637686e-05
"965",0.00010088781275222
"966",0.00010989010989011
"967",8.93016610108948e-05
"968",8.93016610108948e-05
"969",8.93016610108948e-05
"970",0.00010989010989011
"971",8.93016610108948e-05
"972",8.93016610108948e-05
"973",0.000102901831652603
"974",0.000107158165452207
"975",0.000107158165452207
"976",8.93016610108948e-05
"977",0.000114573785517874
"978",9.21149594694178e-05
"979",8.93016610108948e-05
"980",8.93016610108948e-05
"981",9.42684766214178e-05
"982",0.000100664384940608
"983",0.000104318798247444
"984",9.07276356378153e-05
"985",9.07276356378153e-05
"986",9.07276356378153e-05
"987",0.000106769165065129
"988",9.07276356378153e-05
"989",9.07276356378153e-05
"990",8.93016610108948e-05
"991",8.93016610108948e-05
"992",8.93016610108948e-05
"993",8.93016610108948e-05
"994",8.98795613877404e-05
"995",9.25754489909276e-05
"996",8.98795613877404e-05
"997",9.06125407756434e-05
"998",8.98795613877404e-05
"999",9.06125407756434e-05
"1000",8.98795613877404e-05
"1001",8.98795613877404e-05
"1002",9.06125407756434e-05
"1003",9.75419430355053e-05
"1004",8.98795613877404e-05
"1005",9.89315393747527e-05
"1006",8.98795613877404e-05
"1007",8.98795613877404e-05
"1008",8.98795613877404e-05
"1009",8.98795613877404e-05
"1010",0.000101440454453236
"1011",8.98795613877404e-05
"1012",8.98795613877404e-05
"1013",9.95024875621891e-05
"1014",8.98795613877404e-05
"1015",8.98795613877404e-05
"1016",0.000104843782763682
"1017",9.40733772342427e-05
"1018",8.98795613877404e-05
"1019",9.55292319449752e-05
"1020",0.000103584006629376
"1021",0.000103305785123967
"1022",0.000109793588054458
"1023",8.98795613877404e-05
"1024",9.765625e-05
"1025",8.98795613877404e-05
"1026",0.000103199174406605
"1027",8.98795613877404e-05
"1028",9.78856695379797e-05
"1029",9.49126803340926e-05
"1030",8.98795613877404e-05
"1031",8.98795613877404e-05
"1032",0.000101132686084142
"1033",9.706853038245e-05
"1034",8.98795613877404e-05
"1035",8.98795613877404e-05
"1036",9.09752547307133e-05
"1037",0.000113352981183405
"1038",9.09752547307133e-05
"1039",9.98203234178479e-05
"1040",9.78282136568186e-05
"1041",0.000128965695125097
"1042",0.000113558937088349
"1043",9.09752547307133e-05
"1044",9.98203234178479e-05
"1045",9.28505106778087e-05
"1046",9.94233446013124e-05
"1047",9.71250971250971e-05
"1048",9.57304231284702e-05
"1049",9.09752547307133e-05
"1050",9.28505106778087e-05
"1051",9.09752547307133e-05
"1052",0.000112384805574286
"1053",9.53107129241327e-05
"1054",9.53107129241327e-05
"1055",0.000113404400090724
"1056",9.09752547307133e-05
"1057",9.706853038245e-05
"1058",0.000100341159943809
"1059",9.09752547307133e-05
"1060",0.000104471374843293
"1061",9.77326035965598e-05
"1062",0.00013412017167382
"1063",9.98203234178479e-05
"1064",0.000112841345068833
"1065",0.000110619469026549
"1066",0.000112082492714638
"1067",9.09752547307133e-05
"1068",0.000112007168458781
"1069",9.71250971250971e-05
"1070",9.97207818109294e-05
"1071",9.09752547307133e-05
"1072",9.50209045990118e-05
"1073",9.50209045990118e-05
"1074",9.73330737784699e-05
"1075",9.50209045990118e-05
"1076",9.69555943377933e-05
"1077",9.50209045990118e-05
"1078",9.68241673121611e-05
"1079",0.000107480653482373
"1080",9.1726288754357e-05
"1081",0.000104405930256839
"1082",9.73330737784699e-05
"1083",9.1726288754357e-05
"1084",9.1726288754357e-05
"1085",9.50209045990118e-05
"1086",9.70873786407767e-05
"1087",9.50209045990118e-05
"1088",9.1726288754357e-05
"1089",0.000118567702157932
"1090",9.50209045990118e-05
"1091",0.000107250107250107
"1092",0.000109601052170101
