"","influenza_eig"
"402",-0.284853664833419
"403",-0.792529044654998
"404",0.322386098178267
"405",-0.273752312927445
"406",-0.264272734953013
"407",0.979419070119584
"408",0.422820744843133
"409",0.422820744843133
"410",0.422820744843133
"411",-0.590044036002878
"412",0.259599008713441
"413",-0.751566127835453
"414",-0.313091582006941
"415",0.566655225177192
"416",0.566655225177192
"417",0.566655225177192
"418",0.566655225177192
"419",0.566655225177192
"420",0.566655225177192
"421",-0.2331149154326
"422",0.566655225177192
"423",0.566655225177192
"424",0.566655225177192
"425",0.566655225177192
"426",0.566655225177192
"427",0.566655225177192
"428",0.566655225177192
"429",0.566655225177192
"430",-0.0443468994742585
"431",0.566655225177192
"432",0.566655225177192
"433",0.566655225177192
"434",0.566655225177192
"435",0.566655225177192
"436",0.566655225177192
"437",0.566655225177192
"438",0.566655225177192
"439",0.566655225177192
"440",0.566655225177192
"441",0.566655225177192
"442",0.566655225177192
"443",0.566655225177192
"444",0.566655225177192
"445",0.566655225177192
"446",0.566655225177192
"447",0.566655225177192
"448",0.566655225177192
"449",0.566655225177192
"450",0.566655225177192
"451",0.566655225177192
"452",0.566655225177192
"453",0.566655225177192
"454",0.566655225177192
"455",0.566655225177192
"456",0.566655225177192
"457",0.566655225177192
"458",0.566655225177192
"459",0.566655225177192
"460",0.566655225177192
"461",-0.74370187543712
"462",0.566655225177192
"463",-0.928680850049935
"464",-1.59189144198581
"465",-0.0962318488277819
"466",0.0992951564250044
"467",-0.485842164842177
"468",-0.122959177900716
"469",0.566655225177192
"470",0.566655225177192
"471",0.11753480842092
"472",0.566655225177192
"473",0.566655225177192
"474",-0.0200036079540998
"475",-0.585499370659652
"476",-0.0307170263748612
"477",0.48490033958106
"478",0.566655225177192
"479",0.566655225177192
"480",0.566655225177192
"481",0.566655225177192
"482",0.566655225177192
"483",0.499717715353615
"484",-0.51080281404266
"485",-0.531029021620324
"486",0.566655225177192
"487",0.566655225177192
"488",0.566655225177192
"489",0.566655225177192
"490",0.566655225177192
"491",0.566655225177192
"492",0.566655225177192
"493",0.566655225177192
"494",0.566655225177192
"495",0.566655225177192
"496",0.566655225177192
"497",0.566655225177192
"498",0.566655225177192
"499",0.566655225177192
"500",0.566655225177192
"501",0.566655225177192
"502",0.566655225177192
"503",0.566655225177192
"504",0.566655225177192
"505",0.566655225177192
"506",0.566655225177192
"507",0.566655225177192
"508",0.566655225177192
"509",0.566655225177192
"510",0.501475828010985
"511",0.566655225177192
"512",0.566655225177192
"513",0.566655225177192
"514",0.566655225177192
"515",0.566655225177192
"516",0.566655225177192
"517",0.566655225177192
"518",0.566655225177192
"519",0.566655225177192
"520",0.566655225177192
"521",0.566655225177192
"522",0.445856849509434
"523",0.566655225177192
"524",0.566655225177192
"525",0.566655225177192
"526",0.566655225177192
"527",0.566655225177192
"528",0.566655225177192
"529",0.566655225177192
"530",0.566655225177192
"531",0.566655225177192
"532",0.566655225177192
"533",0.566655225177192
"534",0.566655225177192
"535",0.566655225177192
"536",0.566655225177192
"537",0.566655225177192
"538",0.566655225177192
"539",0.566655225177192
"540",0.566655225177192
"541",1.03623431671784
"542",0.414271146710005
"543",0.566655225177192
"544",0.566655225177192
"545",0.566655225177192
"546",-0.313086047141308
"547",-0.0382110124874433
"548",0.566655225177192
"549",0.335769987438664
"550",0.566655225177192
"551",0.555524049820598
"552",0.566655225177192
"553",0.566655225177192
"554",0.11753480842092
"555",0.566655225177192
"556",0.566655225177192
"557",0.566655225177192
"558",0.566655225177192
"559",0.566655225177192
"560",0.566655225177192
"561",0.566655225177192
"562",0.566655225177192
"563",0.566655225177192
"564",0.566655225177192
"565",0.566655225177192
"566",0.566655225177192
"567",-0.06256850001621
"568",0.715921539382553
"569",-0.665307147772257
"570",0.737085416413282
"571",1.19155144490276
"572",-0.828824808183411
"573",-0.977654119522304
"574",0.697903779743487
"575",-0.688490680098944
"576",-1.50282222526843
"577",-0.136683127011666
"578",-0.584228420768169
"579",0.101101835409736
"580",-0.604576048481339
"581",-0.233666113391743
"582",-0.838938317210085
"583",-0.412032984431381
"584",0.483866945786252
"585",-0.0509207937906318
"586",-0.263641504239514
"587",-0.304985263341812
"588",0.774569731199048
"589",1.19155144490276
"590",-0.970554156147621
"591",0.428166460179322
"592",-0.999444888857012
"593",0.495891186370114
"594",0.905006106905946
"595",-0.396823263031198
"596",0.395276340830248
"597",-0.00688573447091767
"598",0.455565235777767
"599",-0.741526153699628
"600",-0.238511972205387
"601",0.171983396057156
"602",-0.69769415027649
"603",1.03885758577159
"604",0.752312247774772
"605",-0.338817037080824
"606",-0.000176210571852904
"607",1.03885758577159
"608",0.0109583146778142
"609",-1.48342950186342
"610",0.63669551047042
"611",-0.781666278452305
"612",1.03885758577159
"613",1.03885758577159
"614",-0.0655017914055946
"615",0.0124604943523545
"616",-0.405693974823104
"617",0.590885079464149
"618",-0.250896225255973
"619",0.191229050663462
"620",0.373658605686748
"621",-0.186869760360629
"622",0.51305211893329
"623",0.00917578001985092
"624",-0.653297141839552
"625",-0.701409462831987
"626",0.191229050663462
"627",-0.154107365608382
"628",0.0285082910180593
"629",-0.285222893686166
"630",1.0947614183776
"631",-0.098198618213494
"632",0.0146242320842324
"633",-0.433325780279257
"634",-0.755477602081912
"635",0.00295228593293146
"636",0.850498252413497
"637",0.0209196893224194
"638",0.188346719783308
"639",-0.405693974823104
"640",-1.44220004815307
"641",0.850498252413384
"642",0.191229050663462
"643",0.66518636650995
"644",0.00295228593293154
"645",0.370776274806596
"646",0.188346719783309
"647",0.373658605686749
"648",-0.0313858004945714
"649",0.191229050663462
"650",0.191229050663462
"651",0.191229050663462
"652",0.191229050663462
"653",0.126049653497174
"654",0.850498252413371
"655",0.201933905450478
"656",0.593767410344303
"657",0.191229050663462
"658",0.370776274806595
"659",-0.94859142140398
"660",0.847615921533236
"661",-0.0904496094930719
"662",0.188346719783309
"663",0.191229050663462
"664",0.188346719783309
"665",-0.397554175168273
"666",0.373658605686749
"667",0.260957088401949
"668",0.191229050663461
"669",-0.0741050464056316
"670",-0.408160852202431
"671",-0.145516181129145
"672",0.743269157931025
"673",-0.184683547565053
"674",0.25755288395195
"675",-1.48186089039956
"676",0.150580299183528
"677",0.743269157931025
"678",0.743269157931025
"679",0.370776274806595
"680",-0.214722345297783
"681",0.188346719783309
"682",0.370776274806597
"683",0.370776274806596
"684",0.847615921533201
"685",-1.10758816749703
"686",0.0826850171953551
"687",-0.176848845349206
"688",0.847615921533213
"689",0.114045432737547
"690",-0.674632985443851
"691",0.360662765779775
"692",0.039724066069299
"693",0.114963840514485
"694",0.370776274806596
"695",-1.02431172720947
"696",0.872122401011953
"697",0.872666065647954
"698",0.0505356012531164
"699",0.586120727651144
"700",0.737629081049277
"701",0.737629081049272
"702",0.0336009471217914
"703",-0.011851012568585
"704",0.156550727516512
"705",-0.229936701287278
"706",0.108611660923941
"707",0.872666065647954
"708",0.737629081049258
"709",1.09565507572203
"710",-1.01143934043394
"711",-0.702744364982332
"712",-1.52932407766706
"713",0.229410036591696
"714",0.338839454283105
"715",0.229410036591697
"716",-0.741016163441115
"717",0.737085416413273
"718",-1.49759771350941
"719",-0.157067422746352
"720",-0.264794481519544
"721",-0.0638928176378494
"722",-1.38257202105684
"723",-1.12571134794995
"724",-1.09597930284426
"725",0.737629081049272
"726",-0.986768779697405
"727",-0.882627684817829
"728",0.73762908104926
"729",-0.572114209031339
"730",-0.632271348299906
"731",0.737629081049278
"732",-0.476441460693345
"733",-0.506717170435058
"734",0.737629081049274
"735",0.73762908104926
"736",0.365176737873104
"737",0.598686512796701
"738",0.060015179227534
"739",0.33456001596817
"740",-0.860208843649561
"741",0.872666065647954
"742",-0.571568197459427
"743",0.737629081049269
"744",0.73762908104928
"745",0.0600151792275386
"746",0.872666065647954
"747",-0.0496542087068851
"748",0.737629081049258
"749",0.737629081049276
"750",-0.0462922896889993
"751",0.737085416413274
"752",0.872666065647954
"753",0.737629081049273
"754",0.872666065647954
"755",0.737629081049276
"756",0.613721084183904
"757",0.737629081049274
"758",0.872666065647954
"759",0.737629081049273
"760",-0.312623215995358
"761",0.872666065647954
"762",-0.0362690470785828
"763",0.737629081049274
"764",0.641344854743147
"765",-1.00862221397734
"766",0.531099505689981
"767",0.710005310490027
"768",-1.00916587861337
"769",0.229410036591696
"770",0.737085416413279
"771",-1.36233672496096
"772",-1.10110307012339
"773",0.872666065647954
"774",-0.32887712597331
"775",0.506105486244474
"776",0.73762908104927
"777",0.480354574344208
"778",0.577561918280284
"779",-1.29793281129271
"780",0.14515404398982
"781",0.737629081049265
"782",-0.0333365627017836
"783",0.716504486532862
"784",0.737629081049268
"785",-0.457139778568465
"786",0.229410036591697
"787",-1.10862024415407
"788",0.031702041021467
"789",-1.5678829946562
"790",0.737629081049265
"791",-0.178370962769696
"792",-0.596626011457043
"793",0.229953701227688
"794",0.60641051289333
"795",0.230126997464587
"796",0.323944346391347
"797",0.51420545808206
"798",1.00947957797442
"799",1.00947957797442
"800",0.257750768023861
"801",0.872666065647954
"802",0.022350677228258
"803",-0.324968712186952
"804",0.229410036591697
"805",-0.210197632559503
"806",0.737085416413276
"807",0.710005310490023
"808",0.165208856848908
"809",0.872666065647954
"810",-0.0259178916978054
"811",0.540613681885285
"812",0.872666065647954
"813",-0.0225741027836635
"814",0.872666065647954
"815",0.872666065647954
"816",0.312906520203846
"817",-1.32215476962303
"818",0.312906520203846
"819",0.263731060710848
"820",0.312906520203846
"821",1.00947957797442
"822",0.722934239977611
"823",1.00947957797442
"824",1.00947957797442
"825",1.00947957797442
"826",0.879201624332243
"827",0.879201624332243
"828",0.0973821664430357
"829",0.782917398026275
"830",-0.907887425714816
"831",-0.710080416650867
"832",-0.569533666954225
"833",-0.212697355332631
"834",-0.242788003271241
"835",0.0475276212448914
"836",0.220647419490179
"837",-0.487057130270186
"838",-0.442532078581835
"839",0.231485077153098
"840",0.715645387371695
"841",-0.365081433799421
"842",-0.456966482331539
"843",0.467792916334565
"844",0.220647419490179
"845",-1.44307729832747
"846",-1.3763250740144
"847",0.22064741949018
"848",-1.24408315582721
"849",0.972376229440757
"850",0.22064741949018
"851",-0.175370987031638
"852",-1.2318143945417
"853",-0.312292079397081
"854",-0.0260752050067653
"855",0.316931645796308
"856",-1.67863855167992
"857",-0.176594938210202
"858",0.809154493311049
"859",0.972376229440757
"860",-0.278219451767953
"861",0.310306886974539
"862",0.0832609983862737
"863",-0.256192227236442
"864",0.611729316065495
"865",0.22064741949018
"866",0.640323845678092
"867",-0.0852304295048582
"868",0.353778507681267
"869",-0.212697355332631
"870",-1.87587840851431
"871",-1.21088906098149
"872",-0.285801747759052
"873",0.972376229440757
"874",0.685830891443945
"875",0.171348952657978
"876",-0.451637694504093
"877",0.22064741949018
"878",0.22064741949018
"879",0.563261308904909
"880",-0.549656441722276
"881",0.130020644430975
"882",0.239081892655915
"883",0.353778507681266
"884",-0.129627113487667
"885",0.35101725795386
"886",-0.43613017110356
"887",0.353778507681266
"888",0.533681733051934
"889",1.18211327713894
"890",0.441101182847195
"891",0.220647419490179
"892",0.22064741949018
"893",-0.615010890540031
"894",0.685830891443946
"895",-0.0206996586538095
"896",0.257494281375148
"897",0.287584929313768
"898",0.61889338162036
"899",-1.5563164137235
"900",0.972376229440757
"901",0.248271190049436
"902",0.903715773693874
"903",0.248271190049436
"904",0.248271190049436
"905",0.903715773693874
"906",0.571663389931008
"907",0.57166338993121
"908",0.248271190049436
"909",0.903715773693874
"910",0.218180542110807
"911",0.504725880107618
"912",0.903715773693874
"913",-0.0762627234289628
"914",0.504725880107617
"915",0.285118051934382
"916",0.617170435697052
"917",0.836778263870307
"918",0.903715773693874
"919",0.218180542110807
"920",0.285118051934382
"921",0.57166338993121
"922",-0.607855505937923
"923",0.534816528046243
"924",0.218180542110807
"925",0.504725880107617
"926",-0.788056251294968
"927",0.1383186151084
"928",-0.11566580604107
"929",0.903715773693874
"930",0.57166338993121
"931",0.57166338993121
"932",0.396040393872295
"933",0.216338989689294
"934",0.903715773693874
"935",0.57166338993121
"936",0.903715773693874
"937",0.504436029272847
"938",0.248271190049436
"939",0.285118051934383
"940",0.818808886775575
"941",0.534816528046244
"942",0.57166338993121
"943",0.218180542110807
"944",0.903715773693874
"945",0.903715773693874
"946",0.218180542110806
"947",0.903715773693874
"948",-0.667263038485375
"949",0.494600853158024
"950",0.298365699493744
"951",0.74615148881106
"952",0.652607797902278
"953",0.526042684153534
"954",0.411337855321016
"955",0.716336992883322
"956",0.117203915628566
"957",1.00288233088014
"958",0.533907437860034
"959",1.00288233088014
"960",-0.492453744346987
"961",1.00288233088014
"962",1.00288233088014
"963",0.15949265567987
"964",0.978875405483591
"965",0.491780955542428
"966",0.123601484742223
"967",0.999456335364007
"968",0.999456335364007
"969",0.999456335364007
"970",0.123601484742204
"971",0.999456335364007
"972",0.999456335364007
"973",0.764229540805294
"974",-0.0463250941373457
"975",-0.0463250941373502
"976",0.999456335364007
"977",-0.0320339189574996
"978",0.864419350765329
"979",0.999456335364007
"980",0.999456335364007
"981",1.00893591333843
"982",0.81702678034072
"983",0.828928064312415
"984",1.00288233088014
"985",1.00288233088014
"986",1.00288233088014
"987",0.563998085798645
"988",1.00288233088014
"989",1.00288233088014
"990",0.999456335364007
"991",0.999456335364007
"992",0.999456335364007
"993",0.999456335364007
"994",0.649725467022139
"995",0.60055000752914
"996",0.649725467022139
"997",0.621130937409556
"998",0.649725467022139
"999",0.621130937409556
"1000",0.649725467022139
"1001",0.649725467022139
"1002",0.621130937409556
"1003",0.268497623766471
"1004",0.649725467022139
"1005",0.326333267140361
"1006",0.649725467022139
"1007",0.649725467022139
"1008",0.649725467022139
"1009",0.649725467022139
"1010",0.14205008720056
"1011",0.649725467022139
"1012",0.649725467022139
"1013",0.505988727146326
"1014",0.649725467022139
"1015",0.649725467022139
"1016",0.716235493482292
"1017",0.517591440273701
"1018",0.649725467022139
"1019",0.31767308325947
"1020",0.702334343672349
"1021",0.334119652425687
"1022",-0.403376121517669
"1023",0.649725467022139
"1024",0.363180129025325
"1025",0.649725467022139
"1026",0.247563391720973
"1027",0.649725467022139
"1028",-0.0373680127740149
"1029",0.63061051538398
"1030",0.649725467022139
"1031",0.649725467022139
"1032",-0.0343136462349082
"1033",0.252231691761922
"1034",0.649725467022139
"1035",0.649725467022139
"1036",1.03009064793861
"1037",-0.313998571786869
"1038",1.03009064793861
"1039",0.344555416355559
"1040",0.676607800118222
"1041",-0.217661093499057
"1042",-0.172454733877159
"1043",1.03009064793861
"1044",0.344555416355558
"1045",0.963153138115036
"1046",0.411492926179125
"1047",0.743545309941798
"1048",0.631100754352368
"1049",1.03009064793861
"1050",0.963153138115036
"1051",1.03009064793861
"1052",0.197235736997112
"1053",0.698038264175944
"1054",0.698038264175945
"1055",-0.0681079702748922
"1056",1.03009064793861
"1057",0.933806421632485
"1058",0.221198617449326
"1059",1.03009064793861
"1060",0.627021582857518
"1061",0.486313491388405
"1062",-1.05948075477173
"1063",0.344555416355559
"1064",-0.0661990305467524
"1065",-0.0887893584672518
"1066",-0.247776275570785
"1067",1.03009064793861
"1068",0.40138129416121
"1069",0.743545309941799
"1070",0.601754037869822
"1071",1.03009064793861
"1072",0.601010106413755
"1073",0.601010106413755
"1074",0.64651715217961
"1075",0.601010106413755
"1076",0.580429176533337
"1077",0.601010106413755
"1078",0.836778263870295
"1079",0.198848031112589
"1080",0.933062490176423
"1081",0.530900414875257
"1082",0.64651715217961
"1083",0.933062490176423
"1084",0.933062490176423
"1085",0.601010106413755
"1086",0.456222843449804
"1087",0.601010106413755
"1088",0.933062490176423
"1089",-0.976588317506929
"1090",0.601010106413755
"1091",0.403433489047487
"1092",0.0559108572952461
"1093",0.314464768416938
"1094",0.933062490176423
"1095",0.601010106413755
"1096",0.266429511204328
"1097",0.523160353273379
"1098",0.523160353273379
"1099",-0.278994752684139
"1100",0.340730798250091
"1101",-1.01663289505179
"1102",0.532282243152866
"1103",0.120091288192284
"1104",-0.219286762774666
"1105",0.30559687764031
"1106",-0.214722345297784
"1107",0.523160353273379
"1108",0.559394669991353
"1109",0.523160353273379
"1110",0.714711798176156
"1111",0.0839999561810405
"1112",0.523160353273379
"1113",0.523160353273379
"1114",0.266429511204328
"1115",0.523160353273379
"1116",0.523160353273379
"1117",0.523160353273379
"1118",0.523160353273379
"1119",0.523160353273379
"1120",0.523160353273379
"1121",0.523160353273379
"1122",0.523160353273379
"1123",0.272487978341876
"1124",0.864963015401314
"1125",0.523160353273379
"1126",0.523160353273379
"1127",0.523160353273379
"1128",0.34073079825044
"1129",0.523160353273379
"1130",0.523160353273379
"1131",0.523160353273379
"1132",0.523160353273379
"1133",0.523160353273379
"1134",0.523160353273379
"1135",0.523160353273379
"1136",0.0839999561810406
"1137",0.523160353273379
"1138",0.370776274806596
"1139",0.971405470387417
"1140",0.971405470387417
"1141",0.639353086624742
"1142",0.736178675828694
"1143",0.570431713499634
"1144",0.971405470387417
"1145",0.971405470387417
"1146",0.971405470387417
"1147",-0.0108918352204476
"1148",0.864963015401314
"1149",0.864963015401314
"1150",0.864963015401314
"1151",0.864963015401314
"1152",0.864963015401314
"1153",0.864963015401314
"1154",0.864963015401314
"1155",-0.0457814295013587
"1156",0.971405470387417
"1157",0.971405470387417
"1158",0.971405470387417
"1159",0.684860132390601
"1160",0.713454662003186
"1161",0.713454662003186
"1162",0.713454662003186
"1163",0.232980132013514
"1164",0.713454662003186
"1165",0.23661501527657
"1166",0.381402278240518
"1167",0.713454662003186
"1168",0.713454662003186
"1169",0.23661501527657
"1170",0.713454662003186
"1171",0.667947616237332
"1172",0.667947616237332
"1173",0.667947616237332
"1174",0.667947616237332
"1175",0.667947616237332
"1176",0.667947616237332
"1177",0.667947616237332
"1178",0.667947616237332
"1179",0.667947616237332
"1180",0.667947616237332
"1181",0.667947616237332
"1182",-0.105550877512816
"1183",0.713454662003186
"1184",0.713454662003186
"1185",0.713454662003186
"1186",0.713454662003186
"1187",0.713454662003186
"1188",0.713454662003186
"1189",0.381402278240518
"1190",-0.0954373684861037
"1191",0.713454662003186
"1192",0.713454662003186
"1193",0.713454662003186
"1194",0.713454662003186
"1195",0.191107969510714
"1196",0.667947616237332
"1197",0.667947616237332
"1198",0.667947616237332
"1199",0.667947616237332
"1200",0.667947616237332
"1201",1.10499928581938
"1202",0.667947616237332
"1203",0.330501482757257
"1204",0.667947616237332
"1205",-0.258081899812686
"1206",0.667947616237332
"1207",0.888446903131978
"1208",0.201353423335824
"1209",0.452205814939433
"1210",0.888446903131978
"1211",0.229185604763033
