"","influenza_mar"
"776",0.000107862856793361
"777",0.00021543258227595
"778",0.000377362740712033
"779",0.000650112392305527
"780",0.000488461205389132
"781",0.000107862856793359
"782",0.000596699123699538
"783",0.00021479312716204
"784",0.000107862856793356
"785",0.000216618573825305
"786",0.000215442925884622
"787",0.000541440897146525
"788",0.000649695387271738
"789",0.000649667869000446
"790",0.000107862856793366
"791",0.000270958562904095
"792",0.000432408643852114
"793",0.000162262247358805
"794",0.000108637513150289
"795",0.000378649736952847
"796",0.000216589849335568
"797",0.000216580279982577
"798",5.41903793287992e-05
"799",5.41903793288055e-05
"800",0.000324468289609109
"801",5.39697838057745e-05
"802",0.000324861371043351
"803",0.000487447122101696
"804",0.000215442925884624
"805",0.00027114754122504
"806",0.000161048621569028
"807",0.000162181316831769
"808",0.00016109060585976
"809",5.39697838057849e-05
"810",0.000705331796662314
"811",0.000108240325778275
"812",5.39697838057781e-05
"813",0.000324150656392498
"814",5.39697838057838e-05
"815",5.39697838057733e-05
"816",5.43427906691062e-05
"817",0.000538975938704284
"818",5.43427906691032e-05
"819",0.00016082265997879
"820",5.43427906690984e-05
"821",5.41903793287983e-05
"822",0.000108519092000402
"823",5.41903793288013e-05
"824",5.41903793288031e-05
"825",5.41903793288007e-05
"826",5.40790217999879e-05
"827",5.40790217999902e-05
"828",0.000270707579235922
"829",0.00010837500286315
"830",0.000379569352098658
"831",0.000324507732383588
"832",0.000486512174592196
"833",0.000379017472804409
"834",0.000325368361931045
"835",0.000325648631867061
"836",0.000324421178514902
"837",0.00037944837055114
"838",0.000700975553412707
"839",0.00027091625601489
"840",0.00010856048018763
"841",0.000433449964851732
"842",0.000433116069564198
"843",0.000378930430002021
"844",0.000324421178514909
"845",0.000595288263213696
"846",0.000431181284412747
"847",0.000324421178514908
"848",0.000542480213402803
"849",5.42953011880837e-05
"850",0.000324421178514915
"851",0.000434431619253667
"852",0.000760897200802253
"853",0.000378887364004064
"854",0.000489357846569988
"855",0.000270229066933206
"856",0.000814146690511044
"857",0.000537146507993541
"858",0.00016251231258599
"859",5.42953011880782e-05
"860",0.000597765242525086
"861",0.00048596698275161
"862",0.000161829435781315
"863",0.000378758532259156
"864",0.000161313767864035
"865",0.000324421178514893
"866",0.000108524036107952
"867",0.000324809222732093
"868",0.000162776439576516
"869",0.000379017472804404
"870",0.000596293024820321
"871",0.000651659495622281
"872",0.000268706778898914
"873",5.42953011880766e-05
"874",0.000108594078301199
"875",0.000217249912677791
"876",0.000325630755799161
"877",0.000324421178514902
"878",0.000324421178514902
"879",0.000162869935504531
"880",0.000705764075766024
"881",0.000324557582663426
"882",0.000216711586684397
"883",0.000162776439576499
"884",0.000377730413524364
"885",0.000217375055160522
"886",0.000380630029309917
"887",0.000162776439576506
"888",0.000267365447978929
"889",0.000212511058725436
"890",0.000318527254441101
"891",0.000324421178514896
"892",0.000324421178514911
"893",0.00038049186356272
"894",0.00010859407830119
"895",0.000213842235500592
"896",0.000217039002062883
"897",0.00027078768156243
"898",0.000162514061943555
"899",0.000813748368747428
"900",5.42953011880748e-05
"901",0.000270217558671331
"902",5.43170278420983e-05
"903",0.000270217558671337
"904",0.000270217558671327
"905",5.43170278420962e-05
"906",0.000108533171456854
"907",0.000108533171456859
"908",0.000270217558671332
"909",5.43170278420965e-05
"910",0.000216581927318
"911",0.000162382577804497
"912",5.43170278420941e-05
"913",0.000271484538794996
"914",0.000162382577804504
"915",0.00016278570160891
"916",0.000108615930236157
"917",0.000108269861654782
"918",5.43170278420942e-05
"919",0.000216581927318004
"920",0.000162785701608918
"921",0.000108533171456858
"922",0.000433535392730022
"923",0.000216073243492615
"924",0.000216581927317996
