"","corona_av"
"397",2.11489361702128
"398",3.3645390070922
"399",3.3645390070922
"400",3.3645390070922
"401",3.3645390070922
"402",3.3645390070922
"403",3.3645390070922
"404",3.3645390070922
"405",3.3645390070922
"406",3.3645390070922
"407",3.3645390070922
"408",3.3645390070922
"409",3.3645390070922
"410",3.3645390070922
"411",3.3645390070922
"412",3.3645390070922
"413",3.3645390070922
"414",3.3645390070922
"415",3.3645390070922
"416",3.3645390070922
"417",3.3645390070922
"418",3.3645390070922
"419",3.3645390070922
"420",3.3645390070922
"421",3.3645390070922
"422",3.3645390070922
"423",3.3645390070922
"424",3.3645390070922
"425",3.3645390070922
"426",3.3645390070922
"427",2.15744680851064
"428",2.46666666666667
"429",2.43687943262411
"430",2.12482269503546
"431",2.11205673758865
"432",3.3645390070922
"433",2.93758865248227
"434",3.34893617021277
"435",3.3645390070922
"436",3.3645390070922
"437",3.3645390070922
"438",3.28794326241135
"439",2.12482269503546
"440",3.34184397163121
"441",2.93758865248227
"442",3.31205673758865
"443",3.31205673758865
"444",3.33475177304965
"445",3.31205673758865
"446",3.29929078014184
"447",3.3645390070922
"448",2.84113475177305
"449",3.3645390070922
"450",3.3645390070922
"451",3.33475177304965
"452",3.28794326241135
"453",3.3645390070922
"454",3.3645390070922
"455",3.3645390070922
"456",3.3645390070922
"457",3.04397163120567
"458",3.28794326241135
"459",3.3645390070922
"460",3.3645390070922
"461",3.93191489361702
"462",3.3645390070922
"463",3.30496453900709
"464",3.3645390070922
"465",3.3645390070922
"466",3.23262411347518
"467",3.28794326241135
"468",3.3645390070922
"469",3.3645390070922
"470",3.28794326241135
"471",3.28794326241135
"472",3.3645390070922
"473",3.3645390070922
"474",3.31205673758865
"475",3.3645390070922
"476",3.31205673758865
"477",3.3645390070922
"478",3.3645390070922
"479",3.3645390070922
"480",3.3645390070922
"481",3.3645390070922
"482",3.3645390070922
"483",3.3645390070922
"484",3.3645390070922
"485",3.3645390070922
"486",3.3645390070922
"487",3.23262411347518
"488",3.3645390070922
"489",3.3645390070922
"490",3.3645390070922
"491",3.3645390070922
"492",3.3645390070922
"493",3.3645390070922
"494",3.3645390070922
"495",3.3645390070922
"496",3.3645390070922
"497",3.34893617021277
"498",3.3645390070922
"499",3.3645390070922
"500",3.3645390070922
"501",4.12765957446809
"502",3.40283687943262
"503",3.04964539007092
"504",3.51347517730496
"505",3.41276595744681
"506",3.73900709219858
"507",3.73900709219858
"508",3.17163120567376
"509",2.94751773049645
"510",3.59007092198582
"511",3.41276595744681
"512",3.59007092198582
"513",3.66808510638298
"514",3.55602836879433
"515",3.62553191489362
"516",2.94751773049645
"517",3.53617021276596
"518",3.53617021276596
"519",3.73900709219858
"520",3.66808510638298
"521",3.66808510638298
"522",2.74893617021277
"523",3.55744680851064
"524",3.55602836879433
"525",2.94751773049645
"526",3.71914893617021
"527",2.87375886524823
"528",3.05957446808511
"529",2.71205673758865
"530",3.73900709219858
"531",2.38014184397163
"532",2.99574468085106
"533",5.10921985815603
"534",5.10921985815603
"535",3.38723404255319
"536",4.03404255319149
"537",4.03404255319149
"538",4.03404255319149
"539",3.17021276595745
"540",4.03404255319149
"541",4.03404255319149
"542",4.03404255319149
"543",3.75177304964539
"544",3.8
"545",3.20992907801418
"546",3.43971631205674
"547",3.3063829787234
"548",3.3063829787234
"549",3.31347517730496
"550",3.23262411347518
"551",4.33617021276596
"552",3.86241134751773
"553",3.86241134751773
"554",3.86241134751773
"555",3.86241134751773
"556",3.86241134751773
"557",3.86241134751773
"558",3.86241134751773
"559",3.86241134751773
"560",3.86241134751773
"561",3.86241134751773
"562",3.86241134751773
"563",3.86241134751773
"564",3.86241134751773
"565",4.12765957446809
"566",4.12765957446809
"567",3.73900709219858
"568",3.73900709219858
"569",3.73900709219858
"570",3.73900709219858
"571",3.73900709219858
"572",3.62553191489362
"573",3.10921985815603
"574",3.66808510638298
"575",3.73900709219858
"576",3.73900709219858
"577",3.17163120567376
"578",3.73900709219858
"579",3.73900709219858
"580",3.73900709219858
"581",3.73900709219858
"582",3.17163120567376
"583",3.66808510638298
"584",3.73900709219858
"585",3.66808510638298
"586",3.73900709219858
"587",3.73900709219858
"588",3.73900709219858
"589",3.73900709219858
"590",3.73900709219858
"591",3.73900709219858
"592",3.73900709219858
"593",3.73900709219858
"594",3.73900709219858
"595",3.10921985815603
"596",3.73900709219858
"597",3.73900709219858
"598",3.73900709219858
"599",3.73900709219858
"600",3.73900709219858
"601",3.73900709219858
"602",3.66808510638298
"603",3.10921985815603
"604",3.73900709219858
"605",3.73900709219858
"606",3.73900709219858
"607",3.73900709219858
"608",3.73900709219858
"609",3.73900709219858
"610",3.73900709219858
"611",3.73900709219858
"612",3.73900709219858
"613",3.73900709219858
"614",3.73900709219858
"615",3.73900709219858
"616",3.73900709219858
"617",3.73900709219858
"618",3.73900709219858
"619",3.73900709219858
"620",3.73900709219858
"621",3.10921985815603
"622",3.17163120567376
"623",3.73900709219858
"624",3.73900709219858
"625",3.10921985815603
"626",3.66808510638298
"627",3.73900709219858
"628",3.73900709219858
"629",3.73900709219858
"630",3.73900709219858
"631",3.73900709219858
"632",3.73900709219858
"633",3.10921985815603
"634",3.73900709219858
"635",3.73900709219858
"636",3.73900709219858
"637",3.17163120567376
"638",3.73900709219858
"639",3.66808510638298
"640",3.73900709219858
"641",3.73900709219858
"642",3.62553191489362
"643",3.73900709219858
"644",3.73900709219858
"645",3.10921985815603
"646",3.73900709219858
"647",3.73900709219858
"648",3.62836879432624
"649",3.73900709219858
"650",3.73900709219858
"651",3.10921985815603
"652",3.73900709219858
"653",3.17163120567376
"654",3.73900709219858
"655",3.73900709219858
"656",3.73900709219858
"657",3.66808510638298
"658",3.73900709219858
"659",3.73900709219858
"660",3.73900709219858
"661",3.73900709219858
"662",3.73900709219858
"663",3.73900709219858
"664",3.66808510638298
"665",3.73900709219858
"666",3.73900709219858
"667",3.73900709219858
"668",3.73900709219858
"669",3.73900709219858
"670",3.73900709219858
"671",3.73900709219858
"672",3.73900709219858
"673",3.66808510638298
"674",3.73900709219858
"675",3.73900709219858
"676",3.73900709219858
"677",3.73900709219858
"678",3.73900709219858
"679",3.73900709219858
"680",3.73900709219858
"681",3.73900709219858
"682",3.73900709219858
"683",3.73900709219858
"684",3.73900709219858
"685",3.73900709219858
"686",3.73900709219858
"687",3.73900709219858
"688",3.73900709219858
"689",3.73900709219858
"690",3.73900709219858
"691",3.73900709219858
"692",3.73900709219858
"693",5.10921985815603
"694",5.10921985815603
"695",5.10921985815603
"696",5.10921985815603
"697",5.10921985815603
"698",4.29645390070922
"699",5.10921985815603
"700",3.3645390070922
"701",3.3645390070922
"702",3.3645390070922
"703",3.3645390070922
"704",2.91063829787234
"705",2.91063829787234
"706",3.23262411347518
"707",2.91063829787234
"708",2.91063829787234
"709",3.3645390070922
"710",2.91063829787234
"711",3.31914893617021
"712",3.3645390070922
"713",3.3645390070922
"714",3.3645390070922
"715",3.3645390070922
"716",2.91063829787234
"717",3.3645390070922
"718",3.3645390070922
"719",3.3645390070922
"720",3.3645390070922
"721",2.83687943262411
"722",3.3645390070922
"723",2.56312056737589
"724",3.3645390070922
"725",3.3645390070922
"726",3.3645390070922
"727",3.3645390070922
"728",3.3645390070922
"729",3.3645390070922
"730",3.3645390070922
"731",3.3645390070922
"732",2.91063829787234
"733",3.3645390070922
"734",2.83687943262411
"735",3.3645390070922
"736",3.3645390070922
"737",3.3645390070922
"738",3.3645390070922
"739",2.83687943262411
"740",2.91063829787234
"741",2.83687943262411
"742",3.3645390070922
"743",3.3645390070922
"744",2.83687943262411
"745",3.3645390070922
"746",3.25531914893617
"747",3.3645390070922
"748",2.83687943262411
"749",3.3645390070922
"750",3.3645390070922
"751",3.3645390070922
"752",3.3645390070922
"753",2.83687943262411
"754",3.3645390070922
"755",3.3645390070922
"756",3.3645390070922
"757",3.3645390070922
"758",3.3645390070922
"759",3.25531914893617
"760",2.91063829787234
"761",2.91063829787234
"762",2.91063829787234
"763",3.25531914893617
"764",3.3645390070922
"765",3.3645390070922
"766",3.3645390070922
"767",2.83687943262411
"768",3.3645390070922
"769",2.91063829787234
"770",3.3645390070922
"771",3.3645390070922
"772",3.3645390070922
"773",3.3645390070922
"774",2.91063829787234
"775",2.91063829787234
"776",3.3645390070922
"777",3.3645390070922
"778",3.3645390070922
"779",3.31914893617021
"780",2.83687943262411
"781",2.91063829787234
"782",2.83687943262411
"783",3.50212765957447
"784",3.13049645390071
"785",3.50212765957447
"786",3.13049645390071
"787",3.13049645390071
"788",3.50212765957447
"789",3.50212765957447
"790",3.50212765957447
"791",3.13049645390071
"792",3.50212765957447
"793",3.50212765957447
"794",3.50212765957447
"795",3.13049645390071
"796",3.50212765957447
"797",3.50212765957447
"798",3.13049645390071
"799",3.13049645390071
"800",3.50212765957447
"801",3.13049645390071
"802",3.13049645390071
"803",3.13049645390071
"804",3.38723404255319
"805",3.13049645390071
"806",3.50212765957447
"807",3.13049645390071
"808",3.13049645390071
"809",3.50212765957447
"810",3.13049645390071
"811",3.50212765957447
"812",3.13049645390071
"813",3.13049645390071
"814",3.50212765957447
"815",3.50212765957447
"816",3.50212765957447
"817",3.50212765957447
"818",3.13049645390071
"819",3.50212765957447
"820",3.50212765957447
"821",3.50212765957447
"822",3.13049645390071
"823",3.13049645390071
"824",3.50212765957447
"825",3.50212765957447
"826",3.13049645390071
"827",3.13049645390071
"828",3.13049645390071
"829",3.50212765957447
"830",3.50212765957447
"831",3.50212765957447
"832",3.13049645390071
"833",3.13049645390071
"834",3.50212765957447
"835",3.13049645390071
"836",3.50212765957447
"837",3.50212765957447
"838",3.13049645390071
"839",3.50212765957447
"840",3.50212765957447
"841",3.50212765957447
"842",3.13049645390071
"843",3.13049645390071
"844",3.50212765957447
"845",3.13049645390071
"846",3.13049645390071
"847",3.50212765957447
"848",3.50212765957447
"849",2.91063829787234
"850",3.50212765957447
"851",3.50212765957447
"852",3.13049645390071
"853",3.13049645390071
"854",3.13049645390071
"855",3.50212765957447
"856",3.50212765957447
"857",3.50212765957447
"858",3.50212765957447
"859",3.13049645390071
"860",3.50212765957447
"861",3.50212765957447
"862",3.50212765957447
"863",3.50212765957447
"864",3.13049645390071
"865",3.50212765957447
"866",3.13049645390071
"867",3.13049645390071
"868",3.13049645390071
"869",3.50212765957447
"870",3.50212765957447
"871",3.50212765957447
"872",3.50212765957447
"873",3.50212765957447
"874",3.50212765957447
"875",3.13049645390071
"876",3.37304964539007
"877",3.04822695035461
"878",3.13049645390071
"879",3.13049645390071
"880",3.50212765957447
"881",3.13049645390071
"882",3.13049645390071
"883",3.50212765957447
"884",3.50212765957447
"885",3.13049645390071
"886",3.50212765957447
"887",3.13049645390071
"888",3.50212765957447
"889",3.13049645390071
"890",3.13049645390071
"891",3.50212765957447
"892",3.50212765957447
"893",3.13049645390071
"894",3.13049645390071
"895",3.50212765957447
"896",3.50212765957447
"897",3.50212765957447
"898",3.13049645390071
"899",3.13049645390071
"900",3.13049645390071
"901",3.13049645390071
"902",3.50212765957447
"903",3.13049645390071
"904",3.50212765957447
"905",3.50212765957447
"906",3.50212765957447
"907",3.50212765957447
"908",3.13049645390071
"909",3.50212765957447
"910",3.13049645390071
"911",3.50212765957447
"912",3.50212765957447
"913",3.13049645390071
"914",3.50212765957447
"915",3.50212765957447
"916",3.50212765957447
"917",3.50212765957447
"918",3.50212765957447
"919",3.50212765957447
"920",3.13049645390071
"921",3.50212765957447
"922",3.50212765957447
"923",3.13049645390071
"924",3.50212765957447
"925",3.50212765957447
"926",3.50212765957447
"927",3.13049645390071
"928",3.50212765957447
"929",3.50212765957447
"930",3.50212765957447
"931",3.50212765957447
"932",3.50212765957447
"933",3.13049645390071
"934",3.50212765957447
"935",3.13049645390071
"936",3.13049645390071
"937",3.13049645390071
"938",3.13049645390071
"939",3.50212765957447
"940",3.13049645390071
"941",3.13049645390071
"942",3.50212765957447
"943",3.13049645390071
"944",3.13049645390071
"945",3.50212765957447
"946",3.50212765957447
"947",3.50212765957447
"948",3.50212765957447
"949",3.50212765957447
"950",3.50212765957447
"951",3.50212765957447
"952",3.13049645390071
"953",3.50212765957447
"954",3.13049645390071
"955",3.50212765957447
"956",3.50212765957447
"957",3.13049645390071
"958",3.13049645390071
"959",3.50212765957447
"960",3.13049645390071
"961",3.50212765957447
"962",3.13049645390071
"963",3.50212765957447
"964",3.13049645390071
"965",3.13049645390071
"966",3.50212765957447
"967",3.13049645390071
"968",3.50212765957447
"969",3.13049645390071
"970",3.50212765957447
"971",3.50212765957447
"972",3.50212765957447
"973",3.50212765957447
"974",3.13049645390071
"975",3.50212765957447
"976",3.50212765957447
"977",3.50212765957447
"978",3.50212765957447
"979",3.50212765957447
"980",3.13049645390071
"981",3.13049645390071
"982",3.50212765957447
"983",3.50212765957447
"984",3.50212765957447
"985",3.13049645390071
"986",3.50212765957447
"987",3.37304964539007
"988",3.50212765957447
"989",3.13049645390071
"990",3.13049645390071
"991",3.50212765957447
"992",3.50212765957447
"993",3.50212765957447
"994",3.50212765957447
"995",3.13049645390071
"996",3.50212765957447
"997",3.50212765957447
"998",3.50212765957447
"999",3.13049645390071
"1000",3.13049645390071
"1001",3.13049645390071
"1002",3.50212765957447
"1003",3.50212765957447
"1004",3.50212765957447
"1005",3.13049645390071
"1006",3.50212765957447
"1007",3.13049645390071
"1008",3.50212765957447
"1009",3.13049645390071
"1010",3.13049645390071
"1011",3.13049645390071
"1012",3.50212765957447
"1013",3.50212765957447
"1014",3.50212765957447
"1015",3.13049645390071
"1016",3.50212765957447
"1017",3.50212765957447
"1018",3.50212765957447
"1019",3.13049645390071
"1020",3.50212765957447
"1021",3.50212765957447
"1022",3.13049645390071
"1023",3.50212765957447
"1024",3.13049645390071
"1025",3.50212765957447
"1026",3.13049645390071
"1027",3.50212765957447
"1028",3.37304964539007
"1029",3.50212765957447
"1030",3.13049645390071
"1031",3.42836879432624
"1032",3.50212765957447
"1033",3.50212765957447
"1034",3.13049645390071
"1035",3.50212765957447
"1036",3.50212765957447
"1037",3.13049645390071
"1038",3.13049645390071
"1039",3.50212765957447
"1040",3.50212765957447
"1041",3.50212765957447
"1042",3.50212765957447
"1043",3.50212765957447
"1044",3.50212765957447
"1045",3.50212765957447
"1046",3.13049645390071
"1047",3.50212765957447
"1048",3.13049645390071
"1049",3.50212765957447
"1050",3.50212765957447
"1051",3.50212765957447
"1052",3.50212765957447
"1053",3.13049645390071
"1054",3.13049645390071
"1055",3.50212765957447
"1056",3.50212765957447
"1057",3.50212765957447
"1058",3.50212765957447
"1059",3.13049645390071
"1060",3.13049645390071
"1061",3.13049645390071
"1062",3.50212765957447
"1063",3.13049645390071
"1064",3.50212765957447
"1065",3.50212765957447
"1066",3.13049645390071
"1067",3.13049645390071
"1068",3.50212765957447
"1069",3.13049645390071
"1070",3.37304964539007
"1071",3.13049645390071
"1072",3.13049645390071
"1073",3.50212765957447
"1074",3.50212765957447
"1075",3.50212765957447
"1076",3.13049645390071
"1077",3.92056737588652
"1078",3.92056737588652
"1079",3.92056737588652
"1080",3.92056737588652
"1081",3.92056737588652
"1082",3.92056737588652
"1083",3.92056737588652
"1084",3.92056737588652
"1085",3.92056737588652
"1086",3.92056737588652
"1087",3.92056737588652
"1088",3.92056737588652
"1089",3.92056737588652
"1090",3.92056737588652
"1091",3.92056737588652
"1092",3.92056737588652
"1093",3.92056737588652
"1094",3.92056737588652
"1095",3.92056737588652
"1096",3.92056737588652
"1097",3.92056737588652
"1098",3.92056737588652
"1099",3.92056737588652
"1100",3.92056737588652
"1101",3.92056737588652
"1102",3.92056737588652
"1103",3.92056737588652
"1104",3.92056737588652
"1105",3.92056737588652
"1106",3.92056737588652
"1107",3.92056737588652
"1108",3.92056737588652
"1109",3.92056737588652
"1110",3.92056737588652
"1111",3.92056737588652
"1112",3.92056737588652
"1113",3.92056737588652
"1114",3.92056737588652
"1115",3.43971631205674
"1116",3.43971631205674
"1117",3.43971631205674
"1118",3.43971631205674
"1119",3.43971631205674
"1120",3.43971631205674
"1121",3.43971631205674
"1122",3.43971631205674
"1123",3.43971631205674
"1124",3.43971631205674
"1125",3.43971631205674
"1126",3.43971631205674
"1127",3.43971631205674
"1128",3.43971631205674
"1129",3.43971631205674
"1130",3.43971631205674
"1131",3.43971631205674
"1132",3.43971631205674
"1133",3.43971631205674
"1134",3.43971631205674
"1135",3.43971631205674
"1136",3.43971631205674
"1137",3.43971631205674
"1138",3.43971631205674
"1139",3.43971631205674
"1140",3.43971631205674
"1141",3.43971631205674
"1142",3.43971631205674
"1143",3.43971631205674
"1144",3.43971631205674
"1145",3.43971631205674
"1146",3.43971631205674
"1147",3.43971631205674
"1148",3.43971631205674
"1149",3.43971631205674
"1150",3.43971631205674
"1151",3.43971631205674
"1152",3.43971631205674
"1153",3.43971631205674
"1154",3.43971631205674
"1155",3.43971631205674
"1156",3.43971631205674
"1157",3.43971631205674
"1158",3.43971631205674
"1159",3.43971631205674
"1160",3.43971631205674
"1161",3.43971631205674
"1162",3.43971631205674
"1163",3.43971631205674
"1164",3.43971631205674
"1165",3.43971631205674
"1166",3.43971631205674
"1167",3.43971631205674
"1168",3.43971631205674
"1169",3.43971631205674
"1170",3.43971631205674
"1171",3.43971631205674
"1172",3.43971631205674
"1173",3.43971631205674
"1174",3.43971631205674
"1175",3.43971631205674
"1176",3.43971631205674
"1177",3.43971631205674
"1178",3.43971631205674
"1179",3.43971631205674
"1180",3.43971631205674
"1181",3.43971631205674
"1182",3.43971631205674
"1183",3.43971631205674
"1184",3.43971631205674
"1185",3.43971631205674
"1186",3.35744680851064
"1187",3.43971631205674
"1188",3.43971631205674
"1189",3.43971631205674
"1190",3.43971631205674
"1191",3.43971631205674
"1192",3.43971631205674
"1193",3.43971631205674
"1194",3.43971631205674
"1195",3.43971631205674
"1196",3.43971631205674
"1197",3.43971631205674
"1198",3.43971631205674
"1199",3.43971631205674
"1200",3.43971631205674
"1201",3.43971631205674
"1202",3.43971631205674
"1203",3.43971631205674
"1204",3.35744680851064
"1205",3.43971631205674
"1206",3.43971631205674
"1207",3.43971631205674
"1208",3.43971631205674
"1209",3.43971631205674
"1210",3.43971631205674
"1211",3.43971631205674
"1212",3.43971631205674
"1213",3.43971631205674
"1214",3.43971631205674
"1215",3.43971631205674
"1216",3.43971631205674
"1217",3.43971631205674
"1218",3.43971631205674
"1219",3.43971631205674
"1220",3.43971631205674
"1221",3.43971631205674
"1222",3.43971631205674
"1223",3.43971631205674
"1224",3.43971631205674
"1225",3.43971631205674
"1226",3.43971631205674
"1227",3.43971631205674
"1228",3.43971631205674
"1229",3.43971631205674
"1230",3.43971631205674
"1231",3.43971631205674
"1232",3.43971631205674
"1233",3.43971631205674
"1234",3.43971631205674
"1235",3.43971631205674
"1236",3.43971631205674
"1237",3.43971631205674
"1238",3.43971631205674
"1239",3.43971631205674
"1240",3.43971631205674
"1241",3.43971631205674
"1242",3.43971631205674
"1243",3.43971631205674
"1244",3.43971631205674
"1245",3.43971631205674
"1246",3.43971631205674
"1247",3.43971631205674
"1248",3.43971631205674
