"","corona_av","corona_bar","corona_clo","corona_lat","corona_res","corona_dec","corona_dif","corona_geo","corona_la","corona_lev","corona_lin","corona_lob","corona_mar","corona_rad","corona_eig","corona_sub","corona_bet","corona_ecc","corona_deg","corona_auth","corona_hub"
"1",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336959,2.87144886363636,0.681229211535306,8916.28639926691,0,6,1,0.00758999863945455,0.00758999863945455
"2",3.93191489361702,0.00018037518037518,0.00018037518037518,362.833333333333,97,97,38,50,76,-0.947368421052632,357.587301587302,1,0.000231134093151264,3.06747159090909,0.345753691561108,7694.54875141705,0,4,1,0.00733825529251522,0.00733825529251522
"3",3.3645390070922,0.00021079258010118,0.00021079258010118,462.833333333333,172,172,438,450,876,-0.995433789954338,417.888701517707,1,0.000258294979721618,3.63565340909091,0.231997690022049,6216768.1616439,0,4,1,0.198670282139584,0.198670282139584
"4",3.3645390070922,0.00021079258010118,0.00021079258010118,462.833333333333,172,172,438,450,876,-0.995433789954338,417.888701517707,1,0.000258294979721617,3.63565340909091,0.231997690022049,6216768.16163463,0,4,1,0.198670282139584,0.198670282139584
"5",3.3645390070922,0.00021079258010118,0.00021079258010118,462.833333333333,172,172,438,450,876,-0.995433789954338,417.888701517707,1,0.000258294979721633,3.63565340909091,0.231997690022049,6216768.161642,0,4,1,0.198670282139584,0.198670282139584
"6",3.01276595744681,0.000235404896421846,0.000235404896421846,529.783333333333,222.34375,222.34375,893,720,1792,-0.97290412577019,466.681732580038,3,0.000771968413477635,3.98792613636364,-0.5991183348948,49647336.253089,0.00200628821007241,6,3,0.589979146667672,0.589979146667672
"7",3.3645390070922,0.00021079258010118,0.00021079258010118,462.833333333333,172,172,438,450,876,-0.995433789954338,417.888701517707,1,0.00025829497972158,3.63565340909091,0.231997690022049,6216768.16164091,0,4,1,0.198670282139584,0.198670282139584
"8",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336986,2.87144886363636,0.681229211535306,8916.28639926787,0,6,1,0.00758999863945455,0.00758999863945455
"9",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305337021,2.87144886363636,0.681229211535306,8916.28639928041,0,6,1,0.00758999863945455,0.00758999863945455
"10",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336998,2.87144886363636,0.681229211535306,8916.28639925844,0,6,1,0.00758999863945455,0.00758999863945455
"11",3.3645390070922,0.00021079258010118,0.00021079258010118,462.833333333333,172,172,438,450,876,-0.995433789954338,417.888701517707,1,0.000258294979721654,3.63565340909091,0.231997690022049,6216768.16164391,0,4,1,0.198670282139584,0.198670282139584
"12",3.3645390070922,0.00021079258010118,0.00021079258010118,462.833333333333,172,172,438,450,876,-0.995433789954338,417.888701517707,1,0.000258294979721633,3.63565340909091,0.231997690022049,6216768.16164389,0,4,1,0.198670282139584,0.198670282139584
"13",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336965,2.87144886363636,0.681229211535306,8916.28639927344,0,6,1,0.00758999863945455,0.00758999863945455
"14",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336981,2.87144886363636,0.681229211535306,8916.28639927337,0,6,1,0.00758999863945455,0.00758999863945455
"15",3.63687943262411,0.000195007800312012,0.000195007800312012,415.25,136.1875,136.1875,247,257,496,-0.926309559041136,386.595943837754,2,0.000496027727707925,3.36292613636364,0.0396297955002916,935306.461352529,0.00218032523933515,4,2,0.0802988420558135,0.0802988420558135
"16",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336974,2.87144886363636,0.681229211535306,8916.28639927344,0,6,1,0.00758999863945455,0.00758999863945455
"17",4.12765957446809,0.000171821305841924,0.000171821305841924,349.75,89.171875,89.171875,30,37,60,-0.933333333333333,340.629553264605,1,0.000238957305336985,2.87144886363636,0.681229211535306,8916.28639927334,0,6,1,0.00758999863945455,0.00758999863945455
"18",3.33475177304965,0.000212675457252233,0.000212675457252233,468.5,176.125,176.125,473,470,948,-0.939888635788408,421.621437686091,2,0.000492864850424584,3.66548295454545,-0.281507087643879,6642910.34341526,0.00083677065699127,4,2,0.205342178776587,0.205342178776587
"19",3.32765957446809,0.000213128729752771,0.000213128729752771,469.75,177.0625,177.0625,469,475,940,-0.932944191343964,422.520034100597,2,0.000455847672384071,3.67258522727273,-0.60253876324462,6343692.30467077,0.00572488691883899,4,2,0.200610077371267,0.200610077371267
"20",5.10921985815603,0.000138811771238201,0.000138811771238201,292.1,56.734375,56.734375,31,35,62,-0.935483870967742,275.189339255969,1,0.000203895401720707,1.88849431818182,0.165463546733331,654.751572441307,0,6,1,0.00193979523168243,0.00193979523168243
"21",3.35602836879433,0.000211327134404057,0.000211327134404057,464.75,173.3125,173.3125,445,455,892,-0.939578264395783,418.948436179205,2,0.00049620852057049,3.64417613636364,-0.170468589907941,12222059.0094139,0.00556173821696393,4,2,0.292311242352248,0.292311242352248
"22",3.33475177304965,0.000212675457252233,0.000212675457252233,468.5,176.125,176.125,473,470,948,-0.939888635788408,421.621437686091,2,0.000492864850424624,3.66548295454545,-0.281507087643879,6642910.34341523,0.00083677065699127,4,2,0.205342178776587,0.205342178776587
"23",4.33617021276596,0.000163559044815178,0.000163559044815178,338.283333333333,82.9375,82.9375,35,41,70,-0.942857142857143,324.249918220478,1,0.00023657185840737,2.66264204545455,0.486495222334072,7070.32577039709,0,6,1,0.00667189663700322,0.00667189663700322
