"","influenza_lev"
"366",-0.976627829275804
"367",-0.967555605171882
"368",-0.910852492750935
"369",-0.995049504950495
"370",-0.985708094024524
"371",-0.850855408547051
"372",-0.82280701754386
"373",-0.82280701754386
"374",-0.85952380952381
"375",-0.85952380952381
"376",-0.85952380952381
"377",-0.85952380952381
"378",-0.85952380952381
"379",-0.931518624558004
"380",-0.994805194805195
"381",-0.994805194805195
"382",-0.989189189189189
"383",-0.993769470404984
"384",-0.993769470404984
"385",-0.85952380952381
"386",-0.85952380952381
"387",-0.902401608184672
"388",-0.902170493865996
"389",-0.826197705835694
"390",-0.860810503152751
"391",-0.900978967880401
"392",-0.878309204434271
"393",-0.902170493865996
"394",-0.976879910213243
"395",-0.976879910213243
"396",-0.929281680250672
"397",-0.946406207029399
"398",-0.956880635774782
"399",-0.995049504950495
"400",-0.977135958515921
"401",-0.995049504950495
"402",-0.941654816654817
"403",-0.938767387773393
"404",-0.986441038739889
"405",-0.967283950617284
"406",-0.959092940364519
"407",-0.981651376146789
"408",-0.96360153256705
"409",-0.96360153256705
"410",-0.96360153256705
"411",-0.931617645221534
"412",-0.944950483358305
"413",-0.954381476843413
"414",-0.974569410861439
"415",-0.996649916247906
"416",-0.996649916247906
"417",-0.996649916247906
"418",-0.996649916247906
"419",-0.996649916247906
"420",-0.996649916247906
"421",-0.970813796495839
"422",-0.996649916247906
"423",-0.996649916247906
"424",-0.996649916247906
"425",-0.996649916247906
"426",-0.996649916247906
"427",-0.996649916247906
"428",-0.996649916247906
"429",-0.996649916247906
"430",-0.891107051701709
"431",-0.996649916247906
"432",-0.996649916247906
"433",-0.996649916247906
"434",-0.996649916247906
"435",-0.996649916247906
"436",-0.996649916247906
"437",-0.996649916247906
"438",-0.996649916247906
"439",-0.996649916247906
"440",-0.996649916247906
"441",-0.996649916247906
"442",-0.996649916247906
"443",-0.996649916247906
"444",-0.996649916247906
"445",-0.996649916247906
"446",-0.996649916247906
"447",-0.996649916247906
"448",-0.996649916247906
"449",-0.996649916247906
"450",-0.996649916247906
"451",-0.996649916247906
"452",-0.996649916247906
"453",-0.996649916247906
"454",-0.996649916247906
"455",-0.996649916247906
"456",-0.996649916247906
"457",-0.996649916247906
"458",-0.996649916247906
"459",-0.996649916247906
"460",-0.996649916247906
"461",-0.924771532109571
"462",-0.996649916247906
"463",-0.983537942993701
"464",-0.967402629963608
"465",-0.934255525860959
"466",-0.981728204500063
"467",-0.95047448923379
"468",-0.988543290672689
"469",-0.996649916247906
"470",-0.996649916247906
"471",-0.891833767495304
"472",-0.996649916247906
"473",-0.996649916247906
"474",-0.968877740616871
"475",-0.929416320567155
"476",-0.927091121637731
"477",-0.944084585690019
"478",-0.996649916247906
"479",-0.996649916247906
"480",-0.996649916247906
"481",-0.996649916247906
"482",-0.996649916247906
"483",-0.982571011352395
"484",-0.879073751903195
"485",-0.966698502244635
"486",-0.996649916247906
"487",-0.996649916247906
"488",-0.996649916247906
"489",-0.996649916247906
"490",-0.996649916247906
"491",-0.996649916247906
"492",-0.996649916247906
"493",-0.996649916247906
"494",-0.996649916247906
"495",-0.996649916247906
"496",-0.996649916247906
"497",-0.996649916247906
"498",-0.996649916247906
"499",-0.996649916247906
"500",-0.996649916247906
"501",-0.996649916247906
"502",-0.996649916247906
"503",-0.996649916247906
"504",-0.996649916247906
"505",-0.996649916247906
"506",-0.996649916247906
"507",-0.996649916247906
"508",-0.996649916247906
"509",-0.996649916247906
"510",-0.981341735604249
"511",-0.996649916247906
"512",-0.996649916247906
"513",-0.996649916247906
"514",-0.996649916247906
"515",-0.996649916247906
"516",-0.996649916247906
"517",-0.996649916247906
"518",-0.996649916247906
"519",-0.996649916247906
"520",-0.996649916247906
"521",-0.996649916247906
"522",-0.985902830222606
"523",-0.996649916247906
"524",-0.996649916247906
"525",-0.996649916247906
"526",-0.996649916247906
"527",-0.996649916247906
"528",-0.996649916247906
"529",-0.996649916247906
"530",-0.996649916247906
"531",-0.996649916247906
"532",-0.996649916247906
"533",-0.996649916247906
"534",-0.996649916247906
"535",-0.996649916247906
"536",-0.996649916247906
"537",-0.996649916247906
"538",-0.996649916247906
"539",-0.996649916247906
"540",-0.996649916247906
"541",-0.990989796015045
"542",-0.991293588099743
"543",-0.996649916247906
"544",-0.996649916247906
"545",-0.996649916247906
"546",-0.932791105858031
"547",-0.952748888335304
"548",-0.996649916247906
"549",-0.947673816181723
"550",-0.996649916247906
"551",-0.952714855314312
"552",-0.996649916247906
"553",-0.996649916247906
"554",-0.891833767495304
"555",-0.996649916247906
"556",-0.996649916247906
"557",-0.996649916247906
"558",-0.996649916247906
"559",-0.996649916247906
"560",-0.996649916247906
"561",-0.996649916247906
"562",-0.996649916247906
"563",-0.996649916247906
"564",-0.996649916247906
"565",-0.996649916247906
"566",-0.996649916247906
"567",-0.9849643019043
"568",-0.97289205938321
"569",-0.930457569069662
"570",-0.951625570005067
"571",-0.990867579908676
"572",-0.917209202652146
"573",-0.826625023975743
"574",-0.877789024833263
"575",-0.918906200526185
"576",-0.812792330360136
"577",-0.958929171476141
"578",-0.802437613535303
"579",-0.834990976595072
"580",-0.873558059548545
"581",-0.947110970859732
"582",-0.90166202268176
"583",-0.892045949590418
"584",-0.932021289972317
"585",-0.926492619662594
"586",-0.948514106273444
"587",-0.949053435395194
"588",-0.906765978473505
"589",-0.990867579908676
"590",-0.896854930745733
"591",-0.979433061238807
"592",-0.961529246381786
"593",-0.9742530184824
"594",-0.985727743758832
"595",-0.844889206723896
"596",-0.855981416957027
"597",-0.858455270219976
"598",-0.810527814231558
"599",-0.899824658633803
"600",-0.913005700790362
"601",-0.899487832397146
"602",-0.840027875604778
"603",-0.95
"604",-0.946038165044863
"605",-0.843114954713601
"606",-0.902030618710145
"607",-0.95
"608",-0.908542105083567
"609",-0.831431078877488
"610",-0.948198364158868
"611",-0.909471878165174
"612",-0.95
"613",-0.95
"614",-0.957791273219217
"615",-0.902617597646021
"616",-0.916809435025488
"617",-0.988348761528993
"618",-0.839744125264016
"619",-0.963765901652273
"620",-0.967250568488959
"621",-0.94566351446584
"622",-0.961281136209717
"623",-0.961092902687209
"624",-0.935220446371007
"625",-0.892436934723947
"626",-0.963765901652273
"627",-0.946636533401239
"628",-0.953667461353064
"629",-0.922258778137865
"630",-0.988540508729484
"631",-0.979444595810349
"632",-0.915614370223066
"633",-0.839397808252575
"634",-0.973507869135934
"635",-0.858495330337871
"636",-0.973361473960413
"637",-0.941929112702419
"638",-0.984557881715846
"639",-0.916809435025488
"640",-0.803504593431806
"641",-0.973361473960413
"642",-0.963765901652273
"643",-0.990885724489334
"644",-0.858495330337871
"645",-0.988268642953501
"646",-0.984557881715846
"647",-0.967250568488959
"648",-0.985286608816021
"649",-0.963765901652273
"650",-0.963765901652273
"651",-0.963765901652273
"652",-0.963765901652273
"653",-0.949133342432153
"654",-0.973361473960413
"655",-0.94229055258467
"656",-0.967330182361676
"657",-0.963765901652273
"658",-0.988268642953501
"659",-0.921281822343137
"660",-0.994623655913978
"661",-0.840384589094664
"662",-0.984557881715846
"663",-0.963765901652273
"664",-0.984557881715846
"665",-0.951235975294171
"666",-0.967250568488959
"667",-0.966860291927316
"668",-0.963765901652273
"669",-0.90057798558289
"670",-0.937173963046127
"671",-0.936540535132755
"672",-0.993690851735016
"673",-0.94911388834947
"674",-0.938591331127045
"675",-0.880401904057464
"676",-0.964238801094761
"677",-0.993690851735016
"678",-0.993690851735016
"679",-0.988268642953501
"680",-0.981653726885459
"681",-0.984557881715846
"682",-0.988268642953501
"683",-0.988268642953501
"684",-0.994623655913978
"685",-0.884850761663399
"686",-0.945939001713221
"687",-0.933272519275311
"688",-0.994623655913978
"689",-0.982033607591417
"690",-0.898740431052737
"691",-0.970541684162925
"692",-0.979031110876953
"693",-0.943858755623462
"694",-0.988268642953501
"695",-0.919470908436664
"696",-0.961696531316784
"697",-0.986928104575163
"698",-0.971699461630682
"699",-0.981831639862728
"700",-0.976486671223513
"701",-0.976486671223513
"702",-0.93236671648417
"703",-0.919816478923191
"704",-0.933930728240409
"705",-0.913310401189887
"706",-0.938471966278342
"707",-0.986928104575163
"708",-0.976486671223513
"709",-0.955129017695919
"710",-0.935491835456304
"711",-0.961769545685138
"712",-0.910415557691481
"713",-0.948611254875672
"714",-0.925169998752491
"715",-0.948611254875672
"716",-0.909238072031784
"717",-0.951625570005067
"718",-0.933183532445268
"719",-0.947586070635045
"720",-0.94112331889103
"721",-0.951977417099366
"722",-0.942728712646838
"723",-0.93551510533293
"724",-0.913180101325007
"725",-0.976486671223513
"726",-0.959816427697424
"727",-0.938973682398706
"728",-0.976486671223513
"729",-0.935265648754845
"730",-0.934253471911298
"731",-0.976486671223513
"732",-0.957515135808144
"733",-0.957129734234339
"734",-0.976486671223513
"735",-0.976486671223513
"736",-0.900935169105021
"737",-0.951651957162568
"738",-0.963301807051807
"739",-0.973675717497692
"740",-0.965601083507889
"741",-0.986928104575163
"742",-0.948749391097705
"743",-0.976486671223513
"744",-0.976486671223513
"745",-0.963301807051807
"746",-0.986928104575163
"747",-0.951760379660407
"748",-0.976486671223513
"749",-0.976486671223513
"750",-0.942035216868876
"751",-0.951625570005067
"752",-0.986928104575163
"753",-0.976486671223513
"754",-0.986928104575163
"755",-0.976486671223513
"756",-0.965003388827877
"757",-0.976486671223513
"758",-0.986928104575163
"759",-0.976486671223513
"760",-0.970258266106017
"761",-0.986928104575163
"762",-0.957914822473443
"763",-0.976486671223513
"764",-0.971023329108708
"765",-0.96432209823769
"766",-0.883906593758941
"767",-0.97043361954067
"768",-0.940665307135447
"769",-0.948611254875672
"770",-0.951625570005067
"771",-0.904291404064685
"772",-0.899680679584836
"773",-0.986928104575163
"774",-0.888955223618183
"775",-0.906928039256269
"776",-0.976486671223513
"777",-0.945821462488129
"778",-0.910937914529086
"779",-0.901204934609994
"780",-0.947435867103538
"781",-0.976486671223513
"782",-0.919433560867888
"783",-0.934214319630986
"784",-0.976486671223513
"785",-0.968388607986359
"786",-0.948611254875672
"787",-0.902200843189347
"788",-0.88810261580421
"789",-0.885161732654882
"790",-0.976486671223513
"791",-0.960627431052715
"792",-0.920546311450327
"793",-0.973159365499001
"794",-0.988425100595935
"795",-0.939114378926651
"796",-0.965536611155168
"797",-0.965104658151655
"798",-0.991341991341991
"799",-0.991341991341991
"800",-0.944932478956898
"801",-0.986928104575163
"802",-0.949027770323099
"803",-0.929735608705605
"804",-0.948611254875672
"805",-0.962990006822591
"806",-0.951625570005067
"807",-0.97043361954067
"808",-0.9490043267538
"809",-0.986928104575163
"810",-0.906550215718664
"811",-0.980092571788074
"812",-0.986928104575163
"813",-0.933798963443392
"814",-0.986928104575163
"815",-0.986928104575163
"816",-0.995049504950495
"817",-0.881684802455382
"818",-0.995049504950495
"819",-0.938594335146059
"820",-0.995049504950495
"821",-0.991341991341991
"822",-0.986197963194569
"823",-0.991341991341991
"824",-0.991341991341991
"825",-0.991341991341991
"826",-0.989189189189189
"827",-0.989189189189189
"828",-0.958063152085745
"829",-0.983629334299867
"830",-0.946027118682091
"831",-0.933061030786323
"832",-0.911816482486816
"833",-0.944236447906646
"834",-0.959334442151334
"835",-0.96175221026219
"836",-0.947272085902931
"837",-0.949503505718682
"838",-0.835094850223163
"839",-0.961032425697691
"840",-0.987499511699676
"841",-0.939242543514606
"842",-0.934561305254433
"843",-0.941547191486046
"844",-0.947272085902931
"845",-0.895096173093435
"846",-0.907101515663274
"847",-0.947272085902931
"848",-0.930630104495127
"849",-0.993769470404984
"850",-0.947272085902931
"851",-0.951106060904286
"852",-0.913661738543042
"853",-0.941532765929544
"854",-0.949083404901536
"855",-0.952558471185585
"856",-0.882546574817965
"857",-0.84218223691819
"858",-0.974219794653231
"859",-0.993769470404984
"860",-0.931727646299126
"861",-0.900511147048846
"862",-0.966981934474195
"863",-0.941283605015563
"864",-0.948449959349927
"865",-0.947272085902931
"866",-0.986868404650863
"867",-0.949824638455484
"868",-0.981743539155135
"869",-0.944236447906646
"870",-0.914528552904728
"871",-0.918300025884146
"872",-0.92689174143737
"873",-0.993769470404984
"874",-0.988607472725517
"875",-0.978061351327883
"876",-0.960201009456258
"877",-0.947272085902931
"878",-0.947272085902931
"879",-0.982190863476227
"880",-0.909476953232926
"881",-0.939906928205943
"882",-0.966718407394519
"883",-0.981743539155135
"884",-0.925081287379692
"885",-0.979600870228227
"886",-0.963736726666972
"887",-0.981743539155135
"888",-0.873898388308176
"889",-0.86489951893234
"890",-0.823919875740905
"891",-0.947272085902931
"892",-0.947272085902931
"893",-0.96319964307268
"894",-0.988607472725517
"895",-0.920297625372113
"896",-0.976213076906121
"897",-0.960780543993193
"898",-0.974654076893259
"899",-0.880477435309943
"900",-0.993769470404984
"901",-0.953141286698763
"902",-0.994366197183099
"903",-0.953141286698763
"904",-0.953141286698763
"905",-0.994366197183099
"906",-0.987461607246997
"907",-0.987461607246997
"908",-0.953141286698763
"909",-0.994366197183099
"910",-0.968497027523405
"911",-0.973515193393489
"912",-0.994366197183099
"913",-0.968389934704884
"914",-0.973515193393489
"915",-0.982333248723173
"916",-0.989200675321651
"917",-0.980297515429657
"918",-0.994366197183099
"919",-0.968497027523405
"920",-0.982333248723173
"921",-0.987461607246997
"922",-0.939296153739282
"923",-0.958026666698663
"924",-0.968497027523405
"925",-0.973515193393489
"926",-0.927006473673823
"927",-0.984162309215898
"928",-0.947092354068026
"929",-0.994366197183099
"930",-0.987461607246997
"931",-0.987461607246997
"932",-0.990909800249688
"933",-0.962746260679618
"934",-0.994366197183099
"935",-0.987461607246997
"936",-0.994366197183099
"937",-0.970328536272809
"938",-0.953141286698763
"939",-0.982333248723173
"940",-0.98142218002388
"941",-0.958026666698663
"942",-0.987461607246997
"943",-0.968497027523405
"944",-0.994366197183099
"945",-0.994366197183099
"946",-0.968497027523405
"947",-0.994366197183099
"948",-0.876652331706288
"949",-0.982780573044265
"950",-0.935607340948824
"951",-0.972434096079219
"952",-0.954913880445795
"953",-0.972353977503727
"954",-0.963845015576324
"955",-0.97354205710506
"956",-0.947107881954015
"957",-0.978494623655914
"958",-0.970034091412662
"959",-0.978494623655914
"960",-0.9662471733143
"961",-0.978494623655914
"962",-0.978494623655914
"963",-0.945280515670591
"964",-0.956501726121979
"965",-0.971211322081575
"966",-0.960324476455298
"967",-0.974358974358974
"968",-0.974358974358974
"969",-0.974358974358974
"970",-0.960324476455298
"971",-0.974358974358974
"972",-0.974358974358974
"973",-0.944792230423163
"974",-0.958486259596038
"975",-0.958486259596038
"976",-0.974358974358974
"977",-0.882097440910076
"978",-0.964157228514324
"979",-0.974358974358974
"980",-0.974358974358974
"981",-0.966062854648625
"982",-0.970931199088038
"983",-0.955255460588794
"984",-0.978494623655914
"985",-0.978494623655914
"986",-0.978494623655914
"987",-0.9546487097344
"988",-0.978494623655914
"989",-0.978494623655914
"990",-0.974358974358974
"991",-0.974358974358974
"992",-0.974358974358974
"993",-0.974358974358974
"994",-0.975903614457831
"995",-0.919991031755738
"996",-0.975903614457831
"997",-0.936974789915966
"998",-0.975903614457831
"999",-0.936974789915966
"1000",-0.975903614457831
"1001",-0.975903614457831
"1002",-0.936974789915966
"1003",-0.914278341899088
"1004",-0.975903614457831
"1005",-0.942075657982365
"1006",-0.975903614457831
"1007",-0.975903614457831
"1008",-0.975903614457831
"1009",-0.975903614457831
"1010",-0.972718253968254
"1011",-0.975903614457831
"1012",-0.975903614457831
"1013",-0.902328392569467
"1014",-0.975903614457831
"1015",-0.975903614457831
"1016",-0.967871018213795
"1017",-0.942323537959212
"1018",-0.975903614457831
"1019",-0.969270060965563
"1020",-0.942796389353674
"1021",-0.951935371645518
"1022",-0.944352753598298
"1023",-0.975903614457831
"1024",-0.971009129040217
"1025",-0.975903614457831
"1026",-0.973169328154222
"1027",-0.975903614457831
"1028",-0.971252204585538
"1029",-0.929425358786631
"1030",-0.975903614457831
"1031",-0.975903614457831
"1032",-0.899871701692731
"1033",-0.903828162730075
"1034",-0.975903614457831
"1035",-0.975903614457831
"1036",-0.984
"1037",-0.974635950954063
"1038",-0.984
"1039",-0.958458619702176
"1040",-0.965097995861592
"1041",-0.887115291515002
"1042",-0.963083714712619
"1043",-0.984
"1044",-0.958458619702176
"1045",-0.970042477084731
"1046",-0.972187458123468
"1047",-0.978945636976725
"1048",-0.963369402793785
"1049",-0.984
"1050",-0.970042477084731
"1051",-0.984
"1052",-0.972244604200909
"1053",-0.977206568902071
"1054",-0.977206568902071
"1055",-0.963995095371464
"1056",-0.984
"1057",-0.978509006598894
"1058",-0.971006210430593
"1059",-0.984
"1060",-0.981172774378092
"1061",-0.963916748168717
"1062",-0.92751071442237
"1063",-0.958458619702176
"1064",-0.952817004579881
"1065",-0.955384530317801
"1066",-0.962464929239141
"1067",-0.984
"1068",-0.963338049163066
"1069",-0.978945636976725
"1070",-0.97175317588344
"1071",-0.984
"1072",-0.978995077732833
"1073",-0.978995077732833
"1074",-0.980734145807487
"1075",-0.978995077732833
"1076",-0.96109941627183
"1077",-0.978995077732833
"1078",-0.980297515429657
"1079",-0.976100843037963
"1080",-0.985815602836879
"1081",-0.982894344921493
"1082",-0.980734145807487
"1083",-0.985815602836879
"1084",-0.985815602836879
"1085",-0.978995077732833
"1086",-0.979546066206154
"1087",-0.978995077732833
"1088",-0.985815602836879
"1089",-0.960453419200509
"1090",-0.978995077732833
"1091",-0.977072846954021
"1092",-0.924352450840904
"1093",-0.973949475633517
"1094",-0.985815602836879
"1095",-0.978995077732833
"1096",-0.987341265072307
"1097",-0.993610223642173
"1098",-0.993610223642173
"1099",-0.966538502694456
"1100",-0.989878228032648
"1101",-0.946273771254721
"1102",-0.980855701543078
"1103",-0.990676363499515
"1104",-0.933172563338359
"1105",-0.973078543733607
"1106",-0.981653726885459
"1107",-0.993610223642173
"1108",-0.984662177973063
"1109",-0.993610223642173
"1110",-0.984539664157499
"1111",-0.983635882822245
"1112",-0.993610223642173
"1113",-0.993610223642173
"1114",-0.987341265072307
"1115",-0.993610223642173
"1116",-0.993610223642173
"1117",-0.993610223642173
"1118",-0.993610223642173
"1119",-0.993610223642173
"1120",-0.993610223642173
"1121",-0.993610223642173
"1122",-0.993610223642173
"1123",-0.959736005926787
"1124",-0.989417989417989
"1125",-0.993610223642173
"1126",-0.993610223642173
"1127",-0.993610223642173
"1128",-0.989878228032648
"1129",-0.993610223642173
"1130",-0.993610223642173
"1131",-0.993610223642173
"1132",-0.993610223642173
"1133",-0.993610223642173
"1134",-0.993610223642173
"1135",-0.993610223642173
"1136",-0.983635882822245
"1137",-0.993610223642173
"1138",-0.988268642953501
"1139",-0.96
"1140",-0.96
"1141",-0.953863898500577
"1142",-0.932145437288565
"1143",-0.937586059695769
"1144",-0.96
"1145",-0.96
"1146",-0.96
"1147",-0.974352026057219
"1148",-0.989417989417989
"1149",-0.989417989417989
"1150",-0.989417989417989
"1151",-0.989417989417989
"1152",-0.989417989417989
"1153",-0.989417989417989
"1154",-0.989417989417989
"1155",-0.983112738798078
"1156",-0.96
"1157",-0.96
"1158",-0.96
