"","influenza_lev"
"1159",-0.955602966575231
"1160",-0.994805194805195
"1161",-0.994805194805195
"1162",-0.994805194805195
"1163",-0.971161371212552
"1164",-0.994805194805195
"1165",-0.988449226098149
"1166",-0.987898237624827
"1167",-0.994805194805195
"1168",-0.994805194805195
"1169",-0.988449226098149
"1170",-0.994805194805195
"1171",-0.993055555555556
"1172",-0.993055555555556
"1173",-0.993055555555556
"1174",-0.993055555555556
"1175",-0.993055555555556
"1176",-0.993055555555556
"1177",-0.993055555555556
"1178",-0.993055555555556
"1179",-0.993055555555556
"1180",-0.993055555555556
"1181",-0.993055555555556
"1182",-0.964125965810008
"1183",-0.994805194805195
"1184",-0.994805194805195
"1185",-0.994805194805195
"1186",-0.994805194805195
"1187",-0.994805194805195
"1188",-0.994805194805195
"1189",-0.987898237624827
"1190",-0.981586283270325
"1191",-0.994805194805195
"1192",-0.994805194805195
"1193",-0.994805194805195
"1194",-0.994805194805195
"1195",-0.986710158023494
"1196",-0.993055555555556
"1197",-0.993055555555556
"1198",-0.993055555555556
"1199",-0.993055555555556
"1200",-0.993055555555556
"1201",-0.987144866674196
"1202",-0.993055555555556
"1203",-0.980316175755937
"1204",-0.993055555555556
"1205",-0.976531293601064
"1206",-0.993055555555556
"1207",-0.983606557377049
"1208",-0.978801565793436
"1209",-0.963972587307356
"1210",-0.983606557377049
"1211",-0.969897540581783
"1212",-0.975139486377333
"1213",-0.984664914717457
"1214",-0.98169430739854
"1215",-0.984664914717457
"1216",-0.960199133851944
"1217",-0.950045160953654
"1218",-0.950922192527626
"1219",-0.916486298568928
"1220",-0.984664914717457
"1221",-0.984664914717457
"1222",-0.996649916247906
"1223",-0.996649916247906
"1224",-0.992903173178889
"1225",-0.992903173178889
"1226",-0.996649916247906
"1227",-0.969663995516953
"1228",-0.996649916247906
"1229",-0.996649916247906
"1230",-0.96317233650428
"1231",-0.991717246789711
"1232",-0.996649916247906
"1233",-0.996649916247906
"1234",-0.975387148230628
"1235",-0.996649916247906
"1236",-0.947719476892203
"1237",-0.987313542587976
"1238",-0.993701308645757
"1239",-0.855567735951875
"1240",-0.996649916247906
"1241",-0.941271690514073
"1242",-0.941639451395239
"1243",-0.974861424973396
"1244",-0.965784886607992
"1245",-0.996649916247906
"1246",-0.984648504313142
"1247",-0.996649916247906
"1248",-0.890943372753988
"1249",-0.966229512420293
"1250",-0.993701308645757
"1251",-0.990444338270425
"1252",-0.996649916247906
"1253",-0.996649916247906
"1254",-0.952698708249095
"1255",-0.910049742816146
"1256",-0.996649916247906
"1257",-0.957796463932429
"1258",-0.96959417482521
"1259",-0.973651995519637
"1260",-0.971308520741145
"1261",-0.996649916247906
"1262",-0.996649916247906
"1263",-0.996649916247906
"1264",-0.996649916247906
"1265",-0.996649916247906
"1266",-0.996649916247906
"1267",-0.996649916247906
"1268",-0.996649916247906
"1269",-0.985902830222606
"1270",-0.996649916247906
"1271",-0.996649916247906
"1272",-0.907588619429901
"1273",-0.975381390970022
"1274",-0.978885715863875
"1275",-0.960274946119683
"1276",-0.981651376146789
"1277",-0.910464882018345
"1278",-0.983836258140071
"1279",-0.924665617576616
"1280",-0.987898237624827
"1281",-0.984918898367646
"1282",-0.987898237624827
"1283",-0.993610223642173
"1284",-0.997041420118343
"1285",-0.986519474461634
"1286",-0.973008757039431
"1287",-0.971830985915493
"1288",-0.947144154939882
"1289",-0.944809480654218
"1290",-0.975609756097561
"1291",-0.994805194805195
"1292",-0.975609756097561
"1293",-0.929893991279219
"1294",-0.991864443100849
"1295",-0.901807695013013
"1296",-0.92854175708066
"1297",-0.994805194805195
"1298",-0.994805194805195
"1299",-0.977752595806465
"1300",-0.970652370450108
"1301",-0.990676363499515
"1302",-0.981651376146789
"1303",-0.941176470588235
"1304",-0.940746386014651
"1305",-0.985727743758832
"1306",-0.966636295966767
"1307",-0.949384108270227
"1308",-0.960754999230365
"1309",-0.986888884046848
"1310",-0.94617073368818
"1311",-0.981651376146789
"1312",-0.977490970289629
"1313",-0.980556581750347
"1314",-0.953694463294879
"1315",-0.985168130220604
"1316",-0.993610223642173
"1317",-0.993610223642173
"1318",-0.989878228032648
"1319",-0.955687861563913
"1320",-0.969534187706239
"1321",-0.971830985915493
"1322",-0.981651376146789
"1323",-0.990948229275498
"1324",-0.969142767534458
"1325",-0.938825406295975
"1326",-0.982285772105407
"1327",-0.993610223642173
"1328",-0.994805194805195
"1329",-0.994805194805195
"1330",-0.969839816422392
"1331",-0.941969057220725
"1332",-0.945180603326365
"1333",-0.987898237624827
"1334",-0.970462137453568
"1335",-0.975490830410311
"1336",-0.978936799698316
"1337",-0.97330591803471
"1338",-0.956895962218258
"1339",-0.989878228032648
"1340",-0.943668009583375
"1341",-0.996240601503759
"1342",-0.967699605742351
"1343",-0.950554655150322
"1344",-0.993055555555556
"1345",-0.975609756097561
"1346",-0.977173547828611
"1347",-0.979914516243445
"1348",-0.997041420118343
"1349",-0.994805194805195
"1350",-0.948238808632067
"1351",-0.994805194805195
"1352",-0.994805194805195
"1353",-0.980180026691655
"1354",-0.963160426542491
"1355",-0.993055555555556
"1356",-0.983975012026022
"1357",-0.95605501815397
"1358",-0.939329559389064
"1359",-0.987898237624827
"1360",-0.989878228032648
"1361",-0.983635882822245
"1362",-0.971830985915493
"1363",-0.980859914065563
"1364",-0.989878228032648
"1365",-0.994805194805195
"1366",-0.997041420118343
"1367",-0.956521739130435
"1368",-0.947321082533029
"1369",-0.978331427418649
"1370",-0.880740188717009
"1371",-0.967252361179841
"1372",-0.987898237624827
"1373",-0.951456618673483
"1374",-0.901667479179334
"1375",-0.971813473498003
"1376",-0.994805194805195
"1377",-0.970965342852893
"1378",-0.996240601503759
"1379",-0.909646304295393
"1380",-0.986001461988304
"1381",-0.975609756097561
"1382",-0.940029510331632
"1383",-0.973135063920417
"1384",-0.95362769775697
"1385",-0.945276053558476
"1386",-0.97095622970025
"1387",-0.934394819250322
"1388",-0.971830985915493
"1389",-0.987898237624827
"1390",-0.907830486117125
"1391",-0.95743917823954
"1392",-0.958385409379276
"1393",-0.950095040305351
"1394",-0.976856359520304
"1395",-0.974582236094625
"1396",-0.962053900867265
"1397",-0.977968517111345
"1398",-0.942986780259874
"1399",-0.953880903133472
"1400",-0.941276732621561
"1401",-0.900102293413179
"1402",-0.993610223642173
"1403",-0.975609756097561
"1404",-0.944175374692736
"1405",-0.954806184505451
"1406",-0.994805194805195
"1407",-0.918151083394244
"1408",-0.960036264273517
"1409",-0.95022015390989
"1410",-0.994318181818182
"1411",-0.972949404708939
"1412",-0.961764541230148
"1413",-0.941176470588235
"1414",-0.980309350827655
"1415",-0.990567351734674
"1416",-0.97600773279762
"1417",-0.984987221629178
"1418",-0.993055555555556
"1419",-0.989456722554835
"1420",-0.966698502244635
"1421",-0.974998269761834
"1422",-0.964253914328035
"1423",-0.994805194805195
"1424",-0.986001461988304
"1425",-0.976479991943909
"1426",-0.939274694923357
"1427",-0.956521739130435
"1428",-0.994805194805195
"1429",-0.956521739130435
"1430",-0.996240601503759
"1431",-0.976486671223513
"1432",-0.979754525393471
"1433",-0.966833247322268
"1434",-0.921932005863361
"1435",-0.986001461988304
"1436",-0.955580494080797
"1437",-0.927763242954143
"1438",-0.925875312158437
"1439",-0.989878228032648
"1440",-0.989878228032648
"1441",-0.993610223642173
"1442",-0.989417989417989
"1443",-0.994805194805195
"1444",-0.991066307633981
"1445",-0.993610223642173
"1446",-0.941176470588235
"1447",-0.993610223642173
"1448",-0.956521739130435
"1449",-0.97834595959596
"1450",-0.994805194805195
"1451",-0.975609756097561
"1452",-0.927759241487524
"1453",-0.963880642147888
"1454",-0.968653177242766
"1455",-0.975609756097561
"1456",-0.987898237624827
"1457",-0.975609756097561
"1458",-0.987666783223246
"1459",-0.996240601503759
"1460",-0.993610223642173
"1461",-0.975609756097561
"1462",-0.986888884046848
"1463",-0.940592133380388
"1464",-0.993055555555556
"1465",-0.948711078191076
"1466",-0.984535412605588
"1467",-0.993610223642173
"1468",-0.994318181818182
"1469",-0.993610223642173
"1470",-0.969614306281731
"1471",-0.991864443100849
"1472",-0.986001461988304
"1473",-0.993610223642173
"1474",-0.956521739130435
"1475",-0.980670520126169
"1476",-0.960871109958331
"1477",-0.981214503515941
"1478",-0.994805194805195
"1479",-0.987413862395483
"1480",-0.993610223642173
"1481",-0.93068537999732
"1482",-0.993610223642173
"1483",-0.993055555555556
"1484",-0.939493721092331
"1485",-0.983635882822245
"1486",-0.9
"1487",-0.993610223642173
"1488",-0.971830985915493
"1489",-0.993610223642173
"1490",-0.971830985915493
"1491",-0.986001461988304
"1492",-0.936461533777969
"1493",-0.984361245939313
"1494",-0.993610223642173
"1495",-0.956521739130435
"1496",-0.993610223642173
"1497",-0.996521739130435
"1498",-0.983587186792836
"1499",-0.971830985915493
"1500",-0.993610223642173
"1501",-0.993610223642173
"1502",-0.9
"1503",-0.993055555555556
"1504",-0.972151269242072
"1505",-0.993610223642173
"1506",-0.989878228032648
"1507",-0.975609756097561
"1508",-0.993610223642173
"1509",-0.941176470588235
"1510",-0.971830985915493
"1511",-0.993610223642173
"1512",-0.952610212280049
"1513",-0.988268642953501
"1514",-0.944405652073261
"1515",-0.994805194805195
"1516",-0.981651376146789
"1517",-0.983635882822245
"1518",-0.994805194805195
"1519",-0.993055555555556
"1520",-0.993610223642173
"1521",-0.970555833166168
"1522",-0.975609756097561
"1523",-0.993610223642173
"1524",-0.975609756097561
"1525",-0.98461978273299
"1526",-0.984557881715846
"1527",-0.975609756097561
"1528",-0.976296296668806
"1529",-0.980556581750347
"1530",-0.983635882822245
"1531",-0.993055555555556
"1532",-0.996974281391831
"1533",-0.99388379204893
"1534",-0.932369729207225
"1535",-0.983262504086303
"1536",-0.975609756097561
"1537",-0.965460849112395
"1538",-0.994805194805195
"1539",-0.993610223642173
"1540",-0.964838046743113
"1541",-0.996974281391831
"1542",-0.994805194805195
"1543",-0.989456722554835
"1544",-0.971830985915493
"1545",-0.961520357041531
"1546",-0.97076022264437
"1547",-0.994805194805195
"1548",-0.994805194805195
"1549",-0.994805194805195
"1550",-0.989878228032648
"1551",-0.916896154791365
"1552",-0.971830985915493
"1553",-0.954383371635305
"1554",-0.967425291911624
"1555",-0.995049504950495
"1556",-0.993690851735016
"1557",-0.994805194805195
"1558",-0.994805194805195
"1559",-0.922535302089436
"1560",-0.966261962907655
"1561",-0.994805194805195
"1562",-0.965919586442091
"1563",-0.97791151111716
"1564",-0.963615140493943
"1565",-0.944700602552326
"1566",-0.994805194805195
"1567",-0.939869780484409
"1568",-0.94954210401487
"1569",-0.993610223642173
"1570",-0.971830985915493
"1571",-0.994805194805195
"1572",-0.984521630034019
"1573",-0.978885715863875
"1574",-0.975609756097561
"1575",-0.969063392161724
"1576",-0.954882465302235
"1577",-0.989456722554835
"1578",-0.658548855502961
"1579",-0.952645429052267
"1580",-0.965932914046122
"1581",-0.988865597584409
"1582",-0.891774352600835
"1583",-0.946449860008816
"1584",-0.960241672117177
"1585",-0.975609756097561
"1586",-0.982761661541628
"1587",-0.946716147273957
"1588",-0.971830985915493
"1589",-0.977968517111345
"1590",-0.956521739130435
"1591",-0.893202638802129
"1592",-0.971736200779363
"1593",-0.997041420118343
"1594",-0.964707341924747
"1595",-0.925705766817262
"1596",-0.938413744620517
"1597",-0.956521739130435
"1598",-0.993573568028886
"1599",-0.994805194805195
"1600",-0.973497872152935
"1601",-0.989878228032648
"1602",-0.989327239559327
"1603",-0.994805194805195
"1604",-0.994805194805195
"1605",-0.975609756097561
"1606",-0.981651376146789
"1607",-0.994805194805195
"1608",-0.933679799136702
"1609",-0.935821927997964
"1610",-0.994805194805195
"1611",-0.959973249987956
"1612",-0.975609756097561
"1613",-0.967649763664354
"1614",-0.973160037674625
"1615",-0.971830985915493
"1616",-0.989417989417989
"1617",-0.989878228032648
"1618",-0.993610223642173
"1619",-0.989878228032648
"1620",-0.977002249492282
"1621",-0.956521739130435
"1622",-0.994318181818182
"1623",-0.988685962657852
"1624",-0.994805194805195
"1625",-0.983214855284293
"1626",-0.989456722554835
"1627",-0.975609756097561
"1628",-0.993610223642173
"1629",-0.974308466486426
"1630",-0.994805194805195
"1631",-0.9336042267429
"1632",-0.948044829597664
"1633",-0.989417989417989
"1634",-0.975609756097561
"1635",-0.989878228032648
"1636",-0.970224032431216
"1637",-0.981651376146789
"1638",-0.991066307633981
"1639",-0.991066307633981
"1640",-0.993610223642173
"1641",-0.950299917616353
"1642",-0.993055555555556
"1643",-0.975609756097561
"1644",-0.964573290131099
"1645",-0.981651376146789
"1646",-0.957878245892952
"1647",-0.994805194805195
"1648",-0.993610223642173
"1649",-0.987341265072307
"1650",-0.956521739130435
"1651",-0.994805194805195
"1652",-0.989417989417989
"1653",-0.958312429104157
"1654",-0.956154523648282
"1655",-0.952593377173881
"1656",-0.97834595959596
"1657",-0.975609756097561
"1658",-0.960588804206291
"1659",-0.980670520126169
"1660",-0.971830985915493
"1661",-0.989878228032648
"1662",-0.978730735647764
"1663",-0.975609756097561
"1664",-0.994805194805195
"1665",-0.988692301643469
"1666",-0.96859963886277
"1667",-0.993055555555556
"1668",-0.9
"1669",-0.99161692166884
"1670",-0.945026950967713
"1671",-0.902328999486964
"1672",-0.980298250174095
"1673",-0.955072638302972
"1674",-0.976598656992886
"1675",-0.991066307633981
"1676",-0.993610223642173
"1677",-0.971830985915493
"1678",-0.997041420118343
"1679",-0.970541684162925
"1680",-0.9
"1681",-0.994047619047619
"1682",-0.994805194805195
"1683",-0.985510603445341
"1684",-0.982033607591417
"1685",-0.994805194805195
"1686",-0.966953566932132
"1687",-0.997041420118343
"1688",-0.987156745693331
"1689",-0.993610223642173
"1690",-0.941176470588235
"1691",-0.941176470588235
"1692",-0.994805194805195
"1693",-0.996240601503759
"1694",-0.975609756097561
"1695",-0.975609756097561
"1696",-0.984682531079876
"1697",-0.934723669593663
"1698",-0.993690851735016
"1699",-0.98113902737315
"1700",-0.989878228032648
"1701",-0.956521739130435
"1702",-0.981651376146789
"1703",-0.989878228032648
"1704",-0.98852934467364
"1705",-0.975402311123255
"1706",-0.975609756097561
"1707",-0.981651376146789
"1708",-0.965150926285788
"1709",-0.975609756097561
"1710",-0.994805194805195
"1711",-0.993055555555556
"1712",-0.956521739130435
"1713",-0.993610223642173
"1714",-0.988268642953501
"1715",-0.991066307633981
"1716",-0.986129202605175
"1717",-0.980670520126169
"1718",-0.9
"1719",-0.976806020213728
"1720",-0.994805194805195
"1721",-0.734731860637516
"1722",-0.993610223642173
"1723",-0.980737060218793
"1724",-0.993610223642173
"1725",-0.986566577135128
"1726",-0.975609756097561
"1727",-0.984557881715846
"1728",-0.975609756097561
"1729",-0.987248902761292
"1730",-0.993610223642173
"1731",-0.989417989417989
"1732",-0.989417989417989
"1733",-0.956521739130435
"1734",-0.993610223642173
"1735",-0.975342863928035
"1736",-0.989417989417989
"1737",-0.994805194805195
"1738",-0.994805194805195
"1739",-0.971830985915493
"1740",-0.956521739130435
"1741",-0.981651376146789
"1742",-0.994805194805195
"1743",-0.964721107672237
"1744",-0.981651376146789
"1745",-0.993610223642173
"1746",-0.993610223642173
"1747",-0.993055555555556
"1748",-0.957592668941956
"1749",-0.986160614617225
"1750",-0.989878228032648
"1751",-0.974673559309931
"1752",-0.978648131834525
"1753",-0.984682531079876
"1754",-0.959550051155484
"1755",-0.975398055363848
"1756",-0.996521739130435
"1757",-0.970359500110818
"1758",-0.994805194805195
"1759",-0.994805194805195
"1760",-0.956521739130435
"1761",-0.985721338994767
"1762",-0.987341265072307
"1763",-0.995049504950495
"1764",-0.993690851735016
"1765",-0.993610223642173
"1766",-0.971830985915493
"1767",-0.988268642953501
"1768",-0.991066307633981
"1769",-0.993610223642173
"1770",-0.993055555555556
"1771",-0.989417989417989
"1772",-0.977211372513356
"1773",-0.989878228032648
"1774",-0.997041420118343
"1775",-0.975609756097561
"1776",-0.994805194805195
"1777",-0.975609756097561
"1778",-0.993055555555556
"1779",-0.993610223642173
"1780",-0.991341991341991
"1781",-0.975609756097561
"1782",-0.996521739130435
"1783",-0.993610223642173
"1784",-0.958791901298095
"1785",-0.5
"1786",-0.994805194805195
"1787",-0.989878228032648
"1788",-0.994805194805195
"1789",-0.985739129408722
"1790",-0.951157500334538
"1791",-0.993690851735016
"1792",-0.993610223642173
"1793",-0.993610223642173
"1794",-0.984557881715846
"1795",-0.994805194805195
"1796",-0.993610223642173
"1797",-0.983635882822245
"1798",-0.975609756097561
"1799",-0.991380067871504
"1800",-0.940979156360231
"1801",-0.994805194805195
"1802",-0.976486671223513
"1803",-0.987341265072307
"1804",-0.996974281391831
"1805",-0.994805194805195
"1806",-0.994805194805195
"1807",-0.996649916247906
"1808",-0.965199488074792
"1809",-0.994805194805195
"1810",-0.955278520528579
"1811",-0.994805194805195
"1812",-0.978349234985607
"1813",-0.993610223642173
"1814",-0.946621204418637
"1815",-0.981666300716886
"1816",-0.993610223642173
"1817",-0.993610223642173
"1818",-0.993610223642173
"1819",-0.994366197183099
"1820",-0.901807695013013
"1821",-0.975609756097561
"1822",-0.981651376146789
"1823",-0.956521739130435
"1824",-0.967026105690723
"1825",-0.976797222260361
"1826",-0.983338369074965
"1827",-0.993610223642173
"1828",-0.973078543733607
"1829",-0.957732498298414
"1830",-0.956521739130435
"1831",-0.965075735684141
"1832",-0.994805194805195
"1833",-0.996240601503759
"1834",-0.993183296172427
"1835",-0.994805194805195
"1836",-0.989878228032648
"1837",-0.983635882822245
"1838",-0.993610223642173
"1839",-0.988268642953501
"1840",-0.983214855284293
"1841",-0.899580557611646
"1842",-0.97834595959596
"1843",-0.97751062147347
"1844",-0.996649916247906
"1845",-0.981651376146789
"1846",-0.958064593983376
"1847",-0.994805194805195
"1848",-0.948967535732242
"1849",-0.929449753122454
"1850",-0.981651376146789
"1851",-0.993610223642173
"1852",-0.993610223642173
"1853",-0.987341265072307
"1854",-0.993610223642173
"1855",-0.994805194805195
"1856",-0.941176470588235
"1857",-0.975609756097561
"1858",-0.984535412605588
"1859",-0.943102302709659
"1860",-0.994805194805195
"1861",-0.97601899645001
"1862",-0.978244951611169
"1863",-0.956521739130435
"1864",-0.993055555555556
"1865",-0.994805194805195
"1866",-0.989878228032648
"1867",-0.994805194805195
"1868",-0.986001461988304
"1869",-0.975609756097561
"1870",-0.993690851735016
"1871",-0.956521739130435
"1872",-0.932403674009107
"1873",-0.894373845157965
"1874",-0.929138525948524
"1875",-0.944084585690019
"1876",-0.949588506098021
"1877",-0.94746817744708
"1878",-0.942525131498986
"1879",-0.892191209571354
"1880",-0.929138525948524
"1881",-0.906404508133034
"1882",-0.929138525948524
"1883",-0.914146961770957
"1884",-0.908572603119213
"1885",-0.944175374692736
"1886",-0.975609756097561
"1887",-0.944476285090914
"1888",-0.912655009465008
"1889",-0.974194410861439
"1890",-0.983606557377049
"1891",-0.969106079897808
"1892",-0.954436211590447
"1893",-0.960250312158437
"1894",-0.97182145355177
"1895",-0.912655009465008
"1896",-0.950922192527626
"1897",-0.950922192527626
"1898",-0.965939332043886
"1899",-0.954436211590447
"1900",-0.974582236094625
"1901",-0.97665944488381
"1902",-0.943910184524813
"1903",-0.980267615176152
"1904",-0.977805119297484
"1905",-0.965517476554702
"1906",-0.983606557377049
"1907",-0.983606557377049
"1908",-0.971660552505913
"1909",-0.954436211590447
"1910",-0.971396270404267
"1911",-0.983606557377049
"1912",-0.944495756136942
"1913",-0.974487603472556
"1914",-0.953488372093023
"1915",-0.953488372093023
"1916",-0.953488372093023
"1917",-0.939744577949504
"1918",-0.953488372093023
"1919",-0.929665938537132
"1920",-0.953488372093023
"1921",-0.978672424285229
"1922",-0.99388379204893
"1923",-0.969776370630266
"1924",-0.950944492364623
"1925",-0.980939027989614
"1926",-0.978672424285229
"1927",-0.964248756488692
"1928",-0.979652816442092
"1929",-0.990948229275498
"1930",-0.990881290988136
"1931",-0.975261131504772
"1932",-0.987159063040432
"1933",-0.984521630034019
"1934",-0.975663267154406
"1935",-0.966229512420293
"1936",-0.972801167518113
"1937",-0.978352156060591
"1938",-0.9879677209235
"1939",-0.986836756128711
"1940",-0.99015009380863
"1941",-0.966229512420293
"1942",-0.960816381015008
"1943",-0.978075044210515
"1944",-0.975400405411469
"1945",-0.966229512420293
"1946",-0.978672424285229
"1947",-0.935040614190229
"1948",-0.973120423651323
"1949",-0.965073907510778
"1950",-0.984243519889466
"1951",-0.975307816845575
"1952",-0.978672424285229
"1953",-0.94811475062873
"1954",-0.984200344893457
"1955",-0.958750423517438
"1956",-0.959892984789169
"1957",-0.978936799698316
"1958",-0.969869306152431
"1959",-0.975400405411469
"1960",-0.990948229275498
"1961",-0.971738426212243
"1962",-0.975400405411469
"1963",-0.987954528885117
"1964",-0.980823433942824
"1965",-0.99388379204893
"1966",-0.99388379204893
"1967",-0.978672424285229
"1968",-0.99388379204893
"1969",-0.99388379204893
"1970",-0.976044138928533
"1971",-0.99388379204893
"1972",-0.982082132631726
"1973",-0.987159063040432
"1974",-0.984521630034019
"1975",-0.99388379204893
"1976",-0.978798868697105
"1977",-0.988236716644787
"1978",-0.975759338273756
"1979",-0.980823433942824
"1980",-0.964651330133466
"1981",-0.980968037834302
"1982",-0.99015009380863
"1983",-0.980968037834302
"1984",-0.970739192261291
"1985",-0.981960209596388
"1986",-0.975261131504772
"1987",-0.966229512420293
"1988",-0.99388379204893
"1989",-0.927001512239827
"1990",-0.996521739130435
"1991",-0.996521739130435
"1992",-0.996521739130435
"1993",-0.996521739130435
"1994",-0.988236349403672
"1995",-0.996521739130435
"1996",-0.990567351734674
"1997",-0.990567351734674
"1998",-0.993506629741524
"1999",-0.996521739130435
"2000",-0.990567351734674
"2001",-0.984682531079876
"2002",-0.993573568028886
"2003",-0.984948433277724
"2004",-0.993506629741524
"2005",-0.993573568028886
"2006",-0.996521739130435
"2007",-0.996521739130435
"2008",-0.97129770471938
"2009",-0.993573568028886
"2010",-0.972157840039478
"2011",-0.989449578978268
"2012",-0.981247752487241
"2013",-0.996521739130435
"2014",-0.967555605171882
"2015",-0.993573568028886
"2016",-0.990567351734674
"2017",-0.981651308749193
"2018",-0.993573568028886
"2019",-0.996521739130435
"2020",-0.987934225472435
"2021",-0.984948433277724
"2022",-0.990567351734674
"2023",-0.996521739130435
"2024",-0.981651308749193
"2025",-0.981247752487241
"2026",-0.98208811144789
"2027",-0.981651308749193
"2028",-0.996521739130435
"2029",-0.996521739130435
"2030",-0.988657834612175
"2031",-0.990567351734674
"2032",-0.990567351734674
"2033",-0.980846957521378
"2034",-0.990567351734674
"2035",-0.984948433277724
"2036",-0.990567351734674
"2037",-0.967436493593036
"2038",-0.996521739130435
"2039",-0.975822260900652
"2040",-0.993573568028886
"2041",-0.972157840039478
"2042",-0.987666783223246
"2043",-0.981651308749193
"2044",-0.990567351734674
"2045",-0.993573568028886
"2046",-0.971747717233877
"2047",-0.981386933336106
"2048",-0.993506629741524
"2049",-0.996521739130435
"2050",-0.973745802653596
"2051",-0.965165081323685
"2052",-0.990567351734674
"2053",-0.96027225733006
"2054",-0.991165847482872
"2055",-0.985248902761292
"2056",-0.981247752487241
"2057",-0.964714596289712
"2058",-0.984948433277724
"2059",-0.987666783223246
"2060",-0.993573568028886
"2061",-0.990567351734674
"2062",-0.987248902761292
"2063",-0.984948433277724
"2064",-0.984222163713485
"2065",-0.987248902761292
"2066",-0.987934225472435
"2067",-0.990567351734674
"2068",-0.996521739130435
"2069",-0.97150442441903
"2070",-0.993573568028886
"2071",-0.985248902761292
"2072",-0.990316597653554
"2073",-0.996521739130435
"2074",-0.974126876512146
"2075",-0.993506629741524
"2076",-0.996521739130435
"2077",-0.965554735458116
"2078",-0.993573568028886
"2079",-0.990567351734674
"2080",-0.992775432562018
"2081",-0.996521739130435
"2082",-0.990567351734674
"2083",-0.985248902761292
"2084",-0.976010485905353
"2085",-0.993573568028886
"2086",-0.990567351734674
"2087",-0.990862055398174
"2088",-0.98791496334569
"2089",-0.996521739130435
"2090",-0.996521739130435
"2091",-0.996521739130435
"2092",-0.990567351734674
"2093",-0.996521739130435
"2094",-0.996521739130435
"2095",-0.996521739130435
"2096",-0.996521739130435
"2097",-0.996521739130435
"2098",-0.981386933336106
"2099",-0.987248902761292
"2100",-0.993573568028886
"2101",-0.993573568028886
"2102",-0.996521739130435
"2103",-0.9898386246345
"2104",-0.996521739130435
"2105",-0.996521739130435
"2106",-0.969282639160488
"2107",-0.996521739130435
"2108",-0.989771885889989
"2109",-0.996521739130435
"2110",-0.987545179816204
"2111",-0.987666783223246
"2112",-0.990593059676888
"2113",-0.975920678919045
"2114",-0.996521739130435
"2115",-0.993573568028886
"2116",-0.993573568028886
"2117",-0.935691852810417
"2118",-0.996521739130435
"2119",-0.984361245939313
"2120",-0.996521739130435
"2121",-0.990567351734674
"2122",-0.993573568028886
"2123",-0.993573568028886
"2124",-0.974132709775726
"2125",-0.990316597653554
"2126",-0.978825249616977
"2127",-0.990593059676888
"2128",-0.987248902761292
"2129",-0.990567351734674
"2130",-0.948198364158868
"2131",-0.996974281391831
"2132",-0.996974281391831
"2133",-0.996974281391831
"2134",-0.996974281391831
"2135",-0.996974281391831
"2136",-0.984188316640399
"2137",-0.996974281391831
"2138",-0.993226506747986
"2139",-0.994024642214854
"2140",-0.996974281391831
"2141",-0.988383838726616
"2142",-0.993226506747986
"2143",-0.986968497919566
"2144",-0.996974281391831
"2145",-0.996974281391831
"2146",-0.99028823788868
"2147",-0.968576106575404
"2148",-0.988383838726616
"2149",-0.975120821988351
"2150",-0.976395609464887
"2151",-0.985366222688738
"2152",-0.996974281391831
"2153",-0.99161692166884
"2154",-0.984131286443899
"2155",-0.996974281391831
"2156",-0.994024642214854
"2157",-0.987887942872837
"2158",-0.99161692166884
"2159",-0.996974281391831
"2160",-0.996974281391831
"2161",-0.996974281391831
"2162",-0.994024642214854
"2163",-0.99028823788868
"2164",-0.993226506747986
"2165",-0.996974281391831
"2166",-0.993226506747986
"2167",-0.99161692166884
"2168",-0.994024642214854
"2169",-0.969890953308148
"2170",-0.996974281391831
"2171",-0.996974281391831
"2172",-0.984054125950072
"2173",-0.994024642214854
"2174",-0.996974281391831
"2175",-0.994024642214854
"2176",-0.981666300716886
"2177",-0.996974281391831
"2178",-0.983007526618074
"2179",-0.996974281391831
"2180",-0.989899192232449
"2181",-0.996974281391831
"2182",-0.987890496813167
"2183",-0.944194618609181
"2184",-0.996974281391831
"2185",-0.988383838726616
"2186",-0.993226506747986
"2187",-0.982016595702137
"2188",-0.977354098840043
"2189",-0.996974281391831
"2190",-0.932936261462977
"2191",-0.996974281391831
"2192",-0.987727350821195
"2193",-0.996974281391831
"2194",-0.996974281391831
"2195",-0.993226506747986
"2196",-0.98166404251597
"2197",-0.994024642214854
"2198",-0.994024642214854
"2199",-0.9793225956539
"2200",-0.990689543787646
"2201",-0.996974281391831
"2202",-0.993226506747986
"2203",-0.996974281391831
"2204",-0.996974281391831
"2205",-0.984670323133171
"2206",-0.996974281391831
"2207",-0.996974281391831
"2208",-0.991360874435656
"2209",-0.994024642214854
"2210",-0.981666300716886
"2211",-0.987727350821195
"2212",-0.993226506747986
"2213",-0.996974281391831
"2214",-0.996974281391831
"2215",-0.993226506747986
"2216",-0.991313129584143
"2217",-0.982586041409571
"2218",-0.996974281391831
"2219",-0.993226506747986
"2220",-0.946428024284267
"2221",-0.993226506747986
"2222",-0.994024642214854
"2223",-0.98215864089018
"2224",-0.994024642214854
"2225",-0.996974281391831
"2226",-0.994024642214854
"2227",-0.994024642214854
"2228",-0.996240601503759
"2229",-0.996240601503759
"2230",-0.996240601503759
"2231",-0.99031293668335
"2232",-0.996240601503759
"2233",-0.996240601503759
"2234",-0.996240601503759
"2235",-0.996240601503759
"2236",-0.982744882286431
