"","influenza_sub"
"1277",1.03703338169533e+20
"1278",18376814327009583104
"1279",48923685258788347904
"1280",463924002797564480
"1281",4469189709545073152
"1282",463924002797564480
"1283",53343310019090304
"1284",2102705470148536576
"1285",2861455132997203456
"1286",15473708362006390784
"1287",1308286002464840
"1288",1.3284904558155e+19
"1289",7.329640224828e+19
"1290",3957055173674221
"1291",161469420152376160
"1292",3957055173674221
"1293",4227081207522110464
"1294",3429546300380102144
"1295",2140095793444147712
"1296",30237461432417497088
"1297",161469420152376160
"1298",161469420152376160
"1299",2744750301632488960
"1300",22393652396636315648
"1301",2825870455011620352
"1302",23798499383221996
"1303",627307767077986
"1304",48289546116916101120
"1305",459456876031488512
"1306",8521537345458843648
"1307",11600712275121072128
"1308",16418907738424885248
"1309",6446770647773073408
"1310",6689651468425100288
"1311",23798499383221996
"1312",6402168526215336960
"1313",27641883980295589888
"1314",819755496307379584
"1315",466872973090743808
"1316",53343310019090304
"1317",53343310019090304
"1318",1223508121887252736
"1319",36701263626701307904
"1320",86357716797853536
"1321",1308286002464840
"1322",23798499383221996
"1323",5333715260152876032
"1324",19369333950864187392
"1325",21181297876406415360
"1326",2487616604090476032
"1327",53343310019090304
"1328",161469420152376160
"1329",161469420152376160
"1330",5792579659079393280
"1331",63647188294938804224
"1332",64784356604494258176
"1333",463924002797564480
"1334",7900510834651974656
"1335",4764081818999269376
"1336",34891977644687220736
"1337",20762519482433196032
"1338",61729806969869787136
"1339",1223508121887252736
"1340",70399834675385622538
"1341",765907314060289280
"1342",13749680021193818112
"1343",29585961867422134272
"1344",78001279332811648
"1345",3957055173674221
"1346",2433497878811787776
"1347",10114475881755344896
"1348",2102705470148536576
"1349",161469420152376160
"1350",1291325880570436096
"1351",161469420152376160
"1352",161469420152376160
"1353",1206859337983891968
"1354",67331164088624472064
"1355",78001279332811648
"1356",15913078470742904832
"1357",53441424300802637824
"1358",89418278462242537472
"1359",463924002797564480
"1360",1223508121887252736
"1361",1984624796915624960
"1362",1308286002464840
"1363",11549544487857709056
"1364",1223508121887252736
"1365",161469420152376160
"1366",2102705470148536576
"1367",914590160908397
"1368",44882531813114347520
"1369",655461420273985536
"1370",82732050575037186058
"1371",61338115084050817024
"1372",463924002797564480
"1373",52022645136700653578
"1374",17560174037134264320
"1375",24040037187152859136
"1376",161469420152376160
"1377",448597922425743040
"1378",765907314060289280
"1379",1.13174488307315e+20
"1380",2279942050744056832
"1381",3957055173674221
"1382",74107515585388314624
"1383",16394375572538894336
"1384",70538905580661186560
"1385",47292484458193559552
"1386",40664754063879176192
"1387",1.14081555872252e+20
"1388",1308286002464840
"1389",463924002797564480
"1390",89079764530497323018
"1391",35127142836743483392
"1392",12853400578206251008
"1393",34329981223142633472
"1394",37176959271461797888
"1395",20002748302758760448
"1396",5713357181002031104
"1397",23508271542677639168
"1398",19531425727841783808
"1399",46604619073175281664
"1400",43624987915622055936
"1401",4134994899056307200
"1402",53343310019090304
"1403",3957055173674221
"1404",48680052322363924480
"1405",8700356046843340800
"1406",161469420152376160
"1407",94557455975926546432
"1408",58576516901317926912
"1409",58207453671450640384
"1410",802992213704215936
"1411",2289096311051808512
"1412",17173188774644766720
"1413",627307767077986
"1414",3976944207556014080
"1415",17234387066709538816
"1416",16042680260497936384
"1417",10157804777645441024
"1418",78001279332811648
"1419",674574149348669696
"1420",69008996456071856138
"1421",45979224347926192128
"1422",56579886805706457098
"1423",161469420152376160
"1424",2279942050744056832
"1425",5759070769534246912
"1426",97857232463986884618
"1427",914590160908397
"1428",161469420152376160
"1429",914590160908397
"1430",765907314060289280
"1431",157851527411445152
"1432",1405442056434314496
"1433",18248953670030125056
"1434",1.09756078909355e+20
"1435",2279942050744056832
"1436",45337094858060414976
"1437",74702511865295273984
"1438",50295088317501145098
"1439",1223508121887252736
"1440",1223508121887252736
"1441",53343310019090304
"1442",58328416564474704
"1443",161469420152376160
"1444",1630713380251403776
"1445",53343310019090304
"1446",627307767077986
"1447",53343310019090304
"1448",914590160908397
"1449",2024082556456055040
"1450",161469420152376160
"1451",3957055173674221
"1452",79245138200673419264
"1453",4.0005956337793e+19
"1454",53428184657946787840
"1455",3957055173674221
"1456",463924002797564480
"1457",3957055173674221
"1458",13055921267230285824
"1459",765907314060289280
"1460",53343310019090304
"1461",3957055173674221
"1462",6446770647773073408
"1463",62301162602312900618
"1464",78001279332811648
"1465",20302858995758874624
"1466",719752305589966336
"1467",53343310019090304
"1468",802992213704215936
"1469",53343310019090304
"1470",133626242520034672
"1471",3429546300380102144
"1472",2279942050744056832
"1473",53343310019090304
"1474",914590160908397
"1475",8075220626630235136
"1476",411585299764352448
"1477",14062431387651624960
"1478",161469420152376160
"1479",1381530881705822208
"1480",53343310019090304
"1481",56528246797308649472
"1482",53343310019090304
"1483",78001279332811648
"1484",30734957386561646592
"1485",1984624796915624960
"1486",164757118639244
"1487",53343310019090304
"1488",1308286002464840
"1489",53343310019090304
"1490",1308286002464840
"1491",2279942050744056832
"1492",5338906749310467072
"1493",22447056055017807872
"1494",53343310019090304
"1495",914590160908397
"1496",53343310019090304
"1497",1608927174576743168
"1498",13421845860200910848
"1499",1308286002464840
"1500",53343310019090304
"1501",53343310019090304
"1502",164757118639244
"1503",78001279332811648
"1504",879968637956456960
"1505",53343310019090304
"1506",1223508121887252736
"1507",3957055173674221
"1508",53343310019090304
"1509",627307767077986
"1510",1308286002464840
"1511",53343310019090304
"1512",48245041113155051520
"1513",423090094515787648
"1514",68706563878830391296
"1515",161469420152376160
"1516",23798499383221996
"1517",1984624796915624960
"1518",161469420152376160
"1519",78001279332811648
"1520",53343310019090304
"1521",4484013487617533440
"1522",3957055173674221
"1523",53343310019090304
"1524",3957055173674221
"1525",334828892882730496
"1526",2327501333740658176
"1527",3957055173674221
"1528",43198954374007652352
"1529",27641883980295589888
"1530",1984624796915624960
"1531",78001279332811648
"1532",2053277347011817728
"1533",738590558154212224
"1534",47747898338174697472
"1535",430569457516038080
"1536",3957055173674221
"1537",52896391146538770432
"1538",161469420152376160
"1539",53343310019090304
"1540",69357289402409140224
"1541",2053277347011817728
"1542",161469420152376160
"1543",674574149348669696
"1544",1308286002464840
"1545",34748550965013680128
"1546",55781322462629437440
"1547",161469420152376160
"1548",161469420152376160
"1549",161469420152376160
"1550",1223508121887252736
"1551",72187851484785729536
"1552",1308286002464840
"1553",3.6351771502963e+19
"1554",33578917190319628288
"1555",368290471918233152
"1556",91593454723022416
"1557",161469420152376160
"1558",161469420152376160
"1559",34521635737550860288
"1560",14400146298950408192
"1561",161469420152376160
"1562",50470022579337879552
"1563",7924501257335812096
"1564",53572500868330364938
"1565",65878936433538195456
"1566",161469420152376160
"1567",82731090261352792064
"1568",14789677103264774144
"1569",53343310019090304
"1570",1308286002464840
"1571",161469420152376160
"1572",25108566055533150208
"1573",916077880737965440
"1574",3957055173674221
"1575",9234954884207622144
"1576",761275178760696576
"1577",674574149348669696
"1578",3437402533770105344
"1579",56619290481129283584
"1580",114795158421154976
"1581",1.079010533492e+19
"1582",1.04244118244292e+20
"1583",48020888487949639680
"1584",42828222440161280000
"1585",3957055173674221
"1586",9793220000886423552
"1587",566073183215908928
"1588",1308286002464840
"1589",23508271542677639168
"1590",914590160908397
"1591",1.18187259005839e+20
"1592",52972018448096215040
"1593",2102705470148536576
"1594",9503427309776840704
"1595",71172044641631051776
"1596",89956078579213156352
"1597",914590160908397
"1598",7390273682405894144
"1599",161469420152376160
"1600",2006401769524865536
"1601",1223508121887252736
"1602",1332751103768159744
"1603",161469420152376160
"1604",161469420152376160
"1605",3957055173674221
"1606",23798499383221996
"1607",161469420152376160
"1608",89411833132967182336
"1609",1.16722496038147e+20
"1610",161469420152376160
"1611",1937415369346281728
"1612",3957055173674221
"1613",4299186586984036352
"1614",12205247039250126848
"1615",1308286002464840
"1616",58328416564474704
"1617",1223508121887252736
"1618",53343310019090304
"1619",1223508121887252736
"1620",1592430930428048896
"1621",914590160908397
"1622",802992213704215936
"1623",10906433934409074688
"1624",161469420152376160
"1625",1263305720897475584
"1626",674574149348669696
"1627",3957055173674221
"1628",53343310019090304
"1629",20115781363332902912
"1630",161469420152376160
"1631",1.28693514695308e+20
"1632",13755566756866222080
"1633",58328416564474704
"1634",3957055173674221
"1635",1223508121887252736
"1636",8678339340861859840
"1637",23798499383221996
"1638",1630713380251403776
"1639",1630713380251403776
"1640",53343310019090304
"1641",6369072894111763456
"1642",78001279332811648
"1643",3957055173674221
"1644",616289823420789376
"1645",23798499383221996
"1646",3119051717443407360
"1647",161469420152376160
"1648",53343310019090304
"1649",284735163155352064
"1650",914590160908397
"1651",161469420152376160
"1652",58328416564474704
"1653",25844010714850897920
"1654",81774834146942124032
"1655",54089521671181385738
"1656",2024082556456055040
"1657",3957055173674221
"1658",10499907138827642880
"1659",8075220626630235136
"1660",1308286002464840
"1661",1223508121887252736
"1662",10710048669620596736
"1663",3957055173674221
"1664",161469420152376160
"1665",701960967636621056
"1666",41666910168922259456
"1667",78001279332811648
"1668",164757118639244
"1669",3431453193085782016
"1670",14555358321177153536
"1671",5386684643390537728
"1672",1664488151844255488
"1673",29590196561365327872
"1674",22217066033438781440
"1675",1630713380251403776
"1676",53343310019090304
"1677",1308286002464840
"1678",2102705470148536576
"1679",232707041205644960
"1680",164757118639244
"1681",800652825202959360
"1682",161469420152376160
"1683",5217697792937507840
"1684",908395542520834176
"1685",161469420152376160
"1686",13872366386119585792
"1687",2102705470148536576
"1688",1325172140039501312
"1689",53343310019090304
"1690",627307767077986
"1691",627307767077986
"1692",161469420152376160
"1693",765907314060289280
"1694",3957055173674221
"1695",3957055173674221
"1696",25464376523216756736
"1697",10448583045181648896
"1698",91593454723022416
"1699",7806715390384540672
"1700",1223508121887252736
"1701",914590160908397
"1702",23798499383221996
"1703",1223508121887252736
"1704",496287396832397568
"1705",10635329696338700288
"1706",3957055173674221
"1707",23798499383221996
"1708",85408296834740112
"1709",3957055173674221
"1710",161469420152376160
"1711",78001279332811648
"1712",914590160908397
"1713",53343310019090304
"1714",423090094515787648
"1715",1630713380251403776
"1716",1866085363259174400
"1717",8075220626630235136
"1718",164757118639244
"1719",863724799418794240
"1720",161469420152376160
"1721",1.5980962269041e+19
"1722",53343310019090304
"1723",8172954532908461056
"1724",53343310019090304
"1725",4975833315379575808
"1726",3957055173674221
"1727",2327501333740658176
"1728",3957055173674221
"1729",27835822647391367168
"1730",53343310019090304
"1731",58328416564474704
"1732",58328416564474704
"1733",914590160908397
"1734",53343310019090304
"1735",866514614101019392
"1736",58328416564474704
"1737",161469420152376160
"1738",161469420152376160
"1739",1308286002464840
"1740",914590160908397
"1741",23798499383221996
"1742",161469420152376160
"1743",4.3970984928619e+19
"1744",23798499383221996
"1745",53343310019090304
"1746",53343310019090304
"1747",78001279332811648
"1748",4926261903127257088
"1749",3548940883537118208
"1750",1223508121887252736
"1751",2838439931619037184
"1752",12392148270890694656
"1753",25464376523216756736
"1754",8.2459443216145e+19
"1755",40998748965727518720
"1756",1608927174576743168
"1757",52118526369476378624
"1758",161469420152376160
"1759",161469420152376160
"1760",914590160908397
"1761",1246960988251667968
"1762",284735163155352064
"1763",368290471918233152
"1764",91593454723022416
"1765",53343310019090304
"1766",1308286002464840
"1767",423090094515787648
"1768",1630713380251403776
"1769",53343310019090304
"1770",78001279332811648
"1771",58328416564474704
"1772",14727679586474348544
"1773",1223508121887252736
"1774",2102705470148536576
"1775",3957055173674221
"1776",161469420152376160
"1777",3957055173674221
"1778",78001279332811648
"1779",53343310019090304
"1780",72154494090964848
"1781",3957055173674221
"1782",1608927174576743168
"1783",53343310019090304
"1784",12478563430024255488
"1785",4494020908461.65
"1786",161469420152376160
"1787",1223508121887252736
"1788",161469420152376160
"1789",2878064536804403712
"1790",110813287026859744
"1791",91593454723022416
"1792",53343310019090304
"1793",53343310019090304
"1794",2327501333740658176
"1795",161469420152376160
"1796",53343310019090304
"1797",1984624796915624960
"1798",3957055173674221
"1799",5504509812676502528
"1800",4239304146624474624
"1801",161469420152376160
"1802",157851527411445152
"1803",284735163155352064
"1804",2053277347011817728
"1805",161469420152376160
"1806",161469420152376160
"1807",1264578029332944640
"1808",52877391856949764096
"1809",161469420152376160
"1810",53291260170203815936
"1811",161469420152376160
"1812",3342531603637816832
"1813",53343310019090304
"1814",88857864111297527818
"1815",9182255152718474240
"1816",53343310019090304
"1817",53343310019090304
"1818",53343310019090304
"1819",177021318792073216
"1820",2140095793444147712
"1821",3957055173674221
"1822",23798499383221996
"1823",914590160908397
"1824",35991862669089300480
"1825",12834702616795090944
"1826",9686653111785584640
"1827",53343310019090304
"1828",1510681334823387648
"1829",12482439505742848000
"1830",914590160908397
"1831",1.1390347115962e+19
"1832",161469420152376160
"1833",765907314060289280
"1834",5726303097725486080
"1835",161469420152376160
"1836",1223508121887252736
"1837",1984624796915624960
"1838",53343310019090304
"1839",423090094515787648
"1840",1263305720897475584
"1841",171949842319172320
"1842",2024082556456055040
"1843",1133684077024190336
"1844",1264578029332944640
"1845",23798499383221996
"1846",51616165288976744458
"1847",161469420152376160
"1848",2870076614142820352
"1849",1.08603471953437e+20
"1850",23798499383221996
"1851",53343310019090304
"1852",53343310019090304
"1853",284735163155352064
"1854",53343310019090304
"1855",161469420152376160
"1856",627307767077986
"1857",3957055173674221
"1858",719752305589966336
"1859",33953268064169361408
"1860",161469420152376160
"1861",1247684655359032832
"1862",18012561769515524096
"1863",914590160908397
"1864",78001279332811648
"1865",161469420152376160
"1866",1223508121887252736
"1867",161469420152376160
"1868",2279942050744056832
"1869",3957055173674221
"1870",91593454723022416
"1871",914590160908397
"1872",7.2252401462607e+19
"1873",74104403179137318912
"1874",87896298253453541376
"1875",81980190660538236938
"1876",66577427640772648960
"1877",66898167180141477898
"1878",73936300809115729920
"1879",1.37710833406079e+20
"1880",87896298253453541376
"1881",1.22903653483627e+20
"1882",87896298253453541376
"1883",1.17019953405334e+20
"1884",68680669839083601920
"1885",51366809278564409344
"1886",63938262515506224
"1887",86023575490758623232
"1888",85205685562828406784
"1889",17196837230557104128
"1890",103048244699778080
"1891",2.8821238290083e+19
"1892",68017645499203911680
"1893",54580596282935320576
"1894",14367198680043151360
"1895",85205685562828406784
"1896",83218955426799222784
"1897",83218955426799222784
"1898",42160037572922163200
"1899",68017645499203911680
"1900",20002748302758760448
"1901",6074290241617643520
"1902",85910943522266087424
"1903",2526339272054159872
"1904",1478177764807081984
"1905",41684981029610881024
"1906",103048244699778080
"1907",103048244699778080
"1908",14100247542102345728
"1909",68017645499203911680
"1910",31326160465303433216
"1911",103048244699778080
"1912",47500403419767758858
"1913",6171439794502451200
"1914",11718101117886434
"1915",11718101117886434
"1916",11718101117886434
"1917",34657256395837259776
"1918",11718101117886434
"1919",58388646049593565184
"1920",11718101117886434
"1921",34876547211694542848
"1922",738590558154212224
"1923",51880954396537298944
"1924",78063543046984613898
"1925",12041902683445084160
"1926",34876547211694542848
"1927",36107851559269728256
"1928",31558713360672755712
"1929",5333715260152876032
"1930",5254818381105470464
"1931",4.5996941176967e+19
"1932",10033058598108884992
"1933",25108566055533150208
"1934",49441679433973211136
"1935",77465189765881741312
"1936",42163511945894174720
"1937",31329155355865886720
"1938",3077235083011359232
"1939",8174503162218450944
"1940",3008747732254645760
"1941",77465189765881741312
"1942",60980420014773665792
"1943",27081321585168273408
"1944",49423311106727346176
"1945",77465189765881741312
"1946",34876547211694542848
"1947",93685436847118827520
"1948",4.6263602133409e+19
"1949",72814464870869327872
"1950",21321963978084864000
"1951",39775034585355624448
"1952",34876547211694542848
"1953",29844910199201820672
"1954",22113066845346082816
"1955",56025468464385343498
"1956",8.0149606625132e+19
"1957",34891977644687220736
"1958",62825753148736200704
"1959",49423311106727346176
"1960",5333715260152876032
"1961",6.249428655528e+19
"1962",49423311106727346176
"1963",14005631959451246592
"1964",34645068419220148224
"1965",738590558154212224
"1966",738590558154212224
"1967",34876547211694542848
"1968",738590558154212224
"1969",738590558154212224
"1970",27872705598612586496
"1971",738590558154212224
"1972",21503642113271652352
"1973",10033058598108884992
"1974",25108566055533150208
"1975",738590558154212224
"1976",33197608114488635392
"1977",3081819724165443072
"1978",7902445580134896640
"1979",34645068419220148224
"1980",56231523003054858240
"1981",14091771685661421568
"1982",3008747732254645760
"1983",14091771685661421568
"1984",4.0509676952944e+19
"1985",18601727255969931264
"1986",4.5996941176967e+19
"1987",77465189765881741312
"1988",738590558154212224
"1989",85981502467000631296
"1990",1608927174576743168
"1991",1608927174576743168
"1992",1608927174576743168
"1993",1608927174576743168
"1994",9847030406037768192
"1995",1608927174576743168
"1996",17234387066709538816
"1997",17234387066709538816
"1998",7297351682533293056
"1999",1608927174576743168
"2000",17234387066709538816
"2001",25464376523216756736
"2002",7390273682405894144
"2003",25477561703556608000
"2004",7297351682533293056
"2005",7390273682405894144
"2006",1608927174576743168
"2007",1608927174576743168
"2008",14312994140994179072
"2009",7390273682405894144
"2010",63075653176747081738
"2011",10680679069160339456
"2012",35078275375796240384
"2013",1608927174576743168
"2014",46315658805939609600
"2015",7390273682405894144
"2016",17234387066709538816
"2017",38094384404532862976
"2018",7390273682405894144
"2019",1608927174576743168
"2020",13065362867272349696
"2021",25477561703556608000
"2022",17234387066709538816
"2023",1608927174576743168
"2024",38094384404532862976
"2025",35078275375796240384
"2026",12621414268610646016
"2027",38094384404532862976
"2028",1608927174576743168
"2029",1608927174576743168
"2030",11058120112279453696
"2031",17234387066709538816
"2032",17234387066709538816
"2033",14974322648952363008
"2034",17234387066709538816
"2035",25477561703556608000
"2036",17234387066709538816
"2037",53809160959024267264
"2038",1608927174576743168
"2039",49940466419641688064
"2040",7390273682405894144
"2041",63075653176747081738
"2042",13055921267230285824
"2043",38094384404532862976
"2044",17234387066709538816
"2045",7390273682405894144
"2046",31418684609355165696
"2047",38078261329939800064
"2048",7297351682533293056
"2049",1608927174576743168
"2050",14705205975011364864
"2051",4.7449487720646e+19
"2052",17234387066709538816
"2053",3.2243184440779e+19
"2054",2849097503380963840
"2055",20893346053327716352
"2056",35078275375796240384
"2057",3.102832016359e+19
"2058",25477561703556608000
"2059",13055921267230285824
"2060",7390273682405894144
"2061",17234387066709538816
"2062",27835822647391367168
"2063",25477561703556608000
"2064",2.0157993496609e+19
"2065",27835822647391367168
"2066",13065362867272349696
"2067",17234387066709538816
"2068",1608927174576743168
"2069",21616824263644872704
"2070",7390273682405894144
"2071",20893346053327716352
"2072",2832825878465330176
"2073",1608927174576743168
"2074",2.6857122609364e+19
"2075",7297351682533293056
"2076",1608927174576743168
"2077",30834387608428781568
"2078",7390273682405894144
"2079",17234387066709538816
"2080",4595004833690449408
"2081",1608927174576743168
"2082",17234387066709538816
"2083",20893346053327716352
"2084",28339973404918145024
"2085",7390273682405894144
"2086",17234387066709538816
"2087",4685204230619453440
"2088",9747508994203561984
"2089",1608927174576743168
"2090",1608927174576743168
"2091",1608927174576743168
"2092",17234387066709538816
"2093",1608927174576743168
"2094",1608927174576743168
"2095",1608927174576743168
"2096",1608927174576743168
"2097",1608927174576743168
"2098",38078261329939800064
"2099",27835822647391367168
"2100",7390273682405894144
"2101",7390273682405894144
"2102",1608927174576743168
"2103",12914443143149789184
"2104",1608927174576743168
"2105",1608927174576743168
"2106",50696218851681501184
"2107",1608927174576743168
"2108",1.279151238455e+19
"2109",1608927174576743168
"2110",10817967274062651392
"2111",13055921267230285824
"2112",4679551002120690688
"2113",18806801724479463424
"2114",1608927174576743168
"2115",7390273682405894144
"2116",7390273682405894144
"2117",50265254057744760832
"2118",1608927174576743168
"2119",22447056055017807872
"2120",1608927174576743168
"2121",17234387066709538816
"2122",7390273682405894144
"2123",7390273682405894144
"2124",2.7831594902647e+19
"2125",2832825878465330176
"2126",29835578656402096128
"2127",4679551002120690688
"2128",27835822647391367168
"2129",17234387066709538816
"2130",2174936991397150208
"2131",2053277347011817728
"2132",2053277347011817728
"2133",2053277347011817728
"2134",2053277347011817728
"2135",2053277347011817728
"2136",6677507494578906112
"2137",2053277347011817728
"2138",5327267703975088128
"2139",8311671693507463168
"2140",2053277347011817728
"2141",1.4281561488016e+19
"2142",5327267703975088128
"2143",6815919284419009536
"2144",2053277347011817728
"2145",2053277347011817728
"2146",14123753852100927488
"2147",10844720485281476608
"2148",1.4281561488016e+19
"2149",18807854338789543936
"2150",5910063484474607616
"2151",4644293546506376192
"2152",2053277347011817728
"2153",3431453193085782016
"2154",17412455582613133312
"2155",2053277347011817728
"2156",8311671693507463168
"2157",2920428260030853632
"2158",3431453193085782016
"2159",2053277347011817728
"2160",2053277347011817728
"2161",2053277347011817728
"2162",8311671693507463168
"2163",14123753852100927488
"2164",5327267703975088128
"2165",2053277347011817728
"2166",5327267703975088128
"2167",3431453193085782016
"2168",8311671693507463168
"2169",22622336137100587008
"2170",2053277347011817728
"2171",2053277347011817728
"2172",1.6490116221915e+19
"2173",8311671693507463168
"2174",2053277347011817728
"2175",8311671693507463168
"2176",9182255152718474240
"2177",2053277347011817728
"2178",5362908599695603712
"2179",2053277347011817728
"2180",11782894064564692992
"2181",2053277347011817728
"2182",7439689977405765632
"2183",29166754180825288704
"2184",2053277347011817728
"2185",1.4281561488016e+19
"2186",5327267703975088128
"2187",13121575759998703616
"2188",7415146090562948096
"2189",2053277347011817728
"2190",70804053905666613258
"2191",2053277347011817728
"2192",11918049318207281152
"2193",2053277347011817728
"2194",2053277347011817728
"2195",5327267703975088128
"2196",4046414508347937792
"2197",8311671693507463168
"2198",8311671693507463168
"2199",1.2718339006127e+19
"2200",3012204105563626496
"2201",2053277347011817728
"2202",5327267703975088128
"2203",2053277347011817728
"2204",2053277347011817728
"2205",21662104815202242560
"2206",2053277347011817728
"2207",2053277347011817728
"2208",3436074535051655168
"2209",8311671693507463168
"2210",9182255152718474240
"2211",11918049318207281152
"2212",5327267703975088128
"2213",2053277347011817728
"2214",2053277347011817728
"2215",5327267703975088128
"2216",5424355012696622080
"2217",4530163641288741376
"2218",2053277347011817728
"2219",5327267703975088128
"2220",5.1811064022411e+19
"2221",5327267703975088128
"2222",8311671693507463168
"2223",16660596788974931968
"2224",8311671693507463168
"2225",2053277347011817728
"2226",8311671693507463168
"2227",8311671693507463168
"2228",765907314060289280
"2229",765907314060289280
"2230",765907314060289280
"2231",3132734911807843840
"2232",765907314060289280
"2233",765907314060289280
"2234",765907314060289280
"2235",765907314060289280
"2236",3064763503318199808
"2237",1387225590675423488
"2238",765907314060289280
"2239",1387225590675423488
"2240",765907314060289280
"2241",5406704585839015936
"2242",8432496804074251264
"2243",13719654160833161216
"2244",1676127324504698112
"2245",765907314060289280
"2246",765907314060289280
"2247",765907314060289280
"2248",2428742534092400640
"2249",765907314060289280
"2250",765907314060289280
"2251",765907314060289280
"2252",765907314060289280
"2253",1387225590675423488
"2254",765907314060289280
"2255",1676127324504698112
"2256",765907314060289280
"2257",765907314060289280
"2258",3998783655714371072
"2259",765907314060289280
"2260",765907314060289280
"2261",1676127324504698112
"2262",765907314060289280
"2263",765907314060289280
"2264",765907314060289280
"2265",1387225590675423488
"2266",765907314060289280
"2267",765907314060289280
"2268",1676127324504698112
"2269",765907314060289280
"2270",765907314060289280
"2271",3509243046917022720
"2272",765907314060289280
"2273",765907314060289280
"2274",765907314060289280
"2275",765907314060289280
"2276",765907314060289280
"2277",765907314060289280
"2278",4107296044602390016
"2279",765907314060289280
"2280",765907314060289280
"2281",1387225590675423488
"2282",765907314060289280
"2283",765907314060289280
"2284",765907314060289280
"2285",765907314060289280
"2286",765907314060289280
"2287",1387225590675423488
"2288",765907314060289280
"2289",765907314060289280
"2290",1387225590675423488
"2291",765907314060289280
"2292",765907314060289280
"2293",765907314060289280
"2294",765907314060289280
"2295",765907314060289280
"2296",3509243046917022720
"2297",765907314060289280
"2298",765907314060289280
"2299",765907314060289280
"2300",765907314060289280
"2301",765907314060289280
"2302",765907314060289280
"2303",6905733651824268288
"2304",5406704585839015936
"2305",765907314060289280
"2306",765907314060289280
"2307",765907314060289280
"2308",765907314060289280
"2309",765907314060289280
"2310",765907314060289280
"2311",765907314060289280
"2312",765907314060289280
"2313",765907314060289280
"2314",765907314060289280
"2315",765907314060289280
"2316",765907314060289280
"2317",765907314060289280
"2318",765907314060289280
"2319",765907314060289280
"2320",765907314060289280
"2321",765907314060289280
"2322",765907314060289280
"2323",765907314060289280
"2324",765907314060289280
"2325",765907314060289280
"2326",765907314060289280
"2327",765907314060289280
"2328",1387225590675423488
"2329",1387225590675423488
"2330",1387225590675423488
"2331",175973583087698848
"2332",1216108485548189184
"2333",521480632679505792
"2334",175973583087698848
"2335",1574764518399031808
"2336",175973583087698848
"2337",483709066666052544
"2338",175973583087698848
"2339",175973583087698848
"2340",175973583087698848
"2341",695818239539265280
"2342",175973583087698848
"2343",175973583087698848
"2344",5955599175067357184
"2345",1131030237635539456
"2346",175973583087698848
"2347",175973583087698848
"2348",175973583087698848
"2349",175973583087698848
"2350",175973583087698848
"2351",175973583087698848
"2352",521480632679505792
"2353",175973583087698848
"2354",2576042553207513088
"2355",175973583087698848
"2356",175973583087698848
"2357",3495265448063885312
"2358",175973583087698848
"2359",175973583087698848
"2360",2094099773186090240
"2361",175973583087698848
"2362",521480632679505792
"2363",175973583087698848
"2364",175973583087698848
"2365",175973583087698848
"2366",3495265448063885312
"2367",175973583087698848
"2368",483709066666052544
"2369",2576042553207513088
"2370",175973583087698848
"2371",483709066666052544
"2372",175973583087698848
"2373",2576042553207513088
"2374",3495265448063885312
"2375",420985435549924224
"2376",175973583087698848
"2377",5245482872396665856
"2378",175973583087698848
"2379",175973583087698848
"2380",175973583087698848
"2381",175973583087698848
"2382",175973583087698848
"2383",175973583087698848
"2384",175973583087698848
"2385",175973583087698848
"2386",175973583087698848
"2387",175973583087698848
"2388",2384018253893328896
"2389",3495265448063885312
"2390",175973583087698848
"2391",175973583087698848
"2392",175973583087698848
"2393",4103640711231677952
"2394",175973583087698848
"2395",175973583087698848
"2396",175973583087698848
"2397",2576042553207513088
"2398",175973583087698848
"2399",175973583087698848
"2400",175973583087698848
"2401",1053417838638728704
"2402",175973583087698848
"2403",3495265448063885312
"2404",175973583087698848
"2405",175973583087698848
"2406",1264578029332944640
"2407",4077680080577124864
"2408",1264578029332944640
"2409",1264578029332944640
"2410",6628593138079037440
"2411",4082957363331611648
"2412",1264578029332944640
"2413",1264578029332944640
"2414",1264578029332944640
"2415",1264578029332944640
"2416",1264578029332944640
"2417",1264578029332944640
"2418",1264578029332944640
"2419",1264578029332944640
"2420",1264578029332944640
"2421",1264578029332944640
"2422",4082957363331611648
"2423",1264578029332944640
"2424",1264578029332944640
"2425",1264578029332944640
"2426",1264578029332944640
"2427",1264578029332944640
"2428",1264578029332944640
"2429",2997759762679428096
"2430",1264578029332944640
"2431",12045784600901455872
"2432",2580046867520923136
"2433",177021318792073216
"2434",6344732855384544256
"2435",697900118111531136
"2436",485445124795187264
"2437",177021318792073216
"2438",1133684077024190336
"2439",177021318792073216
"2440",697900118111531136
"2441",697900118111531136
"2442",177021318792073216
"2443",1133684077024190336
"2444",177021318792073216
"2445",907684871316085120
"2446",1218860271354876672
"2447",697900118111531136
"2448",177021318792073216
"2449",177021318792073216
"2450",697900118111531136
"2451",177021318792073216
"2452",475210179224960256
"2453",3764497510619129856
"2454",1579923976785386496
"2455",523283139383221056
"2456",177021318792073216
"2457",1055979059528036096
"2458",3764497510619129856
"2459",177021318792073216
"2460",2794298104377170944
"2461",177021318792073216
"2462",1133684077024190336
"2463",5241963486288978944
"2464",3499929547543758336
"2465",332388663610017344
"2466",1680197444157924608
"2467",3499929547543758336
"2468",1133684077024190336
"2469",1133684077024190336
"2470",1777853959069145856
"2471",475210179224960256
"2472",177021318792073216
"2473",177021318792073216
"2474",5223396035285266432
