"","influenza_av"
"931",3.60972122944961
"932",3.37669764117227
"933",2.87776983559686
"934",3.73052180128663
"935",3.60972122944961
"936",3.73052180128663
"937",3.27662616154396
"938",3.43674052894925
"939",3.46175839885633
"940",3.42601858470336
"941",3.57398141529664
"942",3.60972122944961
"943",3.45032165832738
"944",3.73052180128663
"945",3.73052180128663
"946",3.45032165832738
"947",3.73052180128663
"948",2.8048606147248
"949",3.39742673338099
"950",3.46819156540386
"951",3.70907791279485
"952",3.86418870621873
"953",3.73123659756969
"954",3.30879199428163
"955",3.66904932094353
"956",3.34238741958542
"957",3.93924231593996
"958",3.36954967834167
"959",3.93924231593996
"960",3.11007862759114
"961",3.93924231593996
"962",3.93924231593996
"963",3.66190135811294
"964",3.88062902072909
"965",3.54253037884203
"966",3.25232308791994
"967",4.00214438884918
"968",4.00214438884918
"969",4.00214438884918
"970",3.25232308791994
"971",4.00214438884918
"972",4.00214438884918
"973",3.47319513938528
"974",3.33523945675482
"975",3.33523945675482
"976",4.00214438884918
"977",3.11937097927091
"978",3.87991422444603
"979",4.00214438884918
"980",4.00214438884918
"981",3.79127948534668
"982",3.55039313795568
"983",3.42601858470336
"984",3.93924231593996
"985",3.93924231593996
"986",3.93924231593996
"987",3.34739099356683
"988",3.93924231593996
"989",3.93924231593996
"990",4.00214438884918
"991",4.00214438884918
"992",4.00214438884918
"993",4.00214438884918
"994",3.97641172265904
"995",3.86061472480343
"996",3.97641172265904
"997",3.94424588992137
"998",3.97641172265904
"999",3.94424588992137
"1000",3.97641172265904
"1001",3.97641172265904
"1002",3.94424588992137
"1003",3.66404574696212
"1004",3.97641172265904
"1005",3.61258041458184
"1006",3.97641172265904
"1007",3.97641172265904
"1008",3.97641172265904
"1009",3.97641172265904
"1010",3.52323087919943
"1011",3.97641172265904
"1012",3.97641172265904
"1013",3.59185132237312
"1014",3.97641172265904
"1015",3.97641172265904
"1016",3.40886347390994
"1017",3.79914224446033
"1018",3.97641172265904
"1019",3.74124374553252
"1020",3.45032165832738
"1021",3.45961401000715
"1022",3.25518227305218
"1023",3.97641172265904
"1024",3.65975696926376
"1025",3.97641172265904
"1026",3.46318799142244
"1027",3.97641172265904
"1028",3.65117941386705
"1029",3.76554681915654
"1030",3.97641172265904
"1031",3.97641172265904
"1032",3.53395282344532
"1033",3.6819156540386
"1034",3.97641172265904
"1035",3.97641172265904
"1036",3.92852037169407
"1037",3.1529664045747
"1038",3.92852037169407
"1039",3.58041458184417
"1040",3.65332380271623
"1041",2.77126518942101
"1042",3.14724803431022
"1043",3.92852037169407
"1044",3.58041458184417
"1045",3.84917798427448
"1046",3.59471050750536
"1047",3.67977126518942
"1048",3.73338098641887
"1049",3.92852037169407
"1050",3.84917798427448
"1051",3.92852037169407
"1052",3.18012866333095
"1053",3.74982130092924
"1054",3.74982130092924
"1055",3.15153681200858
"1056",3.92852037169407
"1057",3.6819156540386
"1058",3.56182987848463
"1059",3.92852037169407
"1060",3.42101501072194
"1061",3.65689778413152
"1062",2.66476054324518
"1063",3.58041458184417
"1064",3.16726233023588
"1065",3.23087919942816
"1066",3.18870621872766
"1067",3.92852037169407
"1068",3.19085060757684
"1069",3.67977126518942
"1070",3.58398856325947
"1071",3.92852037169407
"1072",3.76125804145818
"1073",3.76125804145818
"1074",3.67190850607577
"1075",3.76125804145818
"1076",3.68620443173696
"1077",3.76125804145818
"1078",3.69120800571837
"1079",3.32523230879199
"1080",3.8963545389564
"1081",3.42315939957112
"1082",3.67190850607577
"1083",3.8963545389564
"1084",3.8963545389564
"1085",3.76125804145818
"1086",3.68120085775554
"1087",3.76125804145818
"1088",3.8963545389564
"1089",3.01429592566119
"1090",3.76125804145818
"1091",3.33238027162259
"1092",3.26090064331665
"1093",3.59542530378842
"1094",3.8963545389564
"1095",3.76125804145818
"1096",3.58684774839171
"1097",3.77483917083631
"1098",3.77483917083631
"1099",2.98999285203717
"1100",3.47319513938528
"1101",2.92923516797713
"1102",3.3867047891351
"1103",3.31022158684775
"1104",3.38813438170122
"1105",3.40528949249464
"1106",3.06218727662616
"1107",3.77483917083631
"1108",3.26804860614725
"1109",3.77483917083631
"1110",3.64546104360257
"1111",3.3445318084346
"1112",3.77483917083631
"1113",3.77483917083631
"1114",3.58684774839171
"1115",3.77483917083631
"1116",3.77483917083631
"1117",3.77483917083631
"1118",3.77483917083631
"1119",3.77483917083631
"1120",3.77483917083631
"1121",3.77483917083631
"1122",3.77483917083631
"1123",3.0192994996426
"1124",3.90350250178699
"1125",3.77483917083631
"1126",3.77483917083631
"1127",3.77483917083631
"1128",3.47319513938528
"1129",3.77483917083631
"1130",3.77483917083631
"1131",3.77483917083631
"1132",3.77483917083631
"1133",3.77483917083631
"1134",3.77483917083631
"1135",3.77483917083631
"1136",3.3445318084346
"1137",3.77483917083631
"1138",3.56969263759828
"1139",3.98641887062187
"1140",3.98641887062187
"1141",3.75911365260901
"1142",3.48606147248034
"1143",3.37526804860615
"1144",3.98641887062187
"1145",3.98641887062187
"1146",3.98641887062187
"1147",3.22087205146533
"1148",3.90350250178699
"1149",3.90350250178699
"1150",3.90350250178699
"1151",3.90350250178699
"1152",3.90350250178699
"1153",3.90350250178699
"1154",3.90350250178699
"1155",3.35167977126519
"1156",3.98641887062187
"1157",3.98641887062187
"1158",3.98641887062187
"1159",3.67977126518942
"1160",3.70693352394568
"1161",3.70693352394568
"1162",3.70693352394568
"1163",3.41100786275911
"1164",3.70693352394568
"1165",3.52108649035025
"1166",3.61472480343102
"1167",3.70693352394568
"1168",3.70693352394568
"1169",3.52108649035025
"1170",3.70693352394568
"1171",3.78484631879914
"1172",3.78484631879914
"1173",3.78484631879914
"1174",3.78484631879914
"1175",3.78484631879914
"1176",3.78484631879914
"1177",3.78484631879914
"1178",3.78484631879914
"1179",3.78484631879914
"1180",3.78484631879914
"1181",3.78484631879914
"1182",3.56111508220157
"1183",3.70693352394568
"1184",3.70693352394568
"1185",3.70693352394568
"1186",3.70693352394568
"1187",3.70693352394568
"1188",3.70693352394568
"1189",3.61472480343102
"1190",3.43245175125089
"1191",3.70693352394568
"1192",3.70693352394568
"1193",3.70693352394568
"1194",3.70693352394568
"1195",3.58327376697641
"1196",3.78484631879914
"1197",3.78484631879914
"1198",3.78484631879914
"1199",3.78484631879914
"1200",3.78484631879914
"1201",3.56540385989993
"1202",3.78484631879914
"1203",3.14867762687634
"1204",3.78484631879914
"1205",3.14224446032881
"1206",3.78484631879914
"1207",3.94353109363831
"1208",3.63187991422445
"1209",3.25446747676912
"1210",3.94353109363831
"1211",2.99142244460329
"1212",3.15511079342387
"1213",3.46104360257327
"1214",3.26090064331665
"1215",3.46104360257327
"1216",3.26590421729807
"1217",2.59185132237312
"1218",2.92208720514653
"1219",2.60328806290207
"1220",3.46104360257327
"1221",3.46104360257327
"1222",3.55754110078628
"1223",3.55754110078628
"1224",3.30664760543245
"1225",3.30664760543245
"1226",3.55754110078628
"1227",2.87919942816297
"1228",3.55754110078628
"1229",3.55754110078628
"1230",2.96283059328091
"1231",3.35453895639743
"1232",3.55754110078628
"1233",3.55754110078628
"1234",3.00071479628306
"1235",3.55754110078628
"1236",2.66904932094353
"1237",3.13152251608292
"1238",3.29664045746962
"1239",2.57541100786276
"1240",3.55754110078628
"1241",2.56754824874911
"1242",2.76554681915654
"1243",2.96211579699786
"1244",2.82201572551823
"1245",3.55754110078628
"1246",3.17298070050036
